"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01360!!Estimate","ZCTA5 01360!!Margin of Error","ZCTA5 01360!!Percent","ZCTA5 01360!!Percent Margin of Error"
"        Russian","91,511","±3,161","1.3%","±0.1","31","±29","1.1%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","76","±51","2.6%","±1.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","102","±63","3.5%","±2.2"
"        Slovak","7,069","±828","0.1%","±0.1","21","±37","0.7%","±1.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","64","±42","2.2%","±1.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","71","±77","2.4%","±2.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","35","±40","1.2%","±1.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","7","±11","0.2%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,213","±89","1,213","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,096","±96","90.4%","±5.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,034","±117","85.2%","±6.5"
