"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01775!!Estimate","ZCTA5 01775!!Margin of Error","ZCTA5 01775!!Percent","ZCTA5 01775!!Percent Margin of Error"
"        Divorced","227,113","±4,005","8.0%","±0.1","107","±66","3.9%","±2.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,827","±237","2,827","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","429","±163","15.2%","±4.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,815","±181","64.2%","±8.3"
"        Separated","55,256","±1,859","1.8%","±0.1","45","±50","1.6%","±1.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","291","±180","10.3%","±5.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","247","±120","8.7%","±4.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","95","±65","95","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±32.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±90","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","68","±47","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±185","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","194","±131","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","6","±15","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","173","±221","173","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±19","0.0%","±20.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±20.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±20.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±20.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±20.5"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±19","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±19","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,976","±270","1,976","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","281","±125","14.2%","±6.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","84","±48","4.3%","±2.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","842","±289","42.6%","±11.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","531","±189","26.9%","±9.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","238","±121","12.0%","±6.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,874","±271","4,874","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","9","±16","0.2%","±0.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","45","±69","0.9%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","434","±160","8.9%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","525","±175","10.8%","±3.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","191","±124","3.9%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,836","±350","37.7%","±6.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,834","±266","37.6%","±5.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,820","±270","98.9%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,670","±380","75.3%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,167","±374","5,167","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","246","±142","4.8%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,054","±115","7,054","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","571","±245","8.1%","±3.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,887","±308","1,887","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±2.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,004","±454","4,004","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","268","±174","6.7%","±4.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,163","±197","1,163","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","303","±110","26.1%","±10.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,022","±79","7,022","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","6,499","±306","92.6%","±4.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","523","±302","7.4%","±4.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","519","±303","7.4%","±4.3"
"                Same county","446,141","±8,933","6.4%","±0.1","345","±212","4.9%","±3.0"
"                Different county","354,693","±6,215","5.1%","±0.1","174","±244","2.5%","±3.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","101","±136","1.4%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","73","±109","1.0%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","4","±12","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,130","±22","7,130","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,402","±353","89.8%","±4.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,339","±357","88.9%","±4.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,318","±378","60.6%","±5.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,021","±398","28.3%","±5.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","63","±67","0.9%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","728","±349","10.2%","±4.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","728","±349","728","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","413","±133","56.7%","±27.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","315","±319","43.3%","±27.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","791","±352","791","(X)"
"        Native","209,292","±4,176","209,292","(X)","63","±67","63","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±41.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","63","±67","100.0%","±41.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","728","±349","728","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","289","±313","39.7%","±28.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","439","±153","60.3%","±28.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","728","±349","728","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","206","±109","28.3%","±17.4"
"        Asia","372,717","±3,581","30.8%","±0.3","357","±322","49.0%","±26.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±5.3"
"        Oceania","4,098","±490","0.3%","±0.1","12","±22","1.6%","±3.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","136","±82","18.7%","±12.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","17","±27","2.3%","±3.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,733","±124","6,733","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,993","±357","89.0%","±5.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","740","±334","11.0%","±5.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","149","±144","2.2%","±2.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","46","±56","0.7%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","4","±12","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","473","±202","7.0%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","60","±63","0.9%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","221","±311","3.3%","±4.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","85","±130","1.3%","±1.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,130","±22","7,130","(X)"
"        American","260,364","±6,504","3.7%","±0.1","183","±104","2.6%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","34","±47","0.5%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±26","0.2%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","10","±17","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","36","±57","0.5%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","979","±295","13.7%","±4.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","287","±183","4.0%","±2.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","244","±112","3.4%","±1.6"
"        German","387,135","±7,027","5.5%","±0.1","474","±202","6.6%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","74","±59","1.0%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","28","±31","0.4%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,844","±538","25.9%","±7.5"
"        Italian","815,794","±9,186","11.7%","±0.1","885","±341","12.4%","±4.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","39","±60","0.5%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","25","±29","0.4%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","372","±150","5.2%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","71","±69","1.0%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","155","±156","2.2%","±2.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","47","±43","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","174","±97","2.4%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","93","±63","1.3%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","15","±24","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±19","0.0%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","32","±50","0.4%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","24","±37","0.3%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,646","±196","2,646","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,574","±192","97.3%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,574","±192","97.3%","±1.8"
