"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01801!!Estimate","ZCTA5 01801!!Margin of Error","ZCTA5 01801!!Percent","ZCTA5 01801!!Percent Margin of Error"
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","897","±278","897","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","100","±80","11.1%","±8.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±4.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","35","±54","3.9%","±5.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","38","±46","4.2%","±4.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","27","±32","3.0%","±3.5"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","100","±80","100","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","82","±64","82.0%","±20.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","35","±54","35.0%","±40.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,485","±773","8,485","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","595","±195","7.0%","±2.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","227","±120","2.7%","±1.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,160","±453","37.2%","±4.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,113","±381","24.9%","±3.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,390","±459","28.2%","±4.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","29,671","±692","29,671","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","816","±240","2.8%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,035","±298","3.5%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","7,473","±772","25.2%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,235","±547","14.3%","±1.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,353","±395","7.9%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","7,995","±657","26.9%","±2.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,764","±726","19.4%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","27,820","±793","93.8%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","13,759","±889","46.4%","±2.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","33,221","±606","33,221","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,810","±329","5.4%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","40,784","±113","40,784","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,885","±731","12.0%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,746","±600","7,746","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","696","±253","9.0%","±3.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","26,641","±663","26,641","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,266","±650","8.5%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","6,397","±537","6,397","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,923","±276","30.1%","±3.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","40,403","±193","40,403","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","35,521","±894","87.9%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,882","±865","12.1%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,685","±847","11.6%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","3,117","±773","7.7%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","1,568","±454","3.9%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","778","±313","1.9%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","790","±311","2.0%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","197","±170","0.5%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,967","±31","40,967","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","33,299","±1,080","81.3%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","32,674","±1,103","79.8%","±2.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","27,081","±991","66.1%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,593","±764","13.7%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","625","±293","1.5%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,668","±1,075","18.7%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,668","±1,075","7,668","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,929","±760","51.2%","±7.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,739","±804","48.8%","±7.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,293","±1,099","8,293","(X)"
"        Native","209,292","±4,176","209,292","(X)","625","±293","625","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","203","±173","32.5%","±20.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","422","±215","67.5%","±20.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,668","±1,075","7,668","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,775","±701","36.2%","±7.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","4,893","±852","63.8%","±7.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,668","±1,075","7,668","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,770","±526","23.1%","±5.6"
"        Asia","372,717","±3,581","30.8%","±0.3","2,838","±615","37.0%","±9.2"
"        Africa","113,823","±3,313","9.4%","±0.3","599","±361","7.8%","±4.4"
"        Oceania","4,098","±490","0.3%","±0.1","14","±23","0.2%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,387","±833","31.1%","±8.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","60","±58","0.8%","±0.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","38,602","±458","38,602","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","30,077","±1,164","77.9%","±2.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","8,525","±1,055","22.1%","±2.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,398","±884","8.8%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,717","±628","4.4%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,030","±582","2.7%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,570","±972","11.8%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,662","±631","4.3%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,636","±437","4.2%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","567","±197","1.5%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","602","±349","1.6%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","139","±142","0.4%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","40,967","±31","40,967","(X)"
"        American","260,364","±6,504","3.7%","±0.1","809","±239","2.0%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","241","±144","0.6%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","20","±33","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","314","±321","0.8%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","50","±46","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","4,118","±853","10.1%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,313","±322","3.2%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","995","±289","2.4%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","1,801","±466","4.4%","±1.1"
"        Greek","76,566","±3,218","1.1%","±0.1","762","±444","1.9%","±1.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","217","±145","0.5%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","11,628","±1,206","28.4%","±2.9"
"        Italian","815,794","±9,186","11.7%","±0.1","8,176","±1,171","20.0%","±2.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","273","±147","0.7%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","107","±89","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,001","±294","2.4%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,326","±521","3.2%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","316","±198","0.8%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","250","±156","0.6%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","524","±190","1.3%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","35","±55","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","316","±180","0.8%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","699","±321","1.7%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","60","±55","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","63","±46","0.2%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","303","±300","0.7%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","749","±457","1.8%","±1.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","16,292","±468","16,292","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","15,178","±480","93.2%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","14,904","±490","91.5%","±1.7"
