"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02170!!Estimate","ZCTA5 02170!!Margin of Error","ZCTA5 02170!!Percent","ZCTA5 02170!!Percent Margin of Error"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,492","±509","16.0%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,253","±314","8.1%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,923","±621","25.2%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,609","±390","16.8%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,153","±1,037","84.5%","±2.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","6,532","±706","42.0%","±3.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","17,268","±1,068","17,268","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","693","±255","4.0%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,130","±1,241","20,130","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,834","±307","9.1%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,862","±384","2,862","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","90","±78","3.1%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","13,931","±1,017","13,931","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,035","±261","7.4%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,337","±433","3,337","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","709","±157","21.2%","±4.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","19,989","±1,220","19,989","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","17,528","±1,287","87.7%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,461","±651","12.3%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,328","±637","11.6%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1,154","±497","5.8%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","1,174","±329","5.9%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","790","±272","4.0%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","384","±164","1.9%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","133","±85","0.7%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,130","±1,241","20,130","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,946","±1,101","64.3%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,760","±1,114","63.4%","±3.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,133","±1,005","50.3%","±3.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,627","±369","13.1%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","186","±153","0.9%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,184","±818","35.7%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,184","±818","7,184","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,319","±600","60.1%","±6.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,865","±637","39.9%","±6.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,370","±860","7,370","(X)"
"        Native","209,292","±4,176","209,292","(X)","186","±153","186","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","118","±134","63.4%","±36.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","68","±71","36.6%","±36.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,184","±818","7,184","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,268","±570","31.6%","±5.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","4,916","±572","68.4%","±5.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,184","±818","7,184","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","674","±239","9.4%","±3.2"
"        Asia","372,717","±3,581","30.8%","±0.3","5,700","±772","79.3%","±5.6"
"        Africa","113,823","±3,313","9.4%","±0.3","482","±299","6.7%","±4.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","272","±126","3.8%","±1.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","56","±56","0.8%","±0.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","19,316","±1,178","19,316","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,520","±1,089","59.6%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,796","±853","40.4%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,990","±671","25.8%","±3.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","224","±140","1.2%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","32","±51","0.2%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,008","±336","5.2%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","151","±82","0.8%","±0.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","6,309","±766","32.7%","±3.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","4,630","±655","24.0%","±3.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","255","±194","1.3%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","177","±164","0.9%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,130","±1,241","20,130","(X)"
"        American","260,364","±6,504","3.7%","±0.1","466","±232","2.3%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","127","±121","0.6%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","10","±15","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","13","±23","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","939","±233","4.7%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","525","±245","2.6%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","216","±121","1.1%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","898","±382","4.5%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","178","±115","0.9%","±0.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","52","±48","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,584","±590","17.8%","±2.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,364","±291","6.8%","±1.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","114","±71","0.6%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","49","±44","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","459","±199","2.3%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","295","±173","1.5%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","179","±136","0.9%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","79","±75","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","272","±103","1.4%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","131","±115","0.7%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","160","±90","0.8%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","22","±38","0.1%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","56","±77","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","40","±39","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","134","±112","0.7%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,001","±441","8,001","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,346","±475","91.8%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,216","±503","90.2%","±3.0"
