"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01027!!Estimate","ZCTA5 01027!!Margin of Error","ZCTA5 01027!!Percent","ZCTA5 01027!!Percent Margin of Error"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,542","±414","14.4%","±2.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,716","±277","2,716","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","211","±118","7.8%","±4.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,850","±487","10,850","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,085","±268","10.0%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,139","±401","4,139","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,246","±342","30.1%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","17,664","±153","17,664","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,001","±521","90.6%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,663","±517","9.4%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,560","±499","8.8%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","898","±424","5.1%","±2.4"
"                Different county","354,693","±6,215","5.1%","±0.1","662","±232","3.7%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","365","±143","2.1%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","297","±175","1.7%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","103","±142","0.6%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,708","±152","17,708","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,519","±376","93.3%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,393","±378","92.6%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,342","±606","69.7%","±3.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,051","±492","22.9%","±2.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","126","±66","0.7%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,189","±356","6.7%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,189","±356","1,189","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","869","±315","73.1%","±13.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","320","±171","26.9%","±13.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,315","±359","1,315","(X)"
"        Native","209,292","±4,176","209,292","(X)","126","±66","126","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","17","±22","13.5%","±17.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","109","±61","86.5%","±17.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,189","±356","1,189","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","292","±183","24.6%","±13.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","897","±293","75.4%","±13.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,189","±356","1,189","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","390","±222","32.8%","±15.0"
"        Asia","372,717","±3,581","30.8%","±0.3","356","±175","29.9%","±13.3"
"        Africa","113,823","±3,313","9.4%","±0.3","76","±92","6.4%","±7.7"
"        Oceania","4,098","±490","0.3%","±0.1","10","±17","0.8%","±1.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","321","±212","27.0%","±14.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","36","±40","3.0%","±3.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","17,141","±225","17,141","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,444","±406","90.1%","±2.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,697","±395","9.9%","±2.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","599","±210","3.5%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","680","±307","4.0%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","225","±149","1.3%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","623","±282","3.6%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","205","±133","1.2%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","215","±145","1.3%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","131","±118","0.8%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","179","±161","1.0%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","38","±45","0.2%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,708","±152","17,708","(X)"
"        American","260,364","±6,504","3.7%","±0.1","747","±258","4.2%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","196","±165","1.1%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","52","±45","0.3%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","64","±76","0.4%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","36","±43","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,434","±420","13.7%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,307","±449","13.0%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,217","±243","6.9%","±1.4"
"        German","387,135","±7,027","5.5%","±0.1","1,695","±361","9.6%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","25","±34","0.1%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","131","±99","0.7%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,238","±590","23.9%","±3.4"
"        Italian","815,794","±9,186","11.7%","±0.1","1,656","±373","9.4%","±2.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","260","±152","1.5%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","92","±87","0.5%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","2,378","±467","13.4%","±2.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","265","±167","1.5%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","341","±212","1.9%","±1.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","60","±40","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","434","±167","2.5%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1","±3","0.0%","±0.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","256","±134","1.4%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","170","±188","1.0%","±1.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","312","±160","1.8%","±0.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","103","±59","0.6%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","49","±61","0.3%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,451","±270","8,451","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,984","±306","94.5%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,643","±334","90.4%","±2.6"
