"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01952!!Estimate","ZCTA5 01952!!Margin of Error","ZCTA5 01952!!Percent","ZCTA5 01952!!Percent Margin of Error"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","851","±246","11.0%","±3.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","9,127","±29","9,127","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,319","±221","14.5%","±2.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,387","±220","1,387","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","76","±54","5.5%","±4.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,812","±260","5,812","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","705","±155","12.1%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,928","±199","1,928","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","538","±154","27.9%","±7.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","9,097","±60","9,097","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","8,101","±331","89.1%","±3.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","996","±340","10.9%","±3.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","988","±339","10.9%","±3.7"
"                Same county","446,141","±8,933","6.4%","±0.1","550","±302","6.0%","±3.3"
"                Different county","354,693","±6,215","5.1%","±0.1","438","±197","4.8%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","187","±114","2.1%","±1.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","251","±159","2.8%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","8","±13","0.1%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,152","±25","9,152","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","8,680","±175","94.8%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,487","±213","92.7%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,011","±375","76.6%","±4.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,476","±294","16.1%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","193","±100","2.1%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","472","±171","5.2%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","472","±171","472","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","380","±150","80.5%","±12.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","92","±68","19.5%","±12.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","665","±208","665","(X)"
"        Native","209,292","±4,176","209,292","(X)","193","±100","193","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","56","±62","29.0%","±30.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","137","±94","71.0%","±30.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","472","±171","472","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","84","±66","17.8%","±11.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","388","±149","82.2%","±11.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","472","±171","472","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","145","±99","30.7%","±18.8"
"        Asia","372,717","±3,581","30.8%","±0.3","211","±133","44.7%","±21.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±8.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±8.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","106","±73","22.5%","±13.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","10","±14","2.1%","±3.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,808","±136","8,808","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,096","±304","91.9%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","712","±253","8.1%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","174","±104","2.0%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","259","±147","2.9%","±1.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","46","±51","0.5%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","206","±101","2.3%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","71","±70","0.8%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","163","±127","1.9%","±1.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","57","±52","0.6%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","84","±79","1.0%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,152","±25","9,152","(X)"
"        American","260,364","±6,504","3.7%","±0.1","263","±193","2.9%","±2.1"
"        Arab","72,487","±3,641","1.0%","±0.1","159","±114","1.7%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","35","±34","0.4%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","67","±72","0.7%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","1,494","±448","16.3%","±4.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","855","±213","9.3%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","689","±217","7.5%","±2.4"
"        German","387,135","±7,027","5.5%","±0.1","500","±147","5.5%","±1.6"
"        Greek","76,566","±3,218","1.1%","±0.1","132","±74","1.4%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±19","0.0%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,256","±324","24.7%","±3.5"
"        Italian","815,794","±9,186","11.7%","±0.1","1,332","±293","14.6%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","35","±28","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±30","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","371","±157","4.1%","±1.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","200","±100","2.2%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","56","±57","0.6%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","147","±126","1.6%","±1.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","238","±90","2.6%","±1.0"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","20","±22","0.2%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","133","±79","1.5%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","26","±30","0.3%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","13","±19","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","161","±168","1.8%","±1.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","14","±22","0.2%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,885","±220","3,885","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,658","±194","94.2%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,535","±219","91.0%","±3.9"
