"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01845!!Estimate","ZCTA5 01845!!Margin of Error","ZCTA5 01845!!Percent","ZCTA5 01845!!Percent Margin of Error"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","420","±161","420","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","147","±97","35.0%","±18.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±9.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","24","±36","5.7%","±8.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±9.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","123","±81","29.3%","±16.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","147","±97","147","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","126","±90","85.7%","±19.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","48","±58","32.7%","±39.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","9,514","±515","9,514","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","549","±154","5.8%","±1.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","400","±156","4.2%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,433","±475","36.1%","±5.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,720","±292","18.1%","±2.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","3,412","±557","35.9%","±5.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","20,010","±528","20,010","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","346","±132","1.7%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","220","±110","1.1%","±0.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,109","±428","15.5%","±2.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,411","±375","12.0%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,882","±377","9.4%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,660","±544","33.3%","±2.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,382","±619","26.9%","±2.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","19,444","±547","97.2%","±0.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","12,042","±831","60.2%","±3.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","24,244","±601","24,244","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","926","±193","3.8%","±0.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","31,148","±248","31,148","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,429","±774","11.0%","±2.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,150","±547","7,150","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","498","±257","7.0%","±3.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","19,413","±620","19,413","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,630","±466","8.4%","±2.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,585","±371","4,585","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,301","±313","28.4%","±6.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","31,153","±273","31,153","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","27,157","±776","87.2%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,996","±718","12.8%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,784","±713","12.1%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","1,500","±471","4.8%","±1.5"
"                Different county","354,693","±6,215","5.1%","±0.1","2,284","±617","7.3%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,487","±386","4.8%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","797","±370","2.6%","±1.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","212","±133","0.7%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,394","±243","31,394","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","27,773","±687","88.5%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","27,216","±741","86.7%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","20,740","±790","66.1%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,476","±629","20.6%","±2.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","557","±288","1.8%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,621","±627","11.5%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,621","±627","3,621","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,525","±529","69.7%","±8.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,096","±356","30.3%","±8.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,178","±685","4,178","(X)"
"        Native","209,292","±4,176","209,292","(X)","557","±288","557","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","131","±105","23.5%","±12.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","426","±219","76.5%","±12.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,621","±627","3,621","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,023","±373","28.3%","±8.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,598","±490","71.7%","±8.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,621","±627","3,621","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","608","±233","16.8%","±6.0"
"        Asia","372,717","±3,581","30.8%","±0.3","1,626","±403","44.9%","±8.6"
"        Africa","113,823","±3,313","9.4%","±0.3","139","±90","3.8%","±2.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±1.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,153","±413","31.8%","±8.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","95","±56","2.6%","±1.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","29,779","±409","29,779","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","25,639","±908","86.1%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","4,140","±735","13.9%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,518","±531","5.1%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,375","±436","4.6%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","534","±266","1.8%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,645","±490","5.5%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","560","±357","1.9%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,016","±377","3.4%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","400","±183","1.3%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","104","±70","0.3%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","24","±32","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,394","±243","31,394","(X)"
"        American","260,364","±6,504","3.7%","±0.1","950","±283","3.0%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","412","±182","1.3%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","44","±37","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","119","±79","0.4%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","118","±126","0.4%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","3,866","±559","12.3%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,447","±386","4.6%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,303","±355","4.2%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","1,617","±308","5.2%","±1.0"
"        Greek","76,566","±3,218","1.1%","±0.1","595","±249","1.9%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","110","±104","0.4%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","7,700","±736","24.5%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","6,656","±991","21.2%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","295","±166","0.9%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","190","±142","0.6%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","1,517","±711","4.8%","±2.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","730","±340","2.3%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","701","±189","2.2%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","94","±49","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","710","±218","2.3%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","22","±26","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","180","±120","0.6%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","394","±145","1.3%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","8","±14","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","130","±96","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","48","±38","0.2%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","285","±285","0.9%","±0.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,971","±445","10,971","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,548","±442","96.1%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,415","±452","94.9%","±1.8"
