"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01468!!Estimate","ZCTA5 01468!!Margin of Error","ZCTA5 01468!!Percent","ZCTA5 01468!!Percent Margin of Error"
"        Widowed","65,484","±1,934","2.3%","±0.1","30","±34","1.7%","±1.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","171","±125","9.8%","±7.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,743","±316","1,743","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","517","±174","29.7%","±8.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","932","±227","53.5%","±7.9"
"        Separated","55,256","±1,859","1.8%","±0.1","36","±42","2.1%","±2.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","47","±39","2.7%","±2.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","211","±116","12.1%","±6.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","90","±96","90","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","16","±26","17.8%","±34.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","34","±54","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","92","±97","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±241","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","104","±154","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","110","±164","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","88","±109","88","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±34.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±34.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±34.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±34.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±34.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","865","±295","865","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","43","±34","5.0%","±3.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","44","±40","5.1%","±4.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","365","±189","42.2%","±13.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","237","±131","27.4%","±15.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","176","±110","20.3%","±9.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,084","±557","3,084","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","205","±199","6.6%","±5.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","747","±262","24.2%","±8.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","652","±272","21.1%","±7.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","466","±229","15.1%","±6.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","687","±210","22.3%","±6.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","327","±135","10.6%","±4.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,879","±493","93.4%","±5.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,014","±262","32.9%","±7.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,303","±613","3,303","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","367","±155","11.1%","±4.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,058","±758","4,058","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","406","±146","10.0%","±3.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","755","±210","755","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±5.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,616","±561","2,616","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","262","±118","10.0%","±4.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","687","±296","687","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","144","±88","21.0%","±12.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,037","±763","4,037","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,741","±769","92.7%","±5.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","296","±201","7.3%","±5.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","296","±201","7.3%","±5.0"
"                Same county","446,141","±8,933","6.4%","±0.1","221","±187","5.5%","±4.7"
"                Different county","354,693","±6,215","5.1%","±0.1","75","±71","1.9%","±1.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","28","±41","0.7%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","47","±56","1.2%","±1.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.0"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,058","±758","4,058","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,794","±625","93.5%","±7.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,794","±625","93.5%","±7.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,164","±524","78.0%","±8.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","630","±246","15.5%","±5.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","264","±325","6.5%","±7.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","264","±325","264","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","31","±35","11.7%","±22.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","233","±319","88.3%","±22.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","264","±325","264","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","264","±325","264","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","178","±245","67.4%","±17.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","86","±86","32.6%","±17.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","264","±325","264","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","0.0%","±14.0"
"        Asia","372,717","±3,581","30.8%","±0.3","248","±323","93.9%","±14.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±14.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±14.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±14.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","16","±26","6.1%","±14.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,944","±759","3,944","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,566","±640","90.4%","±7.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","378","±333","9.6%","±7.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","185","±241","4.7%","±5.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","17","±28","0.4%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","98","±90","2.5%","±2.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","11","±21","0.3%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","248","±323","6.3%","±7.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","174","±237","4.4%","±5.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","15","±25","0.4%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,058","±758","4,058","(X)"
"        American","260,364","±6,504","3.7%","±0.1","538","±353","13.3%","±7.8"
"        Arab","72,487","±3,641","1.0%","±0.1","14","±22","0.3%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.0"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.0"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","357","±161","8.8%","±3.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","414","±249","10.2%","±5.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","409","±181","10.1%","±4.6"
"        German","387,135","±7,027","5.5%","±0.1","267","±136","6.6%","±3.4"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.0"
"        Irish","1,345,219","±11,619","19.2%","±0.2","732","±304","18.0%","±6.8"
"        Italian","815,794","±9,186","11.7%","±0.1","475","±243","11.7%","±6.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","129","±112","3.2%","±2.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","171","±187","4.2%","±4.6"
"        Russian","91,511","±3,161","1.3%","±0.1","34","±57","0.8%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","33","±39","0.8%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.0"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","101","±110","2.5%","±2.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.0"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.0"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,622","±316","1,622","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,558","±318","96.1%","±3.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,542","±310","95.1%","±3.5"
