"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01236!!Estimate","ZCTA5 01236!!Margin of Error","ZCTA5 01236!!Percent","ZCTA5 01236!!Percent Margin of Error"
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","27","±44","27","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","27","±44","100.0%","±63.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±63.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","27","±44","100.0%","±63.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±63.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±63.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","27","±44","27","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","27","±44","100.0%","±63.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","0.0%","±63.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","209","±89","209","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","59","±48","28.2%","±19.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","5","±8","2.4%","±4.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","70","±70","33.5%","±23.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","56","±30","26.8%","±16.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","19","±16","9.1%","±8.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,297","±284","1,297","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","4","±8","0.3%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","55","±69","4.2%","±5.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","275","±165","21.2%","±11.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","180","±138","13.9%","±9.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","53","±61","4.1%","±4.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","415","±153","32.0%","±10.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","315","±162","24.3%","±12.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,238","±286","95.5%","±5.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","730","±236","56.3%","±16.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,427","±291","1,427","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","59","±63","4.1%","±4.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,585","±350","1,585","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","145","±95","9.1%","±5.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","205","±121","205","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±17.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","845","±274","845","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","20","±24","2.4%","±3.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","535","±154","535","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","125","±89","23.4%","±15.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,632","±354","1,632","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,474","±363","90.3%","±7.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","158","±124","9.7%","±7.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","158","±124","9.7%","±7.7"
"                Same county","446,141","±8,933","6.4%","±0.1","136","±121","8.3%","±7.4"
"                Different county","354,693","±6,215","5.1%","±0.1","22","±25","1.3%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±2.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","22","±25","1.3%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,632","±354","1,632","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,447","±336","88.7%","±7.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,367","±324","83.8%","±7.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","865","±276","53.0%","±12.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","502","±243","30.8%","±12.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","80","±69","4.9%","±4.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","185","±135","11.3%","±7.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","185","±135","185","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","55","±58","29.7%","±32.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","130","±125","70.3%","±32.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","265","±138","265","(X)"
"        Native","209,292","±4,176","209,292","(X)","80","±69","80","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","32","±31","40.0%","±37.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","48","±58","60.0%","±37.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","185","±135","185","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","18","±15","9.7%","±11.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","167","±135","90.3%","±11.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","185","±135","185","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","67","±64","36.2%","±34.0"
"        Asia","372,717","±3,581","30.8%","±0.3","100","±122","54.1%","±39.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±19.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±19.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","6","±12","3.2%","±9.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","12","±20","6.5%","±12.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,510","±325","1,510","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,396","±325","92.5%","±7.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","114","±119","7.5%","±7.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","1","±5","0.1%","±0.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","89","±124","5.9%","±8.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","24","±23","1.6%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,632","±354","1,632","(X)"
"        American","260,364","±6,504","3.7%","±0.1","35","±30","2.1%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","30","±43","1.8%","±2.6"
"        English","655,283","±8,406","9.4%","±0.1","197","±152","12.1%","±10.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","33","±53","2.0%","±3.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","53","±86","3.2%","±5.0"
"        German","387,135","±7,027","5.5%","±0.1","227","±93","13.9%","±6.2"
"        Greek","76,566","±3,218","1.1%","±0.1","12","±19","0.7%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","1","±3","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","233","±134","14.3%","±7.7"
"        Italian","815,794","±9,186","11.7%","±0.1","149","±108","9.1%","±6.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±2.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±2.4"
"        Polish","283,050","±4,814","4.0%","±0.1","243","±162","14.9%","±8.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±2.4"
"        Russian","91,511","±3,161","1.3%","±0.1","18","±12","1.1%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±2.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","1","±2","0.1%","±0.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","122","±194","7.5%","±11.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","35","±56","2.1%","±3.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±2.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","5","±9","0.3%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","704","±146","704","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","696","±144","98.9%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","680","±144","96.6%","±2.9"
