"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02188!!Estimate","ZCTA5 02188!!Margin of Error","ZCTA5 02188!!Percent","ZCTA5 02188!!Percent Margin of Error"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±12.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","26","±43","8.9%","±15.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","34","±41","11.7%","±13.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","36","±43","12.4%","±15.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","96","±70","96","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","47","±37","49.0%","±26.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","70","±62","72.9%","±37.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,278","±689","3,278","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","250","±207","7.6%","±6.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","81","±65","2.5%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,005","±263","30.7%","±7.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","835","±331","25.5%","±7.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,107","±392","33.8%","±8.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,508","±949","12,508","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","302","±163","2.4%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","544","±176","4.3%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,246","±717","26.0%","±5.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,486","±451","19.9%","±3.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","934","±233","7.5%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,149","±521","25.2%","±3.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,847","±442","14.8%","±3.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,662","±923","93.2%","±1.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,996","±744","39.9%","±5.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","13,699","±1,032","13,699","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","709","±212","5.2%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,980","±1,186","15,980","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,902","±333","11.9%","±1.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,470","±510","2,470","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","96","±67","3.9%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,329","±1,023","10,329","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,045","±294","10.1%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,181","±627","3,181","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","761","±205","23.9%","±6.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","16,076","±1,183","16,076","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,483","±1,222","83.9%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,593","±581","16.1%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,593","±581","16.1%","±3.6"
"                Same county","446,141","±8,933","6.4%","±0.1","1,444","±595","9.0%","±3.7"
"                Different county","354,693","±6,215","5.1%","±0.1","1,149","±371","7.1%","±2.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","936","±350","5.8%","±2.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","213","±171","1.3%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,169","±1,188","16,169","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,924","±1,041","86.1%","±2.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","13,727","±1,038","84.9%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,507","±1,037","71.2%","±4.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,220","±475","13.7%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","197","±144","1.2%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,245","±494","13.9%","±2.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,245","±494","2,245","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,342","±424","59.8%","±13.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","903","±356","40.2%","±13.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,442","±524","2,442","(X)"
"        Native","209,292","±4,176","209,292","(X)","197","±144","197","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","95","±103","48.2%","±35.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","102","±95","51.8%","±35.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,245","±494","2,245","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","915","±333","40.8%","±12.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,330","±413","59.2%","±12.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,245","±494","2,245","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","636","±344","28.3%","±14.1"
"        Asia","372,717","±3,581","30.8%","±0.3","560","±303","24.9%","±13.5"
"        Africa","113,823","±3,313","9.4%","±0.3","294","±351","13.1%","±15.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±1.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","755","±399","33.6%","±15.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±21","0.0%","±1.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","15,579","±1,164","15,579","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,738","±1,080","81.8%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,841","±604","18.2%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","785","±329","5.0%","±2.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","403","±254","2.6%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","200","±181","1.3%","±1.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,627","±511","10.4%","±3.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","378","±254","2.4%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","535","±330","3.4%","±2.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","207","±174","1.3%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","276","±347","1.8%","±2.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,169","±1,188","16,169","(X)"
"        American","260,364","±6,504","3.7%","±0.1","698","±348","4.3%","±2.1"
"        Arab","72,487","±3,641","1.0%","±0.1","151","±132","0.9%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","78","±76","0.5%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","48","±59","0.3%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,110","±294","6.9%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","361","±202","2.2%","±1.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","239","±116","1.5%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","658","±374","4.1%","±2.3"
"        Greek","76,566","±3,218","1.1%","±0.1","132","±146","0.8%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,259","±859","32.5%","±4.9"
"        Italian","815,794","±9,186","11.7%","±0.1","2,946","±784","18.2%","±4.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","42","±42","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","249","±296","1.5%","±1.8"
"        Polish","283,050","±4,814","4.0%","±0.1","617","±310","3.8%","±2.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","367","±273","2.3%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","104","±78","0.6%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","172","±152","1.1%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","411","±215","2.5%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","305","±346","1.9%","±2.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","198","±92","1.2%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","23","±39","0.1%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","6","±13","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","35","±43","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","532","±670","3.3%","±4.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,085","±559","7,085","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,580","±572","92.9%","±3.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,132","±567","86.5%","±3.7"
