"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01460!!Estimate","ZCTA5 01460!!Margin of Error","ZCTA5 01460!!Percent","ZCTA5 01460!!Percent Margin of Error"
"        With a disability","64,995","±2,247","4.7%","±0.2","49","±36","2.0%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,995","±286","5,995","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","500","±209","8.3%","±3.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,537","±215","1,537","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","436","±124","28.4%","±8.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","10,032","±40","10,032","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,425","±202","93.9%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","607","±203","6.1%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","575","±204","5.7%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","371","±164","3.7%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","204","±114","2.0%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","115","±97","1.1%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","89","±68","0.9%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","32","±49","0.3%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,063","±22","10,063","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","9,109","±290","90.5%","±2.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","9,003","±293","89.5%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,028","±410","69.8%","±4.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,975","±291","19.6%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","106","±69","1.1%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","954","±291","9.5%","±2.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","954","±291","954","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","499","±172","52.3%","±13.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","455","±219","47.7%","±13.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,060","±294","1,060","(X)"
"        Native","209,292","±4,176","209,292","(X)","106","±69","106","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","24","±36","22.6%","±29.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","82","±56","77.4%","±29.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","954","±291","954","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","303","±196","31.8%","±14.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","651","±189","68.2%","±14.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","954","±291","954","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","410","±211","43.0%","±14.5"
"        Asia","372,717","±3,581","30.8%","±0.3","399","±157","41.8%","±12.2"
"        Africa","113,823","±3,313","9.4%","±0.3","7","±12","0.7%","±1.2"
"        Oceania","4,098","±490","0.3%","±0.1","10","±18","1.0%","±2.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","104","±75","10.9%","±7.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","24","±22","2.5%","±2.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","9,464","±135","9,464","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,640","±329","91.3%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","824","±310","8.7%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","189","±120","2.0%","±1.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","95","±85","1.0%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±9","0.1%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","258","±206","2.7%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","61","±77","0.6%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","271","±124","2.9%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","16","±20","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","200","±169","2.1%","±1.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","103","±92","1.1%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,063","±22","10,063","(X)"
"        American","260,364","±6,504","3.7%","±0.1","529","±294","5.3%","±2.9"
"        Arab","72,487","±3,641","1.0%","±0.1","24","±31","0.2%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","6","±10","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","49","±67","0.5%","±0.7"
"        Dutch","34,354","±1,922","0.5%","±0.1","106","±63","1.1%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","1,621","±458","16.1%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","698","±229","6.9%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","406","±153","4.0%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","1,075","±305","10.7%","±3.0"
"        Greek","76,566","±3,218","1.1%","±0.1","115","±81","1.1%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","69","±89","0.7%","±0.9"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,496","±513","24.8%","±5.1"
"        Italian","815,794","±9,186","11.7%","±0.1","1,226","±321","12.2%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","91","±93","0.9%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","105","±83","1.0%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","322","±125","3.2%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","39","±35","0.4%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","156","±81","1.6%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","154","±96","1.5%","±1.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","423","±153","4.2%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","8","±13","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","30","±38","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","132","±85","1.3%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","42","±53","0.4%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","150","±129","1.5%","±1.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","67","±68","0.7%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","6","±11","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,504","±149","3,504","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,405","±151","97.2%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,364","±144","96.0%","±1.4"
