"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01843!!Estimate","ZCTA5 01843!!Margin of Error","ZCTA5 01843!!Percent","ZCTA5 01843!!Percent Margin of Error"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,230","±273","11.3%","±2.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","352","±138","352","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","134","±84","38.1%","±21.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","30","±19","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","52","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","12","±20","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","82","±39","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","33","±32","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","870","±278","870","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","251","±173","28.9%","±17.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","29","±45","3.3%","±5.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","15","±22","1.7%","±2.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","74","±107","8.5%","±12.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","133","±126","15.3%","±12.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","251","±173","251","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","163","±111","64.9%","±17.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","119","±115","47.4%","±33.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","7,344","±936","7,344","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","318","±164","4.3%","±2.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","414","±171","5.6%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,405","±686","46.4%","±5.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,585","±395","21.6%","±4.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,622","±387","22.1%","±4.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,672","±850","17,672","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,298","±481","13.0%","±2.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,940","±347","11.0%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,456","±743","30.9%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,497","±529","19.8%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,358","±318","7.7%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,970","±452","11.1%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,153","±284","6.5%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,434","±843","76.0%","±3.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,123","±514","17.7%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","20,542","±911","20,542","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","400","±135","1.9%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","27,804","±1,577","27,804","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","3,635","±494","13.1%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,262","±1,042","7,262","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","430","±171","5.9%","±2.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,691","±926","17,691","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,856","±362","10.5%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,851","±444","2,851","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,349","±305","47.3%","±8.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","27,515","±1,573","27,515","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,183","±1,594","87.9%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,332","±739","12.1%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,115","±742","11.3%","±2.7"
"                Same county","446,141","±8,933","6.4%","±0.1","2,462","±651","8.9%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","653","±292","2.4%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","395","±272","1.4%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","258","±138","0.9%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","217","±114","0.8%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,804","±1,577","27,804","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","18,102","±1,459","65.1%","±3.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,906","±1,351","53.6%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,545","±1,188","45.1%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,361","±474","8.5%","±1.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","3,196","±663","11.5%","±2.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","9,702","±1,043","34.9%","±3.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","9,702","±1,043","9,702","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,129","±560","42.6%","±5.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,573","±977","57.4%","±5.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,898","±1,166","12,898","(X)"
"        Native","209,292","±4,176","209,292","(X)","3,196","±663","3,196","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1,013","±405","31.7%","±10.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","2,183","±510","68.3%","±10.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","9,702","±1,043","9,702","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,497","±907","46.4%","±6.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,205","±600","53.6%","±6.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","9,702","±1,043","9,702","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","106","±72","1.1%","±0.7"
"        Asia","372,717","±3,581","30.8%","±0.3","732","±228","7.5%","±2.4"
"        Africa","113,823","±3,313","9.4%","±0.3","229","±172","2.4%","±1.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","8,552","±1,027","88.1%","±3.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","83","±71","0.9%","±0.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","25,977","±1,430","25,977","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,840","±854","30.2%","±3.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","18,137","±1,502","69.8%","±3.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","8,128","±1,127","31.3%","±3.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","16,757","±1,499","64.5%","±3.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","7,577","±1,085","29.2%","±3.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","402","±196","1.5%","±0.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","76","±62","0.3%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","791","±254","3.0%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","475","±185","1.8%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","187","±143","0.7%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±25","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,804","±1,577","27,804","(X)"
"        American","260,364","±6,504","3.7%","±0.1","237","±140","0.9%","±0.5"
"        Arab","72,487","±3,641","1.0%","±0.1","53","±46","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","3","±8","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","44","±60","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","580","±268","2.1%","±1.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","759","±301","2.7%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","488","±199","1.8%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","370","±262","1.3%","±1.0"
"        Greek","76,566","±3,218","1.1%","±0.1","5","±8","0.0%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","7","±13","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,538","±361","5.5%","±1.4"
"        Italian","815,794","±9,186","11.7%","±0.1","1,386","±358","5.0%","±1.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","135","±96","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±17","0.0%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","202","±149","0.7%","±0.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","128","±91","0.5%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±25","0.0%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","31","±47","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","146","±146","0.5%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","186","±137","0.7%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","38","±41","0.1%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","57","±64","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±25","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","110","±107","0.4%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,204","±558","10,204","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,196","±606","90.1%","±3.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,370","±646","82.0%","±3.9"
