"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01701!!Estimate","ZCTA5 01701!!Margin of Error","ZCTA5 01701!!Percent","ZCTA5 01701!!Percent Margin of Error"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,145","±558","6.5%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,066","±558","6.3%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","1,047","±360","3.2%","±1.1"
"                Different county","354,693","±6,215","5.1%","±0.1","1,019","±399","3.1%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","784","±385","2.4%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","235","±125","0.7%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","79","±65","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","33,319","±1,388","33,319","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","26,474","±1,411","79.5%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","25,999","±1,434","78.0%","±2.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","19,072","±1,370","57.2%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,927","±708","20.8%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","475","±175","1.4%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,845","±911","20.5%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,845","±911","6,845","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,947","±647","57.7%","±6.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,898","±584","42.3%","±6.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,320","±931","7,320","(X)"
"        Native","209,292","±4,176","209,292","(X)","475","±175","475","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","216","±130","45.5%","±20.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","259","±128","54.5%","±20.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,845","±911","6,845","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,384","±433","20.2%","±5.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,461","±769","79.8%","±5.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,845","±911","6,845","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,013","±282","14.8%","±4.2"
"        Asia","372,717","±3,581","30.8%","±0.3","2,495","±569","36.4%","±7.0"
"        Africa","113,823","±3,313","9.4%","±0.3","635","±301","9.3%","±4.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,583","±639","37.7%","±6.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","119","±77","1.7%","±1.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","31,502","±1,194","31,502","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","23,072","±1,293","73.2%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","8,430","±1,183","26.8%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,413","±573","7.7%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,852","±589","5.9%","±1.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","478","±238","1.5%","±0.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,237","±930","13.4%","±2.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,371","±428","4.4%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,737","±590","5.5%","±1.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","451","±351","1.4%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","604","±325","1.9%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","113","±112","0.4%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","33,319","±1,388","33,319","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,060","±308","3.2%","±0.9"
"        Arab","72,487","±3,641","1.0%","±0.1","294","±239","0.9%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","67","±52","0.2%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","16","±27","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","137","±115","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","3,035","±536","9.1%","±1.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","531","±267","1.6%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","568","±194","1.7%","±0.6"
"        German","387,135","±7,027","5.5%","±0.1","1,472","±311","4.4%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","353","±162","1.1%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","137","±86","0.4%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,712","±730","17.1%","±2.2"
"        Italian","815,794","±9,186","11.7%","±0.1","4,625","±677","13.9%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","175","±152","0.5%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","110","±88","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,136","±265","3.4%","±0.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","669","±451","2.0%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","1,869","±873","5.6%","±2.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","114","±64","0.3%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","488","±197","1.5%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","20","±29","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","820","±416","2.5%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","356","±146","1.1%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","29","±30","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","187","±133","0.6%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","103","±64","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","313","±177","0.9%","±0.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,189","±511","13,189","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","12,600","±518","95.5%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","12,510","±511","94.9%","±1.4"
