"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02113!!Estimate","ZCTA5 02113!!Margin of Error","ZCTA5 02113!!Percent","ZCTA5 02113!!Percent Margin of Error"
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","893","±227","893","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","23","±10","2.6%","±1.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","54","±50","6.0%","±5.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","60","±25","6.7%","±3.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","11","±18","1.2%","±2.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","745","±220","83.4%","±7.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,119","±565","5,119","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","19","±25","0.4%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","103","±89","2.0%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","320","±94","6.3%","±1.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","307","±109","6.0%","±2.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","239","±129","4.7%","±2.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,598","±432","50.8%","±4.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,533","±284","29.9%","±5.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,997","±549","97.6%","±1.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,131","±533","80.7%","±4.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,457","±747","6,457","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","99","±68","1.5%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,726","±786","6,726","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","535","±302","8.0%","±4.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","269","±137","269","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±19","0.0%","±13.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,951","±743","5,951","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","391","±288","6.6%","±4.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","506","±136","506","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","144","±59","28.5%","±10.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,705","±773","6,705","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,164","±518","62.1%","±5.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,541","±507","37.9%","±5.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,311","±389","34.5%","±4.3"
"                Same county","446,141","±8,933","6.4%","±0.1","1,016","±245","15.2%","±3.6"
"                Different county","354,693","±6,215","5.1%","±0.1","1,295","±325","19.3%","±3.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","560","±154","8.4%","±2.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","735","±285","11.0%","±3.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","230","±185","3.4%","±2.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,726","±786","6,726","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","5,903","±727","87.8%","±3.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","5,770","±708","85.8%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,007","±494","44.7%","±4.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,763","±412","41.1%","±4.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","133","±74","2.0%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","823","±223","12.2%","±3.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","823","±223","823","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","373","±142","45.3%","±14.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","450","±180","54.7%","±14.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","956","±247","956","(X)"
"        Native","209,292","±4,176","209,292","(X)","133","±74","133","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","55","±70","41.4%","±38.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","78","±55","58.6%","±38.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","823","±223","823","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","379","±187","46.1%","±15.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","444","±146","53.9%","±15.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","823","±223","823","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","362","±193","44.0%","±18.5"
"        Asia","372,717","±3,581","30.8%","±0.3","154","±103","18.7%","±11.6"
"        Africa","113,823","±3,313","9.4%","±0.3","48","±43","5.8%","±5.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±4.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","198","±127","24.1%","±14.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","61","±26","7.4%","±3.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,549","±755","6,549","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,129","±560","78.3%","±5.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,420","±453","21.7%","±5.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","539","±257","8.2%","±3.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","410","±192","6.3%","±2.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","117","±84","1.8%","±1.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","681","±263","10.4%","±3.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","336","±239","5.1%","±3.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","257","±156","3.9%","±2.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","43","±48","0.7%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","72","±46","1.1%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","43","±37","0.7%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,726","±786","6,726","(X)"
"        American","260,364","±6,504","3.7%","±0.1","82","±58","1.2%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","41","±33","0.6%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","16","±19","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","85","±72","1.3%","±1.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","39","±47","0.6%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","707","±165","10.5%","±2.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","220","±145","3.3%","±2.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","170","±87","2.5%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","465","±124","6.9%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","72","±46","1.1%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","24","±33","0.4%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,601","±300","23.8%","±3.9"
"        Italian","815,794","±9,186","11.7%","±0.1","1,660","±379","24.7%","±4.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","17","±30","0.3%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","25","±28","0.4%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","210","±103","3.1%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","99","±54","1.5%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","132","±79","2.0%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","14","±16","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","143","±85","2.1%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","65","±101","1.0%","±1.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","21","±27","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","85","±59","1.3%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","5","±9","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","36","±29","0.5%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","23","±22","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","11","±18","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,025","±439","4,025","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,863","±417","96.0%","±2.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,783","±450","94.0%","±3.2"
