"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01945!!Estimate","ZCTA5 01945!!Margin of Error","ZCTA5 01945!!Percent","ZCTA5 01945!!Percent Margin of Error"
"        Separated","55,256","±1,859","1.8%","±0.1","54","±42","0.6%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","634","±155","7.2%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","929","±202","10.5%","±2.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","103","±62","103","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±25","0.0%","±31.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±21","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","26","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±51","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","42","±35","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±23","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","143","±95","143","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","28","±44","19.6%","±28.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","20","±41","14.0%","±26.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±24.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±24.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","8","±14","5.6%","±10.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","28","±44","28","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","18","±26","64.3%","±33.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","20","±41","71.4%","±64.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,240","±433","5,240","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","494","±204","9.4%","±3.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","206","±120","3.9%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,238","±317","42.7%","±5.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,480","±352","28.2%","±5.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","822","±246","15.7%","±4.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","14,538","±413","14,538","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","27","±30","0.2%","±0.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","89","±49","0.6%","±0.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,177","±330","8.1%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,197","±244","8.2%","±1.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","819","±200","5.6%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,227","±507","42.8%","±3.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","5,002","±509","34.4%","±3.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","14,422","±430","99.2%","±0.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","11,229","±444","77.2%","±2.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","15,721","±375","15,721","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","612","±113","3.9%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","20,290","±40","20,290","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,140","±199","5.6%","±1.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,676","±373","4,676","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","49","±69","1.0%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","11,444","±449","11,444","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","252","±87","2.2%","±0.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,170","±422","4,170","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","839","±151","20.1%","±4.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","20,293","±67","20,293","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","18,735","±485","92.3%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,558","±477","7.7%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,479","±471","7.3%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","822","±281","4.1%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","657","±331","3.2%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","523","±350","2.6%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","134","±69","0.7%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","79","±59","0.4%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,397","±33","20,397","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","18,704","±428","91.7%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","18,329","±498","89.9%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,335","±770","60.5%","±3.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,994","±701","29.4%","±3.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","375","±199","1.8%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,693","±435","8.3%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,693","±435","1,693","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,101","±309","65.0%","±12.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","592","±281","35.0%","±12.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,068","±506","2,068","(X)"
"        Native","209,292","±4,176","209,292","(X)","375","±199","375","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","164","±168","43.7%","±28.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","211","±97","56.3%","±28.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,693","±435","1,693","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","347","±267","20.5%","±13.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,346","±336","79.5%","±13.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,693","±435","1,693","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,058","±365","62.5%","±11.4"
"        Asia","372,717","±3,581","30.8%","±0.3","272","±140","16.1%","±7.8"
"        Africa","113,823","±3,313","9.4%","±0.3","10","±18","0.6%","±1.1"
"        Oceania","4,098","±490","0.3%","±0.1","9","±13","0.5%","±0.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","274","±131","16.2%","±7.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","70","±59","4.1%","±3.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","19,695","±176","19,695","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,405","±592","88.4%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,290","±590","11.6%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","512","±231","2.6%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","614","±320","3.1%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","112","±101","0.6%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,318","±447","6.7%","±2.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","263","±135","1.3%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","358","±223","1.8%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","137","±126","0.7%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±25","0.0%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±25","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","20,397","±33","20,397","(X)"
"        American","260,364","±6,504","3.7%","±0.1","919","±323","4.5%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","176","±200","0.9%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","79","±50","0.4%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","104","±80","0.5%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","352","±265","1.7%","±1.3"
"        English","655,283","±8,406","9.4%","±0.1","3,423","±465","16.8%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","492","±170","2.4%","±0.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","319","±111","1.6%","±0.5"
"        German","387,135","±7,027","5.5%","±0.1","1,932","±483","9.5%","±2.4"
"        Greek","76,566","±3,218","1.1%","±0.1","461","±208","2.3%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","55","±31","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,208","±808","25.5%","±4.0"
"        Italian","815,794","±9,186","11.7%","±0.1","2,314","±485","11.3%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","207","±111","1.0%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","107","±65","0.5%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,362","±573","6.7%","±2.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","197","±120","1.0%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","901","±255","4.4%","±1.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","147","±83","0.7%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","852","±304","4.2%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","16","±18","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±25","0.0%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","430","±179","2.1%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","81","±67","0.4%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","114","±89","0.6%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","80","±49","0.4%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±25","0.0%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,075","±257","8,075","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,869","±256","97.4%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,823","±263","96.9%","±1.4"
