"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01225!!Estimate","ZCTA5 01225!!Margin of Error","ZCTA5 01225!!Percent","ZCTA5 01225!!Percent Margin of Error"
"        Other relatives","394,812","±8,541","5.9%","±0.1","52","±53","1.6%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","42","±45","1.3%","±1.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,409","±166","1,409","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","427","±130","30.3%","±7.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","773","±97","54.9%","±8.6"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±2.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","67","±49","4.8%","±3.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","142","±85","10.1%","±5.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,388","±154","1,388","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","250","±124","18.0%","±8.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","767","±106","55.3%","±10.0"
"        Separated","55,256","±1,859","1.8%","±0.1","14","±21","1.0%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","174","±144","12.5%","±9.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","183","±80","13.2%","±5.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","16","±20","16","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","10","±17","62.5%","±61.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","40","±70","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","32","±42","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±257","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±219","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","74","±96","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","16","±26","16","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","6","±17","37.5%","±61.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±82.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","6","±17","37.5%","±61.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±82.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±82.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","6","±17","6","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","3","±9","50.0%","±50.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","6","±17","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","591","±185","591","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","27","±28","4.6%","±4.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","49","±47","8.3%","±8.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","205","±94","34.7%","±13.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","171","±99","28.9%","±13.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","139","±68","23.5%","±8.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,489","±183","2,489","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","54","±42","2.2%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","101","±55","4.1%","±2.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","559","±147","22.5%","±5.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","671","±197","27.0%","±7.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","275","±92","11.0%","±3.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","596","±149","23.9%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","233","±103","9.4%","±4.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,334","±184","93.8%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","829","±172","33.3%","±6.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,682","±165","2,682","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","213","±74","7.9%","±2.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,226","±31","3,226","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","533","±140","16.5%","±4.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","544","±164","544","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","22","±23","4.0%","±3.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,864","±162","1,864","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","259","±111","13.9%","±5.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","818","±168","818","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","252","±88","30.8%","±9.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,223","±31","3,223","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,094","±114","96.0%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","129","±103","4.0%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","129","±103","4.0%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","70","±66","2.2%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","59","±66","1.8%","±2.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","25","±38","0.8%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","34","±52","1.1%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,243","±16","3,243","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,171","±59","97.8%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,152","±63","97.2%","±1.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,633","±191","81.2%","±6.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","519","±180","16.0%","±5.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","19","±21","0.6%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","72","±59","2.2%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","72","±59","72","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","72","±59","100.0%","±38.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±38.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","91","±62","91","(X)"
"        Native","209,292","±4,176","209,292","(X)","19","±21","19","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±75.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","19","±21","100.0%","±75.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","72","±59","72","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±38.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","72","±59","100.0%","±38.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","72","±59","72","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","0.0%","±38.8"
"        Asia","372,717","±3,581","30.8%","±0.3","49","±50","68.1%","±33.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±38.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±38.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","23","±25","31.9%","±33.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±38.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,077","±93","3,077","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,015","±98","98.0%","±1.7"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","62","±52","2.0%","±1.7"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3","±5","0.1%","±0.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","52","±50","1.7%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3","±5","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","10","±15","0.3%","±0.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,243","±16","3,243","(X)"
"        American","260,364","±6,504","3.7%","±0.1","102","±73","3.1%","±2.2"
"        Arab","72,487","±3,641","1.0%","±0.1","18","±21","0.6%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","12","±21","0.4%","±0.6"
"        English","655,283","±8,406","9.4%","±0.1","166","±92","5.1%","±2.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","467","±210","14.4%","±6.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","243","±119","7.5%","±3.7"
"        German","387,135","±7,027","5.5%","±0.1","421","±174","13.0%","±5.4"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","28","±43","0.9%","±1.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","725","±250","22.4%","±7.7"
"        Italian","815,794","±9,186","11.7%","±0.1","448","±149","13.8%","±4.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","18","±21","0.6%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","486","±152","15.0%","±4.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±1.2"
"        Russian","91,511","±3,161","1.3%","±0.1","20","±21","0.6%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±1.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","66","±39","2.0%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","3","±9","0.1%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","29","±42","0.9%","±1.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,509","±147","1,509","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,371","±140","90.9%","±9.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,292","±136","85.6%","±8.7"
