"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01452!!Estimate","ZCTA5 01452!!Margin of Error","ZCTA5 01452!!Percent","ZCTA5 01452!!Percent Margin of Error"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","74","±47","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±214","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","143","±115","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","55","±65","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","6","±11","6","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","875","±170","875","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","32","±33","3.7%","±3.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","88","±55","10.1%","±6.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","237","±84","27.1%","±9.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","234","±140","26.7%","±13.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","284","±94","32.5%","±10.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,073","±157","3,073","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","31","±28","1.0%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","81","±76","2.6%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","807","±202","26.3%","±6.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","721","±158","23.5%","±4.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","415","±117","13.5%","±3.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","669","±154","21.8%","±5.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","349","±95","11.4%","±3.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,961","±155","96.4%","±2.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,018","±184","33.1%","±6.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,464","±171","3,464","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","280","±100","8.1%","±2.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,338","±18","4,338","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","371","±114","8.6%","±2.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","874","±170","874","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","7","±12","0.8%","±1.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,664","±223","2,664","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","220","±85","8.3%","±3.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","800","±200","800","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","144","±65","18.0%","±8.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,261","±54","4,261","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,002","±169","93.9%","±3.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","259","±150","6.1%","±3.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","259","±150","6.1%","±3.5"
"                Same county","446,141","±8,933","6.4%","±0.1","127","±97","3.0%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","132","±117","3.1%","±2.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","122","±116","2.9%","±2.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","10","±15","0.2%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,338","±18","4,338","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,063","±158","93.7%","±3.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,048","±157","93.3%","±3.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,581","±228","82.5%","±5.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","467","±129","10.8%","±3.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","15","±17","0.3%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","275","±156","6.3%","±3.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","275","±156","275","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","147","±77","53.5%","±30.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","128","±133","46.5%","±30.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","290","±154","290","(X)"
"        Native","209,292","±4,176","209,292","(X)","15","±17","15","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1","±3","6.7%","±22.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","14","±17","93.3%","±22.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","275","±156","275","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","97","±128","35.3%","±34.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","178","±85","64.7%","±34.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","275","±156","275","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","37","±29","13.5%","±10.7"
"        Asia","372,717","±3,581","30.8%","±0.3","101","±129","36.7%","±35.2"
"        Africa","113,823","±3,313","9.4%","±0.3","19","±29","6.9%","±10.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±13.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","100","±74","36.4%","±27.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","18","±21","6.5%","±8.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,044","±109","4,044","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,824","±164","94.6%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","220","±97","5.4%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","30","±24","0.7%","±0.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","47","±35","1.2%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","30","±24","0.7%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","173","±107","4.3%","±2.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,338","±18","4,338","(X)"
"        American","260,364","±6,504","3.7%","±0.1","394","±252","9.1%","±5.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±0.9"
"        Danish","14,346","±1,162","0.2%","±0.1","4","±8","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","8","±13","0.2%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","501","±149","11.5%","±3.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","317","±116","7.3%","±2.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","372","±159","8.6%","±3.7"
"        German","387,135","±7,027","5.5%","±0.1","168","±93","3.9%","±2.1"
"        Greek","76,566","±3,218","1.1%","±0.1","14","±16","0.3%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±0.9"
"        Irish","1,345,219","±11,619","19.2%","±0.2","756","±263","17.4%","±6.1"
"        Italian","815,794","±9,186","11.7%","±0.1","454","±230","10.5%","±5.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","28","±21","0.6%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","34","±45","0.8%","±1.0"
"        Polish","283,050","±4,814","4.0%","±0.1","198","±83","4.6%","±1.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","163","±165","3.8%","±3.8"
"        Russian","91,511","±3,161","1.3%","±0.1","9","±13","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","7","±10","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","353","±159","8.1%","±3.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±0.9"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","19","±30","0.4%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","326","±143","7.5%","±3.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.9"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±0.9"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±0.9"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","91","±113","2.1%","±2.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,586","±129","1,586","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,482","±122","93.4%","±4.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,442","±126","90.9%","±5.4"
