"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02126!!Estimate","ZCTA5 02126!!Margin of Error","ZCTA5 02126!!Percent","ZCTA5 02126!!Percent Margin of Error"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","7,257","±821","7,257","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","392","±207","5.4%","±2.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","525","±184","7.2%","±2.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,511","±413","34.6%","±4.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,843","±346","25.4%","±4.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,986","±401","27.4%","±4.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,620","±1,197","17,620","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","957","±369","5.4%","±2.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,311","±375","7.4%","±2.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,717","±610","32.4%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,656","±608","26.4%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,230","±340","7.0%","±1.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,100","±449","11.9%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,649","±306","9.4%","±1.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,352","±1,146","87.1%","±2.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,749","±564","21.3%","±2.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","19,278","±1,292","19,278","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","328","±135","1.7%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","25,470","±1,704","25,470","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,864","±890","19.1%","±3.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,222","±732","6,222","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","509","±217","8.2%","±3.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","15,721","±1,108","15,721","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,428","±539","15.4%","±3.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,527","±494","3,527","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,927","±442","54.6%","±9.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","25,286","±1,708","25,286","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","22,488","±1,733","88.9%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,798","±628","11.1%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,721","±619","10.8%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","2,021","±570","8.0%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","700","±351","2.8%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","461","±284","1.8%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","239","±187","0.9%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","77","±72","0.3%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,572","±1,706","25,572","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,864","±1,586","65.9%","±4.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,475","±1,534","64.4%","±4.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","13,740","±1,405","53.7%","±4.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,735","±469","10.7%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","389","±232","1.5%","±0.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","8,708","±1,424","34.1%","±4.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","8,708","±1,424","8,708","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,361","±985","61.6%","±5.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,347","±724","38.4%","±5.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","9,097","±1,432","9,097","(X)"
"        Native","209,292","±4,176","209,292","(X)","389","±232","389","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","129","±165","33.2%","±36.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","260","±195","66.8%","±36.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","8,708","±1,424","8,708","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,143","±543","24.6%","±4.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,565","±1,138","75.4%","±4.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","8,708","±1,424","8,708","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","154","±101","1.8%","±1.1"
"        Asia","372,717","±3,581","30.8%","±0.3","47","±48","0.5%","±0.5"
"        Africa","113,823","±3,313","9.4%","±0.3","581","±334","6.7%","±4.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","7,758","±1,447","89.1%","±5.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","168","±185","1.9%","±2.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","23,726","±1,581","23,726","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","16,153","±1,437","68.1%","±5.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,573","±1,492","31.9%","±5.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","3,702","±833","15.6%","±3.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,654","±794","11.2%","±3.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,394","±487","5.9%","±1.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,343","±1,134","18.3%","±4.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,211","±650","9.3%","±2.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","47","±56","0.2%","±0.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","37","±42","0.2%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","529","±265","2.2%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","60","±70","0.3%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","25,572","±1,706","25,572","(X)"
"        American","260,364","±6,504","3.7%","±0.1","600","±289","2.3%","±1.2"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±25","0.0%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","12","±18","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","96","±132","0.4%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","127","±103","0.5%","±0.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","101","±91","0.4%","±0.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","75","±62","0.3%","±0.2"
"        German","387,135","±7,027","5.5%","±0.1","74","±69","0.3%","±0.3"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±25","0.0%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±25","0.0%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","395","±155","1.5%","±0.6"
"        Italian","815,794","±9,186","11.7%","±0.1","173","±102","0.7%","±0.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","41","±53","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±25","0.0%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","72","±64","0.3%","±0.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","51","±68","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","68","±46","0.3%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±25","0.0%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","12","±15","0.0%","±0.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,268","±649","5.0%","±2.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","16","±27","0.1%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","7","±13","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±25","0.0%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±25","0.0%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","7,976","±1,366","31.2%","±4.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,785","±533","8,785","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,117","±550","92.4%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,422","±645","84.5%","±3.9"
