"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01119!!Estimate","ZCTA5 01119!!Margin of Error","ZCTA5 01119!!Percent","ZCTA5 01119!!Percent Margin of Error"
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,877","±567","3,877","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","266","±175","6.9%","±4.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","275","±153","7.1%","±3.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,151","±245","29.7%","±6.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","551","±184","14.2%","±4.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,634","±367","42.1%","±7.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","8,952","±709","8,952","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","396","±161","4.4%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","551","±215","6.2%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,706","±602","41.4%","±5.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,697","±311","19.0%","±3.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","888","±386","9.9%","±4.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,043","±234","11.7%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","671","±209","7.5%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","8,005","±747","89.4%","±3.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,714","±318","19.1%","±3.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","10,860","±956","10,860","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","674","±230","6.2%","±2.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,666","±1,258","13,666","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,756","±281","12.8%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","2,931","±489","2,931","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","150","±75","5.1%","±2.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,585","±808","8,585","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,008","±210","11.7%","±2.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,150","±279","2,150","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","598","±153","27.8%","±6.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,705","±1,274","13,705","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","11,606","±1,254","84.7%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,099","±504","15.3%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,042","±512","14.9%","±3.6"
"                Same county","446,141","±8,933","6.4%","±0.1","1,397","±447","10.2%","±3.2"
"                Different county","354,693","±6,215","5.1%","±0.1","645","±271","4.7%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","318","±165","2.3%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","327","±188","2.4%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","57","±79","0.4%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,803","±1,276","13,803","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,978","±1,272","94.0%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","11,136","±1,241","80.7%","±5.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","8,436","±1,105","61.1%","±4.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,700","±462","19.6%","±3.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,842","±685","13.3%","±4.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","825","±286","6.0%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","825","±286","825","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","554","±214","67.2%","±11.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","271","±134","32.8%","±11.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,667","±736","2,667","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,842","±685","1,842","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","940","±573","51.0%","±16.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","902","±287","49.0%","±16.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","825","±286","825","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","223","±129","27.0%","±11.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","602","±220","73.0%","±11.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","825","±286","825","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","154","±84","18.7%","±10.6"
"        Asia","372,717","±3,581","30.8%","±0.3","378","±203","45.8%","±15.0"
"        Africa","113,823","±3,313","9.4%","±0.3","44","±41","5.3%","±5.3"
"        Oceania","4,098","±490","0.3%","±0.1","2","±4","0.2%","±0.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","233","±137","28.2%","±13.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","14","±25","1.7%","±3.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","12,946","±1,166","12,946","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","9,125","±1,021","70.5%","±5.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,821","±875","29.5%","±5.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,086","±551","8.4%","±4.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","3,124","±844","24.1%","±5.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","874","±538","6.8%","±4.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","308","±173","2.4%","±1.3"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","96","±73","0.7%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","233","±137","1.8%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","84","±61","0.6%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","156","±118","1.2%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","32","±55","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,803","±1,276","13,803","(X)"
"        American","260,364","±6,504","3.7%","±0.1","576","±250","4.2%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","178","±206","1.3%","±1.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","4","±6","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","26","±28","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","494","±169","3.6%","±1.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","967","±249","7.0%","±1.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","351","±143","2.5%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","316","±140","2.3%","±1.0"
"        Greek","76,566","±3,218","1.1%","±0.1","40","±33","0.3%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","31","±37","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,777","±512","12.9%","±3.7"
"        Italian","815,794","±9,186","11.7%","±0.1","986","±320","7.1%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±21","0.0%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","9","±15","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","502","±147","3.6%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","167","±108","1.2%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","61","±50","0.4%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","69","±62","0.5%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","120","±63","0.9%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","7","±11","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","81","±76","0.6%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","146","±105","1.1%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±9","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","59","±58","0.4%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","226","±254","1.6%","±1.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,230","±391","5,230","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,579","±391","87.6%","±3.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,056","±392","77.6%","±4.8"
