"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02132!!Estimate","ZCTA5 02132!!Margin of Error","ZCTA5 02132!!Percent","ZCTA5 02132!!Percent Margin of Error"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,473","±511","30.4%","±3.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,714","±408","50.0%","±3.6"
"        Separated","55,256","±1,859","1.8%","±0.1","253","±251","2.2%","±2.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","863","±197","7.6%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,118","±302","9.8%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","234","±89","234","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","26","±31","11.1%","±13.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","9","±11","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","41","±16","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±68","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","48","±25","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","44","±33","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","413","±220","413","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","35","±55","8.5%","±13.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±9.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±9.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±9.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","35","±55","8.5%","±13.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","35","±55","35","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±25","0.0%","±55.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±25","0.0%","±55.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,593","±778","5,593","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","574","±189","10.3%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","552","±194","9.9%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,121","±586","37.9%","±7.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,079","±247","19.3%","±4.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,267","±339","22.7%","±5.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","20,426","±1,040","20,426","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","615","±224","3.0%","±1.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","437","±156","2.1%","±0.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,016","±441","14.8%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,213","±429","10.8%","±2.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,446","±322","7.1%","±1.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,064","±664","29.7%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,635","±630","32.5%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","19,374","±998","94.8%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","12,699","±922","62.2%","±2.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","21,109","±1,064","21,109","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,141","±245","5.4%","±1.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","26,107","±1,402","26,107","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,782","±425","10.7%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,291","±721","5,291","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","63","±46","1.2%","±0.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","15,917","±1,052","15,917","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,161","±314","7.3%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,899","±426","4,899","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,558","±252","31.8%","±4.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","26,196","±1,392","26,196","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,057","±1,303","91.8%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,139","±546","8.2%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,933","±521","7.4%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","1,044","±375","4.0%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","889","±314","3.4%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","598","±217","2.3%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","291","±243","1.1%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","206","±130","0.8%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,437","±1,405","26,437","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,088","±1,254","79.8%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","20,433","±1,242","77.3%","±2.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,340","±1,060","58.0%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,093","±632","19.3%","±2.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","655","±255","2.5%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","5,349","±707","20.2%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","5,349","±707","5,349","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,995","±634","74.7%","±6.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,354","±365","25.3%","±6.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","6,004","±723","6,004","(X)"
"        Native","209,292","±4,176","209,292","(X)","655","±255","655","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","83","±67","12.7%","±9.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","572","±243","87.3%","±9.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","5,349","±707","5,349","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","767","±266","14.3%","±4.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","4,582","±651","85.7%","±4.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","5,349","±707","5,349","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,826","±445","34.1%","±6.6"
"        Asia","372,717","±3,581","30.8%","±0.3","1,761","±386","32.9%","±6.6"
"        Africa","113,823","±3,313","9.4%","±0.3","361","±204","6.7%","±3.8"
"        Oceania","4,098","±490","0.3%","±0.1","49","±78","0.9%","±1.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,245","±431","23.3%","±7.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","107","±68","2.0%","±1.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","24,799","±1,328","24,799","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","19,041","±1,249","76.8%","±3.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,758","±837","23.2%","±3.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,141","±496","8.6%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,679","±587","6.8%","±2.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","401","±169","1.6%","±0.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,230","±633","9.0%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,003","±470","4.0%","±1.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,606","±423","6.5%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","697","±188","2.8%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","243","±150","1.0%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","40","±39","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,437","±1,405","26,437","(X)"
"        American","260,364","±6,504","3.7%","±0.1","773","±262","2.9%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","493","±196","1.9%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","50","±87","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","143","±161","0.5%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","50","±39","0.2%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","2,493","±696","9.4%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","800","±279","3.0%","±1.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","691","±198","2.6%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","1,858","±589","7.0%","±2.2"
"        Greek","76,566","±3,218","1.1%","±0.1","676","±236","2.6%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","59","±59","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,097","±953","30.6%","±3.4"
"        Italian","815,794","±9,186","11.7%","±0.1","2,308","±385","8.7%","±1.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","177","±87","0.7%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","109","±97","0.4%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","710","±294","2.7%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","567","±250","2.1%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","509","±169","1.9%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","117","±99","0.4%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","380","±189","1.4%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","7","±11","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","505","±250","1.9%","±0.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","159","±101","0.6%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","7","±10","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","111","±74","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","221","±145","0.8%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","315","±164","1.2%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,941","±585","10,941","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,158","±590","92.8%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,946","±546","90.9%","±1.9"
