"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01507!!Estimate","ZCTA5 01507!!Margin of Error","ZCTA5 01507!!Percent","ZCTA5 01507!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,276","±396","32.4%","±3.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","900","±333","6.8%","±2.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","144","±78","1.1%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","5,022","±324","5,022","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,316","±262","26.2%","±4.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,010","±285","59.9%","±5.2"
"        Separated","37,600","±1,670","1.3%","±0.1","51","±55","1.0%","±1.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","154","±76","3.1%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","491","±165","9.8%","±3.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","5,447","±315","5,447","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,207","±320","22.2%","±5.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,123","±309","57.3%","±6.1"
"        Separated","55,256","±1,859","1.8%","±0.1","215","±128","3.9%","±2.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","374","±133","6.9%","±2.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","528","±190","9.7%","±3.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","133","±68","133","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","17","±28","12.8%","±19.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","12","±20","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","45","±25","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±114","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","89","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","25","±23","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","300","±189","300","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±12.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±12.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±12.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±12.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±12.5"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,512","±661","3,512","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","202","±86","5.8%","±2.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","254","±126","7.2%","±4.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,736","±353","49.4%","±6.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","625","±200","17.8%","±5.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","695","±351","19.8%","±7.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","9,092","±377","9,092","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","76","±60","0.8%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","348","±176","3.8%","±1.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,809","±468","30.9%","±4.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,519","±276","16.7%","±3.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","886","±258","9.7%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,138","±360","23.5%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,316","±305","14.5%","±3.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","8,668","±410","95.3%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,454","±456","38.0%","±4.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","9,912","±408","9,912","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","795","±211","8.0%","±2.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","13,111","±187","13,111","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,686","±368","12.9%","±2.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,308","±305","3,308","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","202","±191","6.1%","±5.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","7,875","±383","7,875","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","872","±231","11.1%","±3.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,928","±340","1,928","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","612","±195","31.7%","±8.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","13,187","±74","13,187","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,267","±392","93.0%","±3.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","920","±406","7.0%","±3.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","920","±406","7.0%","±3.1"
"                Same county","446,141","±8,933","6.4%","±0.1","651","±364","4.9%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","269","±151","2.0%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","112","±89","0.8%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","157","±124","1.2%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,312","±23","13,312","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","12,881","±181","96.8%","±1.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,785","±211","96.0%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,309","±427","85.0%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,476","±321","11.1%","±2.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","96","±81","0.7%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","431","±179","3.2%","±1.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","431","±179","431","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","289","±133","67.1%","±16.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","142","±98","32.9%","±16.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","527","±210","527","(X)"
"        Native","209,292","±4,176","209,292","(X)","96","±81","96","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","40","±66","41.7%","±46.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","56","±45","58.3%","±46.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","431","±179","431","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","48","±63","11.1%","±13.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","383","±158","88.9%","±13.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","431","±179","431","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","223","±126","51.7%","±21.5"
"        Asia","372,717","±3,581","30.8%","±0.3","33","±52","7.7%","±12.0"
"        Africa","113,823","±3,313","9.4%","±0.3","62","±79","14.4%","±17.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±8.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","89","±82","20.6%","±15.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","24","±19","5.6%","±5.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","12,625","±203","12,625","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","11,727","±465","92.9%","±3.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","898","±398","7.1%","±3.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","154","±78","1.2%","±0.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","295","±191","2.3%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","81","±58","0.6%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","537","±311","4.3%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","73","±57","0.6%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","33","±52","0.3%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±21","0.0%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","33","±56","0.3%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","13,312","±23","13,312","(X)"
"        American","260,364","±6,504","3.7%","±0.1","571","±371","4.3%","±2.8"
"        Arab","72,487","±3,641","1.0%","±0.1","20","±31","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","11","±16","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","33","±52","0.2%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,415","±325","10.6%","±2.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,185","±431","16.4%","±3.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","898","±287","6.7%","±2.2"
"        German","387,135","±7,027","5.5%","±0.1","837","±350","6.3%","±2.6"
"        Greek","76,566","±3,218","1.1%","±0.1","38","±34","0.3%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,402","±665","25.6%","±5.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,750","±430","13.1%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","148","±128","1.1%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","121","±148","0.9%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","1,730","±523","13.0%","±3.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","238","±170","1.8%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","18","±20","0.1%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","165","±141","1.2%","±1.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","315","±202","2.4%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","138","±178","1.0%","±1.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","879","±401","6.6%","±3.0"
"        Swiss","10,126","±912","0.1%","±0.1","49","±65","0.4%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","8","±12","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±31","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","10","±15","0.1%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,776","±245","4,776","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,601","±252","96.3%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,431","±240","92.8%","±2.6"
