"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01039!!Estimate","ZCTA5 01039!!Margin of Error","ZCTA5 01039!!Percent","ZCTA5 01039!!Percent Margin of Error"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","122","±55","42.8%","±13.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","92","±40","32.3%","±9.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","44","±30","15.4%","±10.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,368","±208","1,368","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","6","±9","0.4%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","15","±13","1.1%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","233","±72","17.0%","±4.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","276","±95","20.2%","±6.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","57","±33","4.2%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","380","±88","27.8%","±5.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","401","±109","29.3%","±6.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,347","±207","98.5%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","781","±155","57.1%","±7.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,411","±213","1,411","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","124","±56","8.8%","±3.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,675","±241","1,675","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","187","±66","11.2%","±3.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","264","±94","264","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","5","±7","1.9%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,016","±158","1,016","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","67","±30","6.6%","±3.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","395","±104","395","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","115","±52","29.1%","±10.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,669","±239","1,669","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,471","±212","88.1%","±5.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","198","±102","11.9%","±5.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","198","±102","11.9%","±5.5"
"                Same county","446,141","±8,933","6.4%","±0.1","130","±79","7.8%","±4.5"
"                Different county","354,693","±6,215","5.1%","±0.1","68","±50","4.1%","±2.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","23","±32","1.4%","±1.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","45","±37","2.7%","±2.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,675","±241","1,675","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,622","±239","96.8%","±1.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,604","±239","95.8%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","841","±143","50.2%","±6.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","763","±182","45.6%","±7.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","18","±17","1.1%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","53","±22","3.2%","±1.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","53","±22","53","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","41","±20","77.4%","±17.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","12","±10","22.6%","±17.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","71","±27","71","(X)"
"        Native","209,292","±4,176","209,292","(X)","18","±17","18","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±77.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","18","±17","100.0%","±77.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","53","±22","53","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±45.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","53","±22","100.0%","±45.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","53","±22","53","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","20","±12","37.7%","±21.3"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±45.2"
"        Africa","113,823","±3,313","9.4%","±0.3","8","±12","15.1%","±20.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±45.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","15","±14","28.3%","±24.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","10","±9","18.9%","±15.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,634","±229","1,634","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,552","±214","95.0%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","82","±60","5.0%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±2.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","28","±24","1.7%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","54","±54","3.3%","±3.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,675","±241","1,675","(X)"
"        American","260,364","±6,504","3.7%","±0.1","8","±9","0.5%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","12","±16","0.7%","±1.0"
"        Czech","12,119","±1,098","0.2%","±0.1","28","±35","1.7%","±2.1"
"        Danish","14,346","±1,162","0.2%","±0.1","12","±13","0.7%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±2.4"
"        English","655,283","±8,406","9.4%","±0.1","253","±97","15.1%","±5.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","220","±85","13.1%","±4.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","138","±77","8.2%","±4.5"
"        German","387,135","±7,027","5.5%","±0.1","256","±86","15.3%","±4.9"
"        Greek","76,566","±3,218","1.1%","±0.1","24","±36","1.4%","±2.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±2.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","270","±93","16.1%","±4.6"
"        Italian","815,794","±9,186","11.7%","±0.1","142","±55","8.5%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","9","±10","0.5%","±0.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±11","0.6%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","246","±84","14.7%","±4.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","9","±13","0.5%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","51","±54","3.0%","±3.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","27","±25","1.6%","±1.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","59","±35","3.5%","±2.3"
"        Slovak","7,069","±828","0.1%","±0.1","6","±9","0.4%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","8","±12","0.5%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","8","±12","0.5%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","28","±40","1.7%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","7","±11","0.4%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","41","±46","2.4%","±2.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","709","±97","709","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","688","±91","97.0%","±3.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","670","±86","94.5%","±4.7"
