"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01523!!Estimate","ZCTA5 01523!!Margin of Error","ZCTA5 01523!!Percent","ZCTA5 01523!!Percent Margin of Error"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,075","±278","29.6%","±3.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","206","±101","2.9%","±1.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","222","±220","3.2%","±3.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,243","±299","4,243","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,055","±313","48.4%","±5.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,632","±184","38.5%","±5.5"
"        Separated","37,600","±1,670","1.3%","±0.1","117","±83","2.8%","±1.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","45","±38","1.1%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","394","±228","9.3%","±5.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,074","±316","3,074","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","769","±249","25.0%","±6.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,713","±233","55.7%","±7.7"
"        Separated","55,256","±1,859","1.8%","±0.1","39","±41","1.3%","±1.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","326","±144","10.6%","±4.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","227","±115","7.4%","±3.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","92","±76","92","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","15","±26","16.3%","±24.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","21","±37","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","63","±51","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±187","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","136","±117","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","23","±40","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","130","±118","130","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","98","±82","75.4%","±24.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","63","±69","48.5%","±28.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±26.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±26.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","35","±43","26.9%","±35.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","98","±82","98","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","81","±70","82.7%","±26.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","85","±81","86.7%","±24.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,879","±306","1,879","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","73","±63","3.9%","±3.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","20","±28","1.1%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","597","±193","31.8%","±8.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","640","±245","34.1%","±11.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","549","±207","29.2%","±10.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,178","±264","6,178","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","175","±111","2.8%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","395","±171","6.4%","±2.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,604","±369","26.0%","±5.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","601","±185","9.7%","±2.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","332","±168","5.4%","±2.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,999","±348","32.4%","±5.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,072","±347","17.4%","±5.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,608","±364","90.8%","±3.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,071","±386","49.7%","±6.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,959","±250","6,959","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","420","±167","6.0%","±2.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,046","±291","7,046","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","818","±281","11.6%","±3.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,223","±175","1,223","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","93","±94","7.6%","±7.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,452","±308","4,452","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","393","±197","8.8%","±4.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,371","±271","1,371","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","332","±130","24.2%","±10.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,263","±141","8,263","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,369","±347","89.2%","±4.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","894","±345","10.8%","±4.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","880","±346","10.6%","±4.2"
"                Same county","446,141","±8,933","6.4%","±0.1","671","±343","8.1%","±4.1"
"                Different county","354,693","±6,215","5.1%","±0.1","209","±69","2.5%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","196","±65","2.4%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","13","±21","0.2%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","14","±23","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,359","±111","8,359","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,790","±248","93.2%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,618","±282","91.1%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,246","±369","74.7%","±4.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,372","±336","16.4%","±4.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","172","±92","2.1%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","569","±216","6.8%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","569","±216","569","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","383","±166","67.3%","±18.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","186","±136","32.7%","±18.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","741","±248","741","(X)"
"        Native","209,292","±4,176","209,292","(X)","172","±92","172","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","16","±22","9.3%","±13.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","156","±91","90.7%","±13.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","569","±216","569","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","165","±128","29.0%","±18.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","404","±176","71.0%","±18.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","569","±216","569","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","84","±77","14.8%","±13.1"
"        Asia","372,717","±3,581","30.8%","±0.3","110","±105","19.3%","±16.8"
"        Africa","113,823","±3,313","9.4%","±0.3","39","±49","6.9%","±9.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±6.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","304","±173","53.4%","±19.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","32","±40","5.6%","±6.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","8,040","±200","8,040","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,838","±370","85.0%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,202","±313","15.0%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","279","±144","3.5%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","646","±212","8.0%","±2.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","197","±124","2.5%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","438","±239","5.4%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","72","±55","0.9%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","78","±68","1.0%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","10","±17","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","40","±50","0.5%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,359","±111","8,359","(X)"
"        American","260,364","±6,504","3.7%","±0.1","350","±230","4.2%","±2.7"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","14","±26","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","66","±64","0.8%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","59","±57","0.7%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","1,066","±275","12.8%","±3.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","453","±278","5.4%","±3.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","627","±404","7.5%","±4.8"
"        German","387,135","±7,027","5.5%","±0.1","565","±301","6.8%","±3.6"
"        Greek","76,566","±3,218","1.1%","±0.1","41","±36","0.5%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±25","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,315","±367","15.7%","±4.4"
"        Italian","815,794","±9,186","11.7%","±0.1","709","±228","8.5%","±2.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","14","±23","0.2%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","69","±67","0.8%","±0.8"
"        Polish","283,050","±4,814","4.0%","±0.1","156","±100","1.9%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","373","±277","4.5%","±3.3"
"        Russian","91,511","±3,161","1.3%","±0.1","160","±189","1.9%","±2.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","183","±138","2.2%","±1.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","159","±101","1.9%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","173","±124","2.1%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","119","±100","1.4%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","18","±30","0.2%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±19","0.0%","±0.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","68","±30","0.8%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,801","±243","2,801","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,662","±247","95.0%","±3.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,586","±244","92.3%","±3.4"
