"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01007!!Estimate","ZCTA5 01007!!Margin of Error","ZCTA5 01007!!Percent","ZCTA5 01007!!Percent Margin of Error"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,417","±306","22.1%","±4.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,802","±242","59.2%","±4.4"
"        Separated","55,256","±1,859","1.8%","±0.1","71","±63","1.1%","±1.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","476","±190","7.4%","±2.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","658","±201","10.2%","±3.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","196","±93","196","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±18.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±28","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","60","±29","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±149","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","69","±40","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","63","±51","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","260","±162","260","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","20","±30","7.7%","±11.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±14.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","20","±30","7.7%","±11.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±14.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±14.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","20","±30","20","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","20","±30","100.0%","±73.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","0.0%","±73.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,389","±410","3,389","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","330","±142","9.7%","±3.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","66","±45","1.9%","±1.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,554","±300","45.9%","±6.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","534","±139","15.8%","±4.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","905","±280","26.7%","±7.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,778","±427","10,778","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","94","±73","0.9%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","164","±81","1.5%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,571","±420","23.9%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,524","±289","14.1%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,328","±346","12.3%","±3.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,573","±387","23.9%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,524","±418","23.4%","±3.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,520","±447","97.6%","±1.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,097","±525","47.3%","±4.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","12,185","±345","12,185","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","644","±167","5.3%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","15,304","±67","15,304","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,560","±339","10.2%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,119","±346","3,119","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","209","±103","6.7%","±3.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,658","±331","9,658","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","613","±265","6.3%","±2.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,527","±315","2,527","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","738","±197","29.2%","±6.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","15,153","±95","15,153","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,693","±550","90.4%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,460","±541","9.6%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,460","±541","9.6%","±3.6"
"                Same county","446,141","±8,933","6.4%","±0.1","721","±394","4.8%","±2.6"
"                Different county","354,693","±6,215","5.1%","±0.1","739","±395","4.9%","±2.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","453","±304","3.0%","±2.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","286","±258","1.9%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,304","±67","15,304","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","14,493","±289","94.7%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,238","±323","93.0%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,669","±608","69.7%","±4.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,569","±571","23.3%","±3.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","255","±149","1.7%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","811","±287","5.3%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","811","±287","811","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","705","±277","86.9%","±10.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","106","±86","13.1%","±10.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,066","±323","1,066","(X)"
"        Native","209,292","±4,176","209,292","(X)","255","±149","255","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±21","0.0%","±14.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","255","±149","100.0%","±14.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","811","±287","811","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","99","±88","12.2%","±10.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","712","±274","87.8%","±10.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","811","±287","811","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","148","±82","18.2%","±9.5"
"        Asia","372,717","±3,581","30.8%","±0.3","401","±202","49.4%","±15.8"
"        Africa","113,823","±3,313","9.4%","±0.3","43","±55","5.3%","±6.3"
"        Oceania","4,098","±490","0.3%","±0.1","5","±11","0.6%","±1.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","140","±117","17.3%","±12.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","74","±75","9.1%","±9.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,426","±192","14,426","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,367","±374","92.7%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,059","±351","7.3%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","344","±175","2.4%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","443","±271","3.1%","±1.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","68","±79","0.5%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","251","±130","1.7%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","78","±82","0.5%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","365","±186","2.5%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","198","±120","1.4%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,304","±67","15,304","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,439","±480","9.4%","±3.1"
"        Arab","72,487","±3,641","1.0%","±0.1","80","±89","0.5%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","64","±75","0.4%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","24","±27","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","57","±51","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,568","±355","10.2%","±2.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,128","±566","13.9%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,029","±395","6.7%","±2.6"
"        German","387,135","±7,027","5.5%","±0.1","1,919","±727","12.5%","±4.8"
"        Greek","76,566","±3,218","1.1%","±0.1","39","±45","0.3%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±21","0.0%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,052","±666","19.9%","±4.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,176","±290","7.7%","±1.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","375","±359","2.5%","±2.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","98","±84","0.6%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","2,214","±561","14.5%","±3.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","187","±116","1.2%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","196","±129","1.3%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","104","±97","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","239","±150","1.6%","±1.0"
"        Slovak","7,069","±828","0.1%","±0.1","72","±70","0.5%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","60","±64","0.4%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","361","±155","2.4%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","62","±54","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","102","±107","0.7%","±0.7"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±21","0.0%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,917","±306","5,917","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,727","±313","96.8%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,580","±325","94.3%","±2.5"
