"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01240!!Estimate","ZCTA5 01240!!Margin of Error","ZCTA5 01240!!Percent","ZCTA5 01240!!Percent Margin of Error"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,323","±238","2,323","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","585","±230","25.2%","±8.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","864","±217","37.2%","±8.3"
"        Separated","55,256","±1,859","1.8%","±0.1","92","±86","4.0%","±3.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","417","±124","18.0%","±5.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","365","±140","15.7%","±6.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±78","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±52","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±189","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±181","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±104","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","61","±49","61","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","42","±57","68.9%","±60.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±42.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","42","±57","68.9%","±60.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±42.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±42.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","42","±57","42","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","42","±57","100.0%","±50.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","0.0%","±50.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","803","±323","803","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±4.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±4.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","220","±133","27.4%","±14.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","359","±161","44.7%","±14.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","224","±176","27.9%","±15.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,889","±423","3,889","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","11","±23","0.3%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","135","±84","3.5%","±2.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,101","±330","28.3%","±7.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","458","±200","11.8%","±5.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","283","±128","7.3%","±3.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,073","±299","27.6%","±6.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","828","±222","21.3%","±5.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,743","±420","96.2%","±2.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,901","±377","48.9%","±8.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,469","±357","4,469","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","286","±124","6.4%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,637","±299","4,637","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","622","±179","13.4%","±3.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","367","±158","367","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±10.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,522","±365","2,522","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","139","±96","5.5%","±3.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,748","±386","1,748","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","483","±156","27.6%","±8.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,926","±283","4,926","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,014","±469","81.5%","±7.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","912","±390","18.5%","±7.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","897","±396","18.2%","±8.0"
"                Same county","446,141","±8,933","6.4%","±0.1","406","±229","8.2%","±4.7"
"                Different county","354,693","±6,215","5.1%","±0.1","491","±346","10.0%","±6.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","410","±342","8.3%","±6.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","81","±83","1.6%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","15","±24","0.3%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,926","±283","4,926","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,288","±379","87.0%","±6.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,195","±388","85.2%","±6.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,582","±301","52.4%","±5.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,613","±305","32.7%","±6.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","93","±90","1.9%","±1.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","638","±346","13.0%","±6.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","638","±346","638","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","604","±336","94.7%","±6.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","34","±40","5.3%","±6.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","731","±349","731","(X)"
"        Native","209,292","±4,176","209,292","(X)","93","±90","93","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","21","±34","22.6%","±22.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","72","±64","77.4%","±22.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","638","±346","638","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","99","±93","15.5%","±13.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","539","±308","84.5%","±13.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","638","±346","638","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","374","±316","58.6%","±28.3"
"        Asia","372,717","±3,581","30.8%","±0.3","16","±28","2.5%","±5.3"
"        Africa","113,823","±3,313","9.4%","±0.3","24","±37","3.8%","±6.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±6.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","137","±141","21.5%","±22.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","87","±79","13.6%","±12.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,877","±280","4,877","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,351","±412","89.2%","±6.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","526","±306","10.8%","±6.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","59","±67","1.2%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","207","±147","4.2%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","59","±67","1.2%","±1.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","319","±293","6.5%","±6.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,926","±283","4,926","(X)"
"        American","260,364","±6,504","3.7%","±0.1","185","±117","3.8%","±2.4"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","2","±29","0.0%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","16","±26","0.3%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","63","±79","1.3%","±1.6"
"        English","655,283","±8,406","9.4%","±0.1","868","±340","17.6%","±6.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","344","±180","7.0%","±3.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","71","±62","1.4%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","236","±134","4.8%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","48","±46","1.0%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","17","±27","0.3%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","990","±421","20.1%","±8.6"
"        Italian","815,794","±9,186","11.7%","±0.1","632","±281","12.8%","±5.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","51","±50","1.0%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","18","±29","0.4%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","349","±175","7.1%","±3.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","319","±170","6.5%","±3.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","36","±41","0.7%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","179","±156","3.6%","±3.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","13","±24","0.3%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","106","±81","2.2%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","276","±355","5.6%","±7.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","76","±99","1.5%","±2.0"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","7","±13","0.1%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,158","±251","2,158","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,997","±247","92.5%","±4.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,743","±225","80.8%","±6.8"
