"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01128!!Estimate","ZCTA5 01128!!Margin of Error","ZCTA5 01128!!Percent","ZCTA5 01128!!Percent Margin of Error"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","704","±424","704","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","122","±108","17.3%","±9.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±5.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","373","±320","53.0%","±20.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","65","±59","9.2%","±9.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","144","±94","20.5%","±18.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,289","±373","2,289","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","141","±77","6.2%","±3.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","82","±61","3.6%","±2.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","645","±139","28.2%","±6.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","436","±139","19.0%","±5.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","211","±71","9.2%","±3.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","355","±142","15.5%","±5.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","419","±267","18.3%","±10.0"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,066","±358","90.3%","±3.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","774","±290","33.8%","±8.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","2,477","±419","2,477","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","181","±77","7.3%","±3.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,232","±842","3,232","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","453","±142","14.0%","±5.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","755","±511","755","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","29","±41","3.8%","±6.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,884","±390","1,884","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","190","±99","10.1%","±4.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","593","±143","593","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","234","±107","39.5%","±15.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,183","±837","3,183","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","3,104","±837","97.5%","±2.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","79","±66","2.5%","±2.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","79","±66","2.5%","±2.2"
"                Same county","446,141","±8,933","6.4%","±0.1","42","±48","1.3%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","37","±45","1.2%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","8","±13","0.3%","±0.4"
"                    Different state","148,941","±3,990","2.2%","±0.1","29","±42","0.9%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±1.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,232","±842","3,232","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,998","±853","92.8%","±4.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,762","±826","85.5%","±7.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,244","±696","69.4%","±7.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","518","±181","16.0%","±3.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","236","±189","7.3%","±5.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","234","±130","7.2%","±4.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","234","±130","234","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","125","±63","53.4%","±25.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","109","±106","46.6%","±25.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","470","±211","470","(X)"
"        Native","209,292","±4,176","209,292","(X)","236","±189","236","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","37","±59","15.7%","±16.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","199","±142","84.3%","±16.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","234","±130","234","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","68","±98","29.1%","±29.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","166","±77","70.9%","±29.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","234","±130","234","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","27","±23","11.5%","±11.2"
"        Asia","372,717","±3,581","30.8%","±0.3","97","±108","41.5%","±30.0"
"        Africa","113,823","±3,313","9.4%","±0.3","33","±40","14.1%","±16.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±15.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","54","±56","23.1%","±23.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","23","±34","9.8%","±15.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,940","±679","2,940","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,386","±646","81.2%","±9.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","554","±280","18.8%","±9.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","251","±163","8.5%","±5.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","449","±274","15.3%","±8.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","174","±150","5.9%","±5.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","16","±18","0.5%","±0.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","16","±18","0.5%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","89","±107","3.0%","±3.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","61","±69","2.1%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,232","±842","3,232","(X)"
"        American","260,364","±6,504","3.7%","±0.1","144","±122","4.5%","±3.9"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","17","±24","0.5%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","291","±184","9.0%","±4.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","492","±159","15.2%","±5.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","137","±106","4.2%","±3.4"
"        German","387,135","±7,027","5.5%","±0.1","199","±142","6.2%","±3.3"
"        Greek","76,566","±3,218","1.1%","±0.1","443","±612","13.7%","±16.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","754","±632","23.3%","±15.2"
"        Italian","815,794","±9,186","11.7%","±0.1","563","±203","17.4%","±6.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","18","±24","0.6%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","227","±125","7.0%","±4.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","43","±41","1.3%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","66","±49","2.0%","±1.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","29","±35","0.9%","±1.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","21","±21","0.6%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","5","±9","0.2%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","38","±44","1.2%","±1.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,136","±184","1,136","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,034","±162","91.0%","±6.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","978","±163","86.1%","±7.7"
