"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01570!!Estimate","ZCTA5 01570!!Margin of Error","ZCTA5 01570!!Percent","ZCTA5 01570!!Percent Margin of Error"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","528","±167","37.1%","±10.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,008","±401","2,008","(X)"
"        Native","209,292","±4,176","209,292","(X)","586","±240","586","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","324","±194","55.3%","±18.7"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","262","±128","44.7%","±18.7"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,422","±351","1,422","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","244","±172","17.2%","±11.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,178","±328","82.8%","±11.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,422","±351","1,422","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","551","±233","38.7%","±12.3"
"        Asia","372,717","±3,581","30.8%","±0.3","201","±122","14.1%","±8.4"
"        Africa","113,823","±3,313","9.4%","±0.3","125","±109","8.8%","±7.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±2.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","419","±208","29.5%","±12.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","126","±86","8.9%","±6.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","16,796","±233","16,796","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,283","±612","85.0%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,513","±613","15.0%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","551","±218","3.3%","±1.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,396","±444","8.3%","±2.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","267","±143","1.6%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","883","±344","5.3%","±2.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","205","±123","1.2%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","136","±95","0.8%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","49","±69","0.3%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","98","±84","0.6%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","30","±45","0.2%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","17,664","±31","17,664","(X)"
"        American","260,364","±6,504","3.7%","±0.1","646","±356","3.7%","±2.0"
"        Arab","72,487","±3,641","1.0%","±0.1","234","±249","1.3%","±1.4"
"        Czech","12,119","±1,098","0.2%","±0.1","38","±48","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","13","±21","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","186","±180","1.1%","±1.0"
"        English","655,283","±8,406","9.4%","±0.1","1,529","±360","8.7%","±2.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,615","±546","14.8%","±3.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","748","±223","4.2%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","695","±208","3.9%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","110","±70","0.6%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","36","±39","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,242","±587","18.4%","±3.3"
"        Italian","815,794","±9,186","11.7%","±0.1","1,821","±383","10.3%","±2.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","250","±183","1.4%","±1.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","39","±56","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","2,907","±572","16.5%","±3.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","153","±134","0.9%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","138","±93","0.8%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","131","±112","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","403","±265","2.3%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","138","±85","0.8%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","175","±177","1.0%","±1.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","317","±152","1.8%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±21","0.0%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","38","±43","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","359","±216","2.0%","±1.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,414","±279","7,414","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,673","±290","90.0%","±2.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,310","±274","85.1%","±2.9"
