"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01005!!Estimate","ZCTA5 01005!!Margin of Error","ZCTA5 01005!!Percent","ZCTA5 01005!!Percent Margin of Error"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,761","±182","37.2%","±2.9"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,112","±193","23.5%","±3.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","215","±177","4.5%","±3.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,326","±281","28.0%","±5.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","139","±90","2.9%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","176","±136","3.7%","±2.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,973","±261","1,973","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","586","±189","29.7%","±8.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,076","±188","54.5%","±10.3"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±2.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","32","±43","1.6%","±2.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","279","±231","14.1%","±10.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,288","±256","2,288","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","703","±211","30.7%","±7.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,184","±201","51.7%","±8.4"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±1.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","143","±81","6.3%","±3.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","258","±129","11.3%","±5.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","30","±37","30","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±60.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±52","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","22","±28","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±148","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","16","±33","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","41","±63","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","75","±70","75","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±38.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±38.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±38.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±38.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±38.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,360","±259","1,360","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","22","±39","1.6%","±2.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","39","±44","2.9%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","445","±149","32.7%","±8.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","351","±126","25.8%","±8.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","503","±161","37.0%","±9.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,420","±342","3,420","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","100","±96","2.9%","±2.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","16","±26","0.5%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,054","±271","30.8%","±8.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","685","±254","20.0%","±6.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","276","±127","8.1%","±3.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","642","±309","18.8%","±8.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","647","±264","18.9%","±7.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,304","±368","96.6%","±3.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,289","±379","37.7%","±9.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,065","±322","4,065","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","190","±104","4.7%","±2.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,812","±387","4,812","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","449","±221","9.3%","±4.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","817","±223","817","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","48","±47","5.9%","±5.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,334","±366","3,334","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","287","±189","8.6%","±5.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","661","±253","661","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","114","±77","17.2%","±13.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,935","±375","4,935","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,323","±512","87.6%","±7.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","612","±388","12.4%","±7.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","612","±388","12.4%","±7.8"
"                Same county","446,141","±8,933","6.4%","±0.1","494","±378","10.0%","±7.6"
"                Different county","354,693","±6,215","5.1%","±0.1","118","±107","2.4%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","83","±87","1.7%","±1.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","35","±44","0.7%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,947","±373","4,947","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,811","±368","97.3%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,793","±361","96.9%","±1.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","4,086","±395","82.6%","±5.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","707","±250","14.3%","±4.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","18","±27","0.4%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","136","±85","2.7%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","136","±85","136","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","57","±48","41.9%","±33.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","79","±74","58.1%","±33.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","154","±89","154","(X)"
"        Native","209,292","±4,176","209,292","(X)","18","±27","18","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±77.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","18","±27","100.0%","±77.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","136","±85","136","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","5","±11","3.7%","±7.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","131","±85","96.3%","±7.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","136","±85","136","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","90","±67","66.2%","±37.7"
"        Asia","372,717","±3,581","30.8%","±0.3","4","±9","2.9%","±7.8"
"        Africa","113,823","±3,313","9.4%","±0.3","3","±6","2.2%","±5.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±25.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","21","±47","15.4%","±32.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","18","±37","13.2%","±27.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,814","±347","4,814","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,746","±341","98.6%","±1.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","68","±65","1.4%","±1.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","27","±48","0.6%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","33","±53","0.7%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","27","±48","0.6%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","35","±41","0.7%","±0.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±0.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±0.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,947","±373","4,947","(X)"
"        American","260,364","±6,504","3.7%","±0.1","642","±378","13.0%","±7.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","5","±11","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","73","±100","1.5%","±2.0"
"        English","655,283","±8,406","9.4%","±0.1","1,007","±325","20.4%","±6.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","473","±177","9.6%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","310","±281","6.3%","±5.6"
"        German","387,135","±7,027","5.5%","±0.1","482","±232","9.7%","±4.7"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,202","±364","24.3%","±7.1"
"        Italian","815,794","±9,186","11.7%","±0.1","742","±277","15.0%","±5.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","134","±105","2.7%","±2.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","19","±31","0.4%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","356","±180","7.2%","±3.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","113","±97","2.3%","±1.9"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","20","±36","0.4%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","159","±124","3.2%","±2.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","201","±127","4.1%","±2.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","19","±31","0.4%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","3","±9","0.1%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,761","±182","1,761","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,638","±173","93.0%","±4.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,617","±170","91.8%","±4.5"
