"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02131!!Estimate","ZCTA5 02131!!Margin of Error","ZCTA5 02131!!Percent","ZCTA5 02131!!Percent Margin of Error"
"        Latin America","456,601","±7,328","37.7%","±0.5","6,268","±753","70.4%","±4.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","98","±58","1.1%","±0.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","30,740","±1,582","30,740","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","19,487","±1,364","63.4%","±3.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","11,253","±1,074","36.6%","±3.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,190","±704","16.9%","±2.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","6,158","±803","20.0%","±2.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","2,871","±476","9.3%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,746","±691","12.2%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,843","±491","6.0%","±1.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","541","±215","1.8%","±0.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","222","±142","0.7%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","808","±344","2.6%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","254","±121","0.8%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","32,609","±1,632","32,609","(X)"
"        American","260,364","±6,504","3.7%","±0.1","964","±322","3.0%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","444","±261","1.4%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","22","±25","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","10","±15","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","133","±111","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,342","±505","7.2%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","532","±167","1.6%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","220","±105","0.7%","±0.3"
"        German","387,135","±7,027","5.5%","±0.1","2,022","±466","6.2%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","676","±304","2.1%","±0.9"
"        Hungarian","19,068","±1,432","0.3%","±0.1","95","±66","0.3%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,870","±777","14.9%","±2.2"
"        Italian","815,794","±9,186","11.7%","±0.1","2,192","±396","6.7%","±1.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","85","±48","0.3%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","212","±176","0.7%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","707","±229","2.2%","±0.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","139","±79","0.4%","±0.2"
"        Russian","91,511","±3,161","1.3%","±0.1","310","±110","1.0%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","244","±218","0.7%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","452","±206","1.4%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","22","±30","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,202","±579","3.7%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","254","±153","0.8%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","10","±17","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","179","±192","0.5%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","81","±57","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","2,509","±606","7.7%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","12,450","±493","12,450","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,530","±493","92.6%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,053","±462","88.8%","±2.2"
