"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01608!!Estimate","ZCTA5 01608!!Margin of Error","ZCTA5 01608!!Percent","ZCTA5 01608!!Percent Margin of Error"
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,351","±737","4,351","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,068","±520","47.5%","±9.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,283","±554","52.5%","±9.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,202","±350","27.6%","±7.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,522","±486","35.0%","±8.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","668","±250","15.4%","±5.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","325","±187","7.5%","±4.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","221","±165","5.1%","±3.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","353","±180","8.1%","±4.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","230","±142","5.3%","±3.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","83","±78","1.9%","±1.8"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","83","±78","1.9%","±1.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,782","±873","4,782","(X)"
"        American","260,364","±6,504","3.7%","±0.1","65","±67","1.4%","±1.5"
"        Arab","72,487","±3,641","1.0%","±0.1","46","±51","1.0%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","83","±57","1.7%","±1.3"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","151","±123","3.2%","±2.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","45","±44","0.9%","±0.9"
"        German","387,135","±7,027","5.5%","±0.1","72","±56","1.5%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","361","±133","7.5%","±2.9"
"        Italian","815,794","±9,186","11.7%","±0.1","425","±285","8.9%","±5.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","29","±37","0.6%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","16","±21","0.3%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","88","±71","1.8%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","35","±44","0.7%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","34","±38","0.7%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","9","±15","0.2%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","126","±109","2.6%","±2.4"
"        Slovak","7,069","±828","0.1%","±0.1","9","±14","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","273","±185","5.7%","±3.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","88","±107","1.8%","±2.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","63","±80","1.3%","±1.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","194","±172","4.1%","±3.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,945","±238","1,945","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,803","±239","92.7%","±3.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,715","±240","88.2%","±5.0"
