"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01966!!Estimate","ZCTA5 01966!!Margin of Error","ZCTA5 01966!!Percent","ZCTA5 01966!!Percent Margin of Error"
"        Native","209,292","±4,176","209,292","(X)","99","±82","99","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","37","±62","37.4%","±40.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","62","±43","62.6%","±40.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","246","±91","246","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±19","0.0%","±15.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","246","±91","100.0%","±15.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","246","±91","246","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","150","±68","61.0%","±17.7"
"        Asia","372,717","±3,581","30.8%","±0.3","37","±33","15.0%","±12.4"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±15.0"
"        Oceania","4,098","±490","0.3%","±0.1","7","±11","2.8%","±4.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","28","±26","11.4%","±8.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","24","±21","9.8%","±8.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,794","±129","6,794","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,578","±147","96.8%","±1.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","216","±89","3.2%","±1.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","26","±24","0.4%","±0.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","61","±53","0.9%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±15","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","144","±72","2.1%","±1.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","17","±19","0.3%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±19","0.0%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","11","±19","0.2%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,014","±15","7,014","(X)"
"        American","260,364","±6,504","3.7%","±0.1","341","±127","4.9%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","102","±92","1.5%","±1.3"
"        Czech","12,119","±1,098","0.2%","±0.1","17","±18","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","30","±27","0.4%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","37","±28","0.5%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","1,416","±275","20.2%","±3.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","311","±153","4.4%","±2.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","185","±80","2.6%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","704","±271","10.0%","±3.9"
"        Greek","76,566","±3,218","1.1%","±0.1","108","±72","1.5%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","36","±32","0.5%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,769","±343","25.2%","±4.9"
"        Italian","815,794","±9,186","11.7%","±0.1","1,059","±307","15.1%","±4.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","41","±37","0.6%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","53","±37","0.8%","±0.5"
"        Polish","283,050","±4,814","4.0%","±0.1","276","±129","3.9%","±1.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","273","±113","3.9%","±1.6"
"        Russian","91,511","±3,161","1.3%","±0.1","72","±56","1.0%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","110","±86","1.6%","±1.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","382","±174","5.4%","±2.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","89","±138","1.3%","±2.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","139","±69","2.0%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","27","±22","0.4%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","24","±22","0.3%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","54","±44","0.8%","±0.6"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","15","±21","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,319","±167","3,319","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,083","±157","92.9%","±3.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,930","±154","88.3%","±3.2"
