"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01011!!Estimate","ZCTA5 01011!!Margin of Error","ZCTA5 01011!!Percent","ZCTA5 01011!!Percent Margin of Error"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","12","±19","27.3%","±35.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","32","±26","72.7%","±35.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","44","±32","44","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","32","±26","72.7%","±35.4"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±49.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±49.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±49.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","12","±19","27.3%","±35.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±49.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,293","±260","1,293","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,238","±259","95.7%","±2.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","55","±32","4.3%","±2.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16","±20","1.2%","±1.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","55","±32","4.3%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","16","±20","1.2%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±3.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.0"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,332","±265","1,332","(X)"
"        American","260,364","±6,504","3.7%","±0.1","249","±192","18.7%","±12.4"
"        Arab","72,487","±3,641","1.0%","±0.1","2","±3","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","3","±4","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","15","±12","1.1%","±1.0"
"        Dutch","34,354","±1,922","0.5%","±0.1","3","±4","0.2%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","138","±46","10.4%","±3.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","174","±65","13.1%","±5.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","77","±41","5.8%","±3.1"
"        German","387,135","±7,027","5.5%","±0.1","94","±34","7.1%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","3","±4","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±3.0"
"        Irish","1,345,219","±11,619","19.2%","±0.2","222","±76","16.7%","±5.9"
"        Italian","815,794","±9,186","11.7%","±0.1","116","±38","8.7%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±3.0"
"        Norwegian","35,032","±1,997","0.5%","±0.1","4","±5","0.3%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","74","±39","5.6%","±2.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","13","±13","1.0%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","3","±4","0.2%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","12","±7","0.9%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","29","±27","2.2%","±2.1"
"        Slovak","7,069","±828","0.1%","±0.1","5","±7","0.4%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.0"
"        Swedish","102,031","±2,873","1.5%","±0.1","14","±10","1.1%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.0"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","11","±16","0.8%","±1.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","22","±27","1.7%","±2.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±3.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","498","±63","498","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","448","±61","90.0%","±5.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","372","±60","74.7%","±7.2"
