"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02121!!Estimate","ZCTA5 02121!!Margin of Error","ZCTA5 02121!!Percent","ZCTA5 02121!!Percent Margin of Error"
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","10,742","±1,064","10,742","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","5,782","±682","53.8%","±5.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,365","±614","31.3%","±4.6"
"        Separated","37,600","±1,670","1.3%","±0.1","300","±126","2.8%","±1.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","250","±163","2.3%","±1.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,045","±362","9.7%","±2.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","13,046","±1,040","13,046","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","7,101","±826","54.4%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,744","±475","21.0%","±3.1"
"        Separated","55,256","±1,859","1.8%","±0.1","955","±278","7.3%","±2.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","656","±205","5.0%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,590","±367","12.2%","±2.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","189","±111","189","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","119","±81","63.0%","±19.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","19","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","23","±13","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±41","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","39","±24","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","11","±11","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","864","±249","864","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","186","±127","21.5%","±12.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±4.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±4.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","36","±48","4.2%","±5.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","150","±106","17.4%","±10.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","186","±127","186","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","114","±81","61.3%","±18.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","114","±110","61.3%","±30.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","8,566","±952","8,566","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","260","±178","3.0%","±2.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","420","±172","4.9%","±1.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,891","±612","45.4%","±5.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,661","±274","19.4%","±3.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,334","±530","27.2%","±4.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","19,368","±1,504","19,368","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,158","±393","11.1%","±1.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,579","±461","8.2%","±2.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,804","±886","35.1%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,563","±609","18.4%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,158","±289","6.0%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,543","±460","13.1%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,563","±332","8.1%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,631","±1,333","80.7%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,106","±543","21.2%","±2.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","22,390","±1,765","22,390","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","769","±393","3.4%","±1.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","29,888","±2,160","29,888","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,750","±607","15.9%","±1.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,498","±920","7,498","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","866","±276","11.5%","±3.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","18,851","±1,632","18,851","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,410","±420","12.8%","±2.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,539","±560","3,539","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,474","±377","41.7%","±6.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","29,544","±2,083","29,544","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","27,527","±1,987","93.2%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,017","±532","6.8%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,003","±535","6.8%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","1,462","±514","4.9%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","541","±225","1.8%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","342","±163","1.2%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","199","±112","0.7%","±0.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","14","±26","0.0%","±0.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,888","±2,160","29,888","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","19,586","±1,917","65.5%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","17,638","±1,770","59.0%","±3.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","14,466","±1,581","48.4%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,172","±500","10.6%","±1.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,948","±638","6.5%","±2.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","10,302","±1,152","34.5%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","10,302","±1,152","10,302","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","5,109","±677","49.6%","±6.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","5,193","±1,009","50.4%","±6.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","12,250","±1,215","12,250","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,948","±638","1,948","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","660","±450","33.9%","±17.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,288","±438","66.1%","±17.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","10,302","±1,152","10,302","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","3,493","±953","33.9%","±7.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","6,809","±882","66.1%","±7.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","10,302","±1,152","10,302","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","157","±147","1.5%","±1.5"
"        Asia","372,717","±3,581","30.8%","±0.3","69","±62","0.7%","±0.6"
"        Africa","113,823","±3,313","9.4%","±0.3","1,715","±490","16.6%","±4.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","8,361","±1,207","81.2%","±5.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±25","0.0%","±0.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,254","±1,989","28,254","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","17,346","±1,909","61.4%","±4.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","10,908","±1,211","38.6%","±4.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6,199","±977","21.9%","±3.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","7,672","±1,167","27.2%","±3.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","4,544","±957","16.1%","±3.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,475","±715","8.8%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,144","±465","4.0%","±1.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","45","±53","0.2%","±0.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","23","±29","0.1%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","716","±242","2.5%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","488","±220","1.7%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,888","±2,160","29,888","(X)"
"        American","260,364","±6,504","3.7%","±0.1","566","±281","1.9%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","194","±250","0.6%","±0.8"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±25","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","127","±109","0.4%","±0.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","60","±80","0.2%","±0.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","20","±30","0.1%","±0.1"
"        German","387,135","±7,027","5.5%","±0.1","87","±61","0.3%","±0.2"
"        Greek","76,566","±3,218","1.1%","±0.1","23","±33","0.1%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±25","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","529","±361","1.8%","±1.2"
"        Italian","815,794","±9,186","11.7%","±0.1","416","±338","1.4%","±1.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±25","0.0%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","12","±18","0.0%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","40","±35","0.1%","±0.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","116","±93","0.4%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","28","±30","0.1%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","7","±9","0.0%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","0","±25","0.0%","±0.1"
"        Slovak","7,069","±828","0.1%","±0.1","2","±5","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,655","±508","5.5%","±1.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±25","0.0%","±0.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±25","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±25","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","4,229","±1,104","14.1%","±3.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,718","±644","10,718","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,497","±592","88.6%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,151","±614","76.0%","±4.2"
