"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01719!!Estimate","ZCTA5 01719!!Margin of Error","ZCTA5 01719!!Percent","ZCTA5 01719!!Percent Margin of Error"
"            3 or 4 years","5,630","±671","4.5%","±0.5","7","±12","28.0%","±55.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±65.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","7","±12","7","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","7","±12","100.0%","±100.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","7","±12","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,500","±193","1,500","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","57","±43","3.8%","±2.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","65","±50","4.3%","±3.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","598","±157","39.9%","±9.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","328","±125","21.9%","±7.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","452","±179","30.1%","±11.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,751","±230","3,751","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","115","±81","3.1%","±2.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","59","±42","1.6%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","266","±95","7.1%","±2.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","342","±130","9.1%","±3.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","211","±128","5.6%","±3.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,262","±271","33.6%","±8.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,496","±301","39.9%","±6.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,577","±222","95.4%","±2.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,758","±223","73.5%","±6.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","4,306","±234","4,306","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","97","±53","2.3%","±1.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","5,440","±45","5,440","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","205","±83","3.8%","±1.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,134","±221","1,134","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","34","±38","3.0%","±3.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,650","±303","3,650","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","90","±52","2.5%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","656","±145","656","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","81","±50","12.3%","±7.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","5,441","±44","5,441","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,896","±244","90.0%","±4.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","545","±223","10.0%","±4.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","406","±170","7.5%","±3.1"
"                Same county","446,141","±8,933","6.4%","±0.1","265","±146","4.9%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","141","±88","2.6%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","8","±12","0.1%","±0.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","133","±88","2.4%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","139","±192","2.6%","±3.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,471","±27","5,471","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,087","±295","74.7%","±5.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,818","±281","69.8%","±5.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,005","±362","36.6%","±6.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,813","±293","33.1%","±5.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","269","±333","4.9%","±6.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,384","±298","25.3%","±5.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,384","±298","1,384","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","902","±236","65.2%","±11.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","482","±194","34.8%","±11.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,653","±281","1,653","(X)"
"        Native","209,292","±4,176","209,292","(X)","269","±333","269","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","261","±333","97.0%","±9.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","8","±12","3.0%","±9.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,384","±298","1,384","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","300","±142","21.7%","±9.2"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,084","±261","78.3%","±9.2"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,384","±298","1,384","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","162","±85","11.7%","±5.4"
"        Asia","372,717","±3,581","30.8%","±0.3","725","±192","52.4%","±12.9"
"        Africa","113,823","±3,313","9.4%","±0.3","265","±227","19.1%","±14.8"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±2.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","147","±99","10.6%","±6.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","85","±72","6.1%","±5.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","5,321","±82","5,321","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,885","±333","73.0%","±6.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,436","±323","27.0%","±6.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","288","±123","5.4%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","170","±102","3.2%","±1.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","30","±35","0.6%","±0.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","495","±189","9.3%","±3.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","44","±48","0.8%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","577","±190","10.8%","±3.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","190","±102","3.6%","±1.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","194","±156","3.6%","±2.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","24","±38","0.5%","±0.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,471","±27","5,471","(X)"
"        American","260,364","±6,504","3.7%","±0.1","238","±126","4.4%","±2.3"
"        Arab","72,487","±3,641","1.0%","±0.1","46","±61","0.8%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.7"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.7"
"        Dutch","34,354","±1,922","0.5%","±0.1","75","±62","1.4%","±1.1"
"        English","655,283","±8,406","9.4%","±0.1","630","±220","11.5%","±4.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","269","±168","4.9%","±3.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","94","±64","1.7%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","572","±187","10.5%","±3.4"
"        Greek","76,566","±3,218","1.1%","±0.1","9","±15","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","18","±29","0.3%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","969","±263","17.7%","±4.8"
"        Italian","815,794","±9,186","11.7%","±0.1","314","±131","5.7%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","81","±79","1.5%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","16","±19","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","125","±87","2.3%","±1.6"
"        Portuguese","270,183","±5,260","3.9%","±0.1","34","±40","0.6%","±0.7"
"        Russian","91,511","±3,161","1.3%","±0.1","209","±179","3.8%","±3.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","25","±39","0.5%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","89","±60","1.6%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.7"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","229","±301","4.2%","±5.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","98","±75","1.8%","±1.4"
"        Swiss","10,126","±912","0.1%","±0.1","22","±33","0.4%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","27","±29","0.5%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","63","±60","1.2%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","9","±15","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,180","±182","2,180","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,139","±174","98.1%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,128","±174","97.6%","±1.8"
