"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02061!!Estimate","ZCTA5 02061!!Margin of Error","ZCTA5 02061!!Percent","ZCTA5 02061!!Percent Margin of Error"
"        Native","5,782,135","±10,227","82.7%","±0.1","10,698","±183","95.0%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","10,628","±184","94.4%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","8,542","±347","75.9%","±3.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,086","±326","18.5%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","70","±40","0.6%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","560","±181","5.0%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","560","±181","560","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","392","±132","70.0%","±13.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","168","±101","30.0%","±13.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","630","±181","630","(X)"
"        Native","209,292","±4,176","209,292","(X)","70","±40","70","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","29","±34","41.4%","±38.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","41","±28","58.6%","±38.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","560","±181","560","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","122","±91","21.8%","±14.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","438","±167","78.2%","±14.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","560","±181","560","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","200","±111","35.7%","±15.4"
"        Asia","372,717","±3,581","30.8%","±0.3","243","±124","43.4%","±17.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±21","0.0%","±6.9"
"        Oceania","4,098","±490","0.3%","±0.1","10","±16","1.8%","±2.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","82","±76","14.6%","±12.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","25","±31","4.5%","±5.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","10,337","±243","10,337","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","9,723","±329","94.1%","±2.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","614","±218","5.9%","±2.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","167","±112","1.6%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","238","±133","2.3%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","105","±95","1.0%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","209","±119","2.0%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","19","±21","0.2%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","167","±106","1.6%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","43","±42","0.4%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","11,258","±19","11,258","(X)"
"        American","260,364","±6,504","3.7%","±0.1","569","±255","5.1%","±2.3"
"        Arab","72,487","±3,641","1.0%","±0.1","67","±68","0.6%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","27","±41","0.2%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","53","±48","0.5%","±0.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","56","±55","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,182","±237","10.5%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","275","±138","2.4%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","267","±125","2.4%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","923","±212","8.2%","±1.9"
"        Greek","76,566","±3,218","1.1%","±0.1","185","±147","1.6%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","2","±4","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,320","±594","38.4%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","2,011","±504","17.9%","±4.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","57","±38","0.5%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","47","±39","0.4%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","413","±205","3.7%","±1.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","162","±121","1.4%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","49","±39","0.4%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","67","±52","0.6%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","274","±102","2.4%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","13","±18","0.1%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","139","±91","1.2%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","9","±14","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","8","±12","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","49","±38","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±21","0.0%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,567","±136","3,567","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,477","±139","97.5%","±1.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,424","±137","96.0%","±1.7"
