"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01062!!Estimate","ZCTA5 01062!!Margin of Error","ZCTA5 01062!!Percent","ZCTA5 01062!!Percent Margin of Error"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±123","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","45","±56","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","43","±32","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","90","±65","90","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","37","±42","41.1%","±39.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","32","±39","35.6%","±36.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","5","±10","5.6%","±11.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±34.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±34.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","37","±42","37","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","32","±39","86.5%","±27.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","11","±20","29.7%","±52.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,151","±349","2,151","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","176","±74","8.2%","±3.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","70","±49","3.3%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","867","±214","40.3%","±7.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","462","±158","21.5%","±6.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","576","±186","26.8%","±6.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","7,477","±517","7,477","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","190","±129","2.5%","±1.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","285","±131","3.8%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,280","±277","17.1%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,114","±223","14.9%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","652","±214","8.7%","±2.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,864","±266","24.9%","±3.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,092","±282","28.0%","±3.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","7,002","±490","93.6%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,956","±376","52.9%","±4.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","7,971","±534","7,971","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","416","±113","5.2%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","9,497","±699","9,497","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,378","±250","14.5%","±2.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,864","±337","1,864","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","45","±36","2.4%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,376","±452","5,376","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","725","±223","13.5%","±3.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,257","±290","2,257","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","608","±135","26.9%","±5.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","9,790","±701","9,790","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,013","±645","92.1%","±3.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","777","±316","7.9%","±3.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","736","±310","7.5%","±3.0"
"                Same county","446,141","±8,933","6.4%","±0.1","474","±287","4.8%","±2.8"
"                Different county","354,693","±6,215","5.1%","±0.1","262","±104","2.7%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","155","±53","1.6%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","107","±85","1.1%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","41","±40","0.4%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,835","±710","9,835","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","9,305","±708","94.6%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","8,941","±694","90.9%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,611","±560","57.1%","±3.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,330","±415","33.9%","±3.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","364","±132","3.7%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","530","±248","5.4%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","530","±248","530","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","272","±105","51.3%","±20.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","258","±200","48.7%","±20.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","894","±304","894","(X)"
"        Native","209,292","±4,176","209,292","(X)","364","±132","364","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","55","±52","15.1%","±14.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","309","±128","84.9%","±14.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","530","±248","530","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","130","±121","24.5%","±15.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","400","±157","75.5%","±15.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","530","±248","530","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","156","±60","29.4%","±16.3"
"        Asia","372,717","±3,581","30.8%","±0.3","86","±65","16.2%","±13.6"
"        Africa","113,823","±3,313","9.4%","±0.3","17","±21","3.2%","±4.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±7.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","267","±233","50.4%","±24.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","4","±8","0.8%","±1.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","9,449","±655","9,449","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","8,365","±645","88.5%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,084","±345","11.5%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","340","±207","3.6%","±2.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","664","±258","7.0%","±2.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","277","±167","2.9%","±1.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","374","±141","4.0%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","55","±49","0.6%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","32","±36","0.3%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","8","±13","0.1%","±0.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","14","±21","0.1%","±0.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","9,835","±710","9,835","(X)"
"        American","260,364","±6,504","3.7%","±0.1","331","±168","3.4%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","16","±20","0.2%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","66","±86","0.7%","±0.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","131","±78","1.3%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","1,494","±296","15.2%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","819","±236","8.3%","±2.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","470","±171","4.8%","±1.7"
"        German","387,135","±7,027","5.5%","±0.1","1,159","±256","11.8%","±2.5"
"        Greek","76,566","±3,218","1.1%","±0.1","20","±22","0.2%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","49","±72","0.5%","±0.7"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,251","±425","22.9%","±4.2"
"        Italian","815,794","±9,186","11.7%","±0.1","1,000","±278","10.2%","±2.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","264","±131","2.7%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","58","±36","0.6%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","1,258","±306","12.8%","±2.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","45","±63","0.5%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","154","±63","1.6%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","55","±38","0.6%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","441","±218","4.5%","±2.2"
"        Slovak","7,069","±828","0.1%","±0.1","26","±32","0.3%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","20","±26","0.2%","±0.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","159","±59","1.6%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","23","±30","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","51","±58","0.5%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","62","±40","0.6%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","52","±59","0.5%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,162","±287","4,162","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","3,860","±278","92.7%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","3,571","±284","85.8%","±3.4"
