"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01887!!Estimate","ZCTA5 01887!!Margin of Error","ZCTA5 01887!!Percent","ZCTA5 01887!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","86","±52","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","23","±18","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","328","±150","328","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","102","±126","31.1%","±31.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±11.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","93","±124","28.4%","±31.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±11.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","9","±17","2.7%","±5.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","102","±126","102","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","51","±62","50.0%","±3.5"
"        Who are married","19,550","±1,487","64.5%","±2.5","102","±126","100.0%","±31.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,576","±436","5,576","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","440","±141","7.9%","±2.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","289","±141","5.2%","±2.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,363","±327","42.4%","±5.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,455","±238","26.1%","±4.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,029","±253","18.5%","±4.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","15,872","±607","15,872","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","203","±86","1.3%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","417","±128","2.6%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,874","±542","24.4%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,328","±343","14.7%","±2.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,131","±212","7.1%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,815","±462","30.3%","±2.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,104","±326","19.6%","±1.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,252","±618","96.1%","±1.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","7,919","±575","49.9%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","17,990","±600","17,990","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,123","±252","6.2%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","23,072","±157","23,072","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,197","±353","9.5%","±1.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,298","±601","5,298","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","131","±77","2.5%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","14,755","±562","14,755","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,121","±287","7.6%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,019","±269","3,019","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","945","±194","31.3%","±5.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","23,162","±86","23,162","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","21,735","±374","93.8%","±1.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,427","±362","6.2%","±1.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,394","±364","6.0%","±1.6"
"                Same county","446,141","±8,933","6.4%","±0.1","932","±298","4.0%","±1.3"
"                Different county","354,693","±6,215","5.1%","±0.1","462","±201","2.0%","±0.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","169","±111","0.7%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","293","±175","1.3%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","33","±40","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,311","±24","23,311","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","21,439","±401","92.0%","±1.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","21,255","±420","91.2%","±1.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","18,275","±643","78.4%","±2.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,980","±484","12.8%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","184","±97","0.8%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,872","±403","8.0%","±1.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,872","±403","1,872","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,194","±320","63.8%","±10.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","678","±239","36.2%","±10.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,056","±424","2,056","(X)"
"        Native","209,292","±4,176","209,292","(X)","184","±97","184","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","11","±16","6.0%","±8.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","173","±92","94.0%","±8.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,872","±403","1,872","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","446","±217","23.8%","±10.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,426","±367","76.2%","±10.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,872","±403","1,872","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","400","±178","21.4%","±7.6"
"        Asia","372,717","±3,581","30.8%","±0.3","971","±283","51.9%","±9.8"
"        Africa","113,823","±3,313","9.4%","±0.3","114","±113","6.1%","±6.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±2.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","178","±109","9.5%","±5.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","209","±126","11.2%","±6.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","21,841","±514","21,841","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","19,861","±612","90.9%","±2.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,980","±452","9.1%","±2.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","477","±161","2.2%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","158","±112","0.7%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","27","±33","0.1%","±0.1"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","918","±308","4.2%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","240","±110","1.1%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","659","±286","3.0%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","169","±82","0.8%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","245","±188","1.1%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","41","±59","0.2%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,311","±24","23,311","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,294","±425","5.6%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","153","±126","0.7%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","28","±45","0.1%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","10","±16","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","190","±121","0.8%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","2,693","±506","11.6%","±2.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,114","±380","4.8%","±1.6"
"        French Canadian","235,524","±4,384","3.4%","±0.1","999","±310","4.3%","±1.3"
"        German","387,135","±7,027","5.5%","±0.1","1,212","±321","5.2%","±1.4"
"        Greek","76,566","±3,218","1.1%","±0.1","175","±118","0.8%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","40","±74","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","7,063","±937","30.3%","±4.0"
"        Italian","815,794","±9,186","11.7%","±0.1","6,491","±968","27.8%","±4.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","69","±43","0.3%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","67","±55","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","570","±229","2.4%","±1.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","897","±335","3.8%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","275","±279","1.2%","±1.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","152","±109","0.7%","±0.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","551","±163","2.4%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","7","±11","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","35","±56","0.2%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","266","±134","1.1%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","80","±95","0.3%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","65","±60","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","148","±165","0.6%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,756","±348","7,756","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,553","±336","97.4%","±1.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,377","±339","95.1%","±1.5"
