"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01337!!Estimate","ZCTA5 01337!!Margin of Error","ZCTA5 01337!!Percent","ZCTA5 01337!!Percent Margin of Error"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,810","±169","95.3%","±1.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","608","±100","32.0%","±4.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,985","±179","1,985","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","173","±52","8.7%","±2.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,492","±249","2,492","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","391","±87","15.7%","±3.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","507","±110","507","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","48","±38","9.5%","±7.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,504","±167","1,504","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","204","±50","13.6%","±3.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","481","±52","481","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","139","±46","28.9%","±8.5"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,492","±249","2,492","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,393","±252","96.0%","±1.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","99","±43","4.0%","±1.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","90","±43","3.6%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","46","±25","1.8%","±1.0"
"                Different county","354,693","±6,215","5.1%","±0.1","44","±29","1.8%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","16","±14","0.6%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","28","±27","1.1%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","9","±11","0.4%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,492","±249","2,492","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","2,422","±242","97.2%","±1.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","2,386","±237","95.7%","±1.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,815","±238","72.8%","±4.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","571","±98","22.9%","±4.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","36","±25","1.4%","±1.0"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","70","±35","2.8%","±1.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","70","±35","70","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","59","±32","84.3%","±19.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","11","±14","15.7%","±19.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","106","±43","106","(X)"
"        Native","209,292","±4,176","209,292","(X)","36","±25","36","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","7","±9","19.4%","±20.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","29","±21","80.6%","±20.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","70","±35","70","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±39.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","70","±35","100.0%","±39.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","70","±35","70","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","16","±11","22.9%","±16.4"
"        Asia","372,717","±3,581","30.8%","±0.3","20","±22","28.6%","±25.8"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±39.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±39.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","16","±14","22.9%","±19.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","18","±19","25.7%","±23.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","2,419","±238","2,419","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","2,384","±240","98.6%","±0.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","35","±19","1.4%","±0.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","8","±7","0.3%","±0.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","8","±9","0.3%","±0.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","27","±20","1.1%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","8","±7","0.3%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±1.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","2,492","±249","2,492","(X)"
"        American","260,364","±6,504","3.7%","±0.1","110","±55","4.4%","±2.3"
"        Arab","72,487","±3,641","1.0%","±0.1","6","±8","0.2%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","2","±3","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","2","±3","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","41","±34","1.6%","±1.4"
"        English","655,283","±8,406","9.4%","±0.1","593","±167","23.8%","±6.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","283","±110","11.4%","±4.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","180","±59","7.2%","±2.4"
"        German","387,135","±7,027","5.5%","±0.1","357","±100","14.3%","±3.9"
"        Greek","76,566","±3,218","1.1%","±0.1","5","±7","0.2%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","4","±7","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","659","±195","26.4%","±6.3"
"        Italian","815,794","±9,186","11.7%","±0.1","163","±74","6.5%","±2.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","11","±8","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","32","±30","1.3%","±1.2"
"        Polish","283,050","±4,814","4.0%","±0.1","199","±65","8.0%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","5","±6","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","17","±13","0.7%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","44","±24","1.8%","±1.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","91","±40","3.7%","±1.6"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","48","±42","1.9%","±1.6"
"        Swiss","10,126","±912","0.1%","±0.1","11","±10","0.4%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±7","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","20","±20","0.8%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,007","±93","1,007","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","941","±96","93.4%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","921","±98","91.5%","±3.2"
