"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01344!!Estimate","ZCTA5 01344!!Margin of Error","ZCTA5 01344!!Percent","ZCTA5 01344!!Percent Margin of Error"
"        Other relatives","394,812","±8,541","5.9%","±0.1","71","±37","4.2%","±2.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","65","±34","3.8%","±1.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","645","±86","645","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","224","±55","34.7%","±6.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","347","±52","53.8%","±6.5"
"        Separated","37,600","±1,670","1.3%","±0.1","5","±7","0.8%","±1.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","24","±28","3.7%","±4.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","45","±23","7.0%","±3.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","744","±88","744","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","205","±45","27.6%","±4.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","343","±53","46.1%","±4.8"
"        Separated","55,256","±1,859","1.8%","±0.1","15","±12","2.0%","±1.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","44","±16","5.9%","±2.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","137","±36","18.4%","±4.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","22","±15","22","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","9","±6","40.9%","±32.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","43","±27","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","53","±35","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±377","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","160","±124","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","14","±20","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","22","±13","22","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","11","±9","50.0%","±32.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","2","±4","9.1%","±19.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±70.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±70.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","9","±7","40.9%","±29.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","11","±9","11","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","9","±7","81.8%","±19.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","4","±6","36.4%","±41.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","338","±80","338","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","44","±24","13.0%","±5.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","18","±14","5.3%","±3.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","160","±49","47.3%","±7.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","61","±24","18.0%","±6.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","55","±20","16.3%","±5.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,211","±115","1,211","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","27","±22","2.2%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","71","±34","5.9%","±2.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","476","±91","39.3%","±5.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","250","±52","20.6%","±3.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","94","±28","7.8%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","211","±47","17.4%","±4.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","82","±32","6.8%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,113","±106","91.9%","±3.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","293","±57","24.2%","±4.9"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,340","±147","1,340","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","98","±25","7.3%","±2.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,697","±198","1,697","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","263","±70","15.5%","±4.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","357","±86","357","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","18","±15","5.0%","±4.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","1,033","±139","1,033","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","136","±48","13.2%","±4.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","307","±53","307","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","109","±42","35.5%","±10.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,677","±197","1,677","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,617","±195","96.4%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","60","±28","3.6%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","60","±28","3.6%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","43","±22","2.6%","±1.3"
"                Different county","354,693","±6,215","5.1%","±0.1","17","±13","1.0%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","4","±6","0.2%","±0.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","13","±11","0.8%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,697","±198","1,697","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,651","±199","97.3%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,643","±201","96.8%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,343","±199","79.1%","±4.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","300","±61","17.7%","±3.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","8","±8","0.5%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","46","±42","2.7%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","46","±42","46","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","19","±13","41.3%","±25.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","27","±32","58.7%","±25.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","54","±43","54","(X)"
"        Native","209,292","±4,176","209,292","(X)","8","±8","8","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","8","±8","100.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","46","±42","46","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","24","±30","52.2%","±32.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","22","±16","47.8%","±32.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","46","±42","46","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","35","±41","76.1%","±30.9"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±48.5"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±48.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±48.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","4","±6","8.7%","±15.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","7","±6","15.2%","±21.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,587","±178","1,587","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,534","±179","96.7%","±2.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","53","±32","3.3%","±2.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","15","±19","0.9%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","8","±9","0.5%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3","±5","0.2%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","32","±27","2.0%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","12","±18","0.8%","±1.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±2.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","13","±14","0.8%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,697","±198","1,697","(X)"
"        American","260,364","±6,504","3.7%","±0.1","90","±59","5.3%","±3.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.3"
"        Czech","12,119","±1,098","0.2%","±0.1","3","±4","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","24","±18","1.4%","±1.1"
"        English","655,283","±8,406","9.4%","±0.1","274","±59","16.1%","±3.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","277","±90","16.3%","±4.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","169","±45","10.0%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","113","±49","6.7%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±2.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±4","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","300","±74","17.7%","±4.1"
"        Italian","815,794","±9,186","11.7%","±0.1","145","±50","8.5%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","11","±9","0.6%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","5","±5","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","264","±79","15.6%","±3.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","10","±8","0.6%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","22","±25","1.3%","±1.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","11","±12","0.6%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","19","±15","1.1%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.3"
"        Swedish","102,031","±2,873","1.5%","±0.1","58","±36","3.4%","±1.9"
"        Swiss","10,126","±912","0.1%","±0.1","6","±7","0.4%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","2","±4","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","681","±72","681","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","620","±67","91.0%","±5.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","594","±69","87.2%","±5.7"
