"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01029!!Estimate","ZCTA5 01029!!Margin of Error","ZCTA5 01029!!Percent","ZCTA5 01029!!Percent Margin of Error"
"        With a disability","345,430","±3,933","30.8%","±0.3","34","±22","31.5%","±14.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","511","±152","511","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","474","±146","92.8%","±7.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","37","±38","7.2%","±7.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","33","±38","6.5%","±7.4"
"                Same county","446,141","±8,933","6.4%","±0.1","33","±38","6.5%","±7.4"
"                Different county","354,693","±6,215","5.1%","±0.1","0","±13","0.0%","±7.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±7.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","0","±13","0.0%","±7.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","4","±5","0.8%","±1.0"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","511","±152","511","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","503","±153","98.4%","±2.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","503","±153","98.4%","±2.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","251","±89","49.1%","±8.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","252","±88","49.3%","±8.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±7.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","8","±13","1.6%","±2.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","8","±13","8","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","8","±13","100.0%","±100.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±13","0.0%","±100.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8","±13","8","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","8","±13","8","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±100.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","8","±13","100.0%","±100.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","8","±13","8","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","0.0%","±100.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±100.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±100.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±100.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±100.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","8","±13","100.0%","±100.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","502","±150","502","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","500","±149","99.6%","±0.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2","±3","0.4%","±0.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±7.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","2","±3","0.4%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±7.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","0","±13","0.0%","±7.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±7.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±7.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±7.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±7.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±7.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","511","±152","511","(X)"
"        American","260,364","±6,504","3.7%","±0.1","34","±26","6.7%","±5.4"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±7.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±7.5"
"        Danish","14,346","±1,162","0.2%","±0.1","3","±4","0.6%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","5","±8","1.0%","±1.4"
"        English","655,283","±8,406","9.4%","±0.1","94","±38","18.4%","±7.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","93","±49","18.2%","±8.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","56","±60","11.0%","±10.9"
"        German","387,135","±7,027","5.5%","±0.1","66","±60","12.9%","±10.8"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±7.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±7.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","81","±49","15.9%","±8.3"
"        Italian","815,794","±9,186","11.7%","±0.1","119","±96","23.3%","±15.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","4","±5","0.8%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±7.5"
"        Polish","283,050","±4,814","4.0%","±0.1","16","±20","3.1%","±4.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","0","±13","0.0%","±7.5"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±7.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±7.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","4","±5","0.8%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±7.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±7.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±7.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±7.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","2","±4","0.4%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±7.5"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±7.5"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","228","±58","228","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","220","±59","96.5%","±6.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","182","±53","79.8%","±11.6"
