"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01118!!Estimate","ZCTA5 01118!!Margin of Error","ZCTA5 01118!!Percent","ZCTA5 01118!!Percent Margin of Error"
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","259","±149","259","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","132","±106","51.0%","±27.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","69","±76","26.6%","±21.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","32","±44","12.4%","±16.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","17","±29","6.6%","±10.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","14","±20","5.4%","±8.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","132","±106","132","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","72","±61","54.5%","±13.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","101","±100","76.5%","±28.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,993","±492","3,993","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","287","±130","7.2%","±3.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","165","±101","4.1%","±2.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,845","±399","46.2%","±7.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","747","±231","18.7%","±5.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","949","±289","23.8%","±6.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,210","±768","10,210","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","528","±240","5.2%","±2.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","465","±190","4.6%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,924","±396","28.6%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,922","±418","18.8%","±3.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,261","±239","12.4%","±2.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,979","±395","19.4%","±3.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,131","±251","11.1%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,217","±728","90.3%","±2.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","3,110","±453","30.5%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","11,388","±861","11,388","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","474","±121","4.2%","±1.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","14,989","±1,078","14,989","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,183","±393","14.6%","±2.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,665","±503","3,665","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","470","±249","12.8%","±6.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","9,267","±822","9,267","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,099","±255","11.9%","±2.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,057","±288","2,057","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","614","±168","29.8%","±7.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","14,919","±1,079","14,919","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","12,648","±1,120","84.8%","±5.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,271","±774","15.2%","±5.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,142","±729","14.4%","±4.7"
"                Same county","446,141","±8,933","6.4%","±0.1","1,877","±722","12.6%","±4.8"
"                Different county","354,693","±6,215","5.1%","±0.1","265","±208","1.8%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","32","±36","0.2%","±0.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","233","±203","1.6%","±1.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","129","±164","0.9%","±1.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,073","±1,082","15,073","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,599","±1,011","90.2%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,701","±998","84.3%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","10,386","±873","68.9%","±3.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,315","±486","15.4%","±2.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","898","±353","6.0%","±2.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,474","±341","9.8%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,474","±341","1,474","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,113","±258","75.5%","±8.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","361","±169","24.5%","±8.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,372","±469","2,372","(X)"
"        Native","209,292","±4,176","209,292","(X)","898","±353","898","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","225","±184","25.1%","±16.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","673","±277","74.9%","±16.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,474","±341","1,474","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","241","±163","16.4%","±9.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,233","±278","83.6%","±9.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,474","±341","1,474","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","247","±107","16.8%","±6.7"
"        Asia","372,717","±3,581","30.8%","±0.3","618","±181","41.9%","±10.0"
"        Africa","113,823","±3,313","9.4%","±0.3","115","±87","7.8%","±6.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±2.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","494","±245","33.5%","±11.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±21","0.0%","±2.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","14,148","±1,038","14,148","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","10,962","±974","77.5%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,186","±523","22.5%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","810","±258","5.7%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,855","±426","13.1%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","357","±210","2.5%","±1.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","956","±319","6.8%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","233","±128","1.6%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","305","±238","2.2%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","196","±162","1.4%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","70","±103","0.5%","±0.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","24","±31","0.2%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","15,073","±1,082","15,073","(X)"
"        American","260,364","±6,504","3.7%","±0.1","349","±164","2.3%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","53","±58","0.4%","±0.4"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","17","±30","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","15","±17","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","569","±157","3.8%","±1.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,394","±432","9.2%","±2.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","544","±176","3.6%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","479","±144","3.2%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","36","±37","0.2%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","13","±19","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","2,322","±453","15.4%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,973","±597","13.1%","±3.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±21","0.0%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±21","0.0%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","614","±207","4.1%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","224","±158","1.5%","±1.0"
"        Russian","91,511","±3,161","1.3%","±0.1","74","±74","0.5%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","48","±38","0.3%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","33","±26","0.2%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","86","±71","0.6%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","59","±49","0.4%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","13","±21","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±21","0.0%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","774","±420","5.1%","±2.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,785","±333","5,785","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,451","±382","94.2%","±2.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,266","±385","91.0%","±3.2"
