"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02151!!Estimate","ZCTA5 02151!!Margin of Error","ZCTA5 02151!!Percent","ZCTA5 02151!!Percent Margin of Error"
"        With a disability","803,600","±8,111","11.6%","±0.1","7,796","±859","12.9%","±1.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","11,986","±832","11,986","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","792","±262","6.6%","±2.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","40,427","±946","40,427","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,386","±615","8.4%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","8,128","±629","8,128","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","3,618","±494","44.5%","±4.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","60,147","±202","60,147","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","52,817","±1,458","87.8%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","7,330","±1,459","12.2%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","6,463","±1,358","10.7%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","4,616","±1,287","7.7%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","1,847","±424","3.1%","±0.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,079","±349","1.8%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","768","±299","1.3%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","867","±385","1.4%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","60,736","±97","60,736","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","35,832","±1,487","59.0%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","34,322","±1,512","56.5%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","30,262","±1,474","49.8%","±2.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,060","±689","6.7%","±1.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,510","±480","2.5%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","24,904","±1,477","41.0%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","24,904","±1,477","24,904","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","10,804","±1,108","43.4%","±4.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","14,100","±1,550","56.6%","±4.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","26,414","±1,498","26,414","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,510","±480","1,510","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","491","±242","32.5%","±13.4"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,019","±400","67.5%","±13.4"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","24,904","±1,477","24,904","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","8,641","±1,260","34.7%","±4.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","16,263","±1,162","65.3%","±4.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","24,904","±1,477","24,904","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","3,568","±753","14.3%","±2.8"
"        Asia","372,717","±3,581","30.8%","±0.3","2,420","±606","9.7%","±2.5"
"        Africa","113,823","±3,313","9.4%","±0.3","2,066","±648","8.3%","±2.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±31","0.0%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","16,763","±1,523","67.3%","±3.9"
"        Northern America","28,855","±1,370","2.4%","±0.1","87","±59","0.3%","±0.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","56,812","±565","56,812","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","26,055","±1,593","45.9%","±2.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","30,757","±1,453","54.1%","±2.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16,634","±1,212","29.3%","±2.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","18,377","±1,513","32.3%","±2.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","10,170","±1,229","17.9%","±2.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","8,128","±1,170","14.3%","±2.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","4,185","±705","7.4%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,760","±590","3.1%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","1,163","±411","2.0%","±0.7"
"        Other languages","99,560","±3,943","1.5%","±0.1","2,492","±1,060","4.4%","±1.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","1,116","±488","2.0%","±0.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","60,736","±97","60,736","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,322","±374","2.2%","±0.6"
"        Arab","72,487","±3,641","1.0%","±0.1","1,813","±694","3.0%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±31","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","128","±106","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","42","±40","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","1,709","±429","2.8%","±0.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","618","±278","1.0%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","447","±137","0.7%","±0.2"
"        German","387,135","±7,027","5.5%","±0.1","652","±197","1.1%","±0.3"
"        Greek","76,566","±3,218","1.1%","±0.1","95","±74","0.2%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±31","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","4,887","±754","8.0%","±1.2"
"        Italian","815,794","±9,186","11.7%","±0.1","10,446","±1,185","17.2%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","35","±43","0.1%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","28","±27","0.0%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","1,162","±554","1.9%","±0.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,244","±511","2.0%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","468","±185","0.8%","±0.3"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","88","±87","0.1%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","274","±115","0.5%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","0","±31","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","746","±440","1.2%","±0.7"
"        Swedish","102,031","±2,873","1.5%","±0.1","310","±188","0.5%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","0","±31","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","196","±130","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","24","±30","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","457","±342","0.8%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","21,663","±856","21,663","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","19,811","±768","91.5%","±1.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","18,799","±800","86.8%","±2.0"
