"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01731!!Estimate","ZCTA5 01731!!Margin of Error","ZCTA5 01731!!Percent","ZCTA5 01731!!Percent Margin of Error"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","46","±58","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","11","±16","11","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±99.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±99.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±99.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±99.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±99.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","737","±233","737","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","64","±38","8.7%","±5.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","74","±66","10.0%","±7.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","426","±182","57.8%","±11.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","71","±41","9.6%","±5.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","102","±58","13.8%","±7.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","928","±191","928","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±4.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","0","±13","0.0%","±4.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","121","±126","13.0%","±13.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","216","±92","23.3%","±8.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","155","±117","16.7%","±11.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","247","±105","26.6%","±11.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","189","±78","20.4%","±6.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","928","±191","100.0%","±4.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","436","±119","47.0%","±10.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","611","±123","611","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","205","±104","33.6%","±13.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,491","±419","1,491","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","91","±44","6.1%","±3.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","880","±326","880","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","35","±33","4.0%","±3.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","611","±123","611","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","56","±33","9.2%","±5.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","0","±13","0","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","0","±13","-","**"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,904","±492","1,904","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,221","±473","64.1%","±13.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","683","±251","35.9%","±13.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","636","±245","33.4%","±13.1"
"                Same county","446,141","±8,933","6.4%","±0.1","19","±20","1.0%","±1.1"
"                Different county","354,693","±6,215","5.1%","±0.1","617","±240","32.4%","±12.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","9","±18","0.5%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","608","±239","31.9%","±12.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","47","±48","2.5%","±2.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,917","±494","1,917","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,706","±415","89.0%","±4.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,418","±359","74.0%","±9.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","146","±66","7.6%","±4.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,272","±360","66.4%","±8.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","288","±162","15.0%","±6.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","211","±117","11.0%","±4.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","211","±117","211","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","128","±99","60.7%","±28.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","83","±67","39.3%","±28.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","499","±254","499","(X)"
"        Native","209,292","±4,176","209,292","(X)","288","±162","288","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","177","±143","61.5%","±26.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","111","±73","38.5%","±26.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","211","±117","211","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","65","±66","30.8%","±27.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","146","±103","69.2%","±27.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","211","±117","211","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","21","±21","10.0%","±12.4"
"        Asia","372,717","±3,581","30.8%","±0.3","94","±63","44.5%","±27.4"
"        Africa","113,823","±3,313","9.4%","±0.3","6","±10","2.8%","±5.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±17.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","90","±98","42.7%","±32.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±17.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,600","±376","1,600","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,366","±360","85.4%","±6.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","234","±101","14.6%","±6.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","9","±11","0.6%","±0.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","128","±78","8.0%","±4.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","5","±8","0.3%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","53","±46","3.3%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","51","±50","3.2%","±3.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","4","±7","0.3%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","2","±5","0.1%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,917","±494","1,917","(X)"
"        American","260,364","±6,504","3.7%","±0.1","112","±107","5.8%","±5.5"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.1"
"        Danish","14,346","±1,162","0.2%","±0.1","7","±12","0.4%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±2.1"
"        English","655,283","±8,406","9.4%","±0.1","95","±45","5.0%","±2.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","57","±65","3.0%","±3.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","17","±20","0.9%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","262","±143","13.7%","±8.2"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±2.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±2.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","193","±117","10.1%","±6.7"
"        Italian","815,794","±9,186","11.7%","±0.1","231","±197","12.1%","±10.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","5","±8","0.3%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","30","±27","1.6%","±1.6"
"        Polish","283,050","±4,814","4.0%","±0.1","32","±42","1.7%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","9","±11","0.5%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","29","±50","1.5%","±2.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","6","±11","0.3%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","25","±31","1.3%","±1.7"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","3","±5","0.2%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","86","±128","4.5%","±6.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±2.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±2.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","478","±91","478","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","478","±91","100.0%","±8.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","473","±91","99.0%","±1.8"
