"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01469!!Estimate","ZCTA5 01469!!Margin of Error","ZCTA5 01469!!Percent","ZCTA5 01469!!Percent Margin of Error"
"        Separated","55,256","±1,859","1.8%","±0.1","55","±60","1.8%","±2.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","249","±101","8.4%","±3.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","301","±104","10.1%","±3.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","67","±49","67","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","33","±40","49.3%","±37.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","49","±57","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","41","±30","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±189","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","100","±77","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","10","±18","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","162","±80","162","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","82","±62","50.6%","±26.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","10","±16","6.2%","±9.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","12","±19","7.4%","±11.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","23","±29","14.2%","±15.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","37","±48","22.8%","±26.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","82","±62","82","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","46","±34","56.1%","±11.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","72","±60","87.8%","±20.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,070","±280","2,070","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","97","±56","4.7%","±2.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","187","±117","9.0%","±5.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","806","±171","38.9%","±7.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","475","±158","22.9%","±7.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","505","±196","24.4%","±8.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","5,193","±295","5,193","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","20","±23","0.4%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","156","±79","3.0%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,131","±197","21.8%","±3.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,002","±210","19.3%","±3.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","727","±190","14.0%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,450","±251","27.9%","±4.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","707","±132","13.6%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,017","±303","96.6%","±1.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,157","±275","41.5%","±5.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,723","±337","5,723","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","307","±101","5.4%","±1.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","7,479","±318","7,479","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","608","±151","8.1%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,756","±241","1,756","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","54","±37","3.1%","±2.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,639","±298","4,639","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","366","±138","7.9%","±2.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,084","±156","1,084","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","188","±72","17.3%","±6.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","7,410","±328","7,410","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","6,801","±342","91.8%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","609","±183","8.2%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","609","±183","8.2%","±2.4"
"                Same county","446,141","±8,933","6.4%","±0.1","399","±172","5.4%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","210","±122","2.8%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","86","±51","1.2%","±0.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","124","±126","1.7%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,479","±318","7,479","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,044","±299","94.2%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,998","±301","93.6%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,124","±385","68.5%","±4.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,874","±367","25.1%","±4.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","46","±35","0.6%","±0.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","435","±187","5.8%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","435","±187","435","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","363","±184","83.4%","±13.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","72","±53","16.6%","±13.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","481","±192","481","(X)"
"        Native","209,292","±4,176","209,292","(X)","46","±35","46","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±48.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","46","±35","100.0%","±48.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","435","±187","435","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","194","±149","44.6%","±21.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","241","±105","55.4%","±21.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","435","±187","435","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","76","±63","17.5%","±14.8"
"        Asia","372,717","±3,581","30.8%","±0.3","180","±138","41.4%","±22.9"
"        Africa","113,823","±3,313","9.4%","±0.3","33","±38","7.6%","±9.6"
"        Oceania","4,098","±490","0.3%","±0.1","8","±11","1.8%","±2.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","116","±115","26.7%","±23.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","22","±32","5.1%","±7.2"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,084","±325","7,084","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,465","±402","91.3%","±4.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","619","±330","8.7%","±4.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","149","±98","2.1%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","103","±80","1.5%","±1.1"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","23","±26","0.3%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","245","±214","3.5%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","54","±64","0.8%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","218","±234","3.1%","±3.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","53","±58","0.7%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","53","±84","0.7%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","19","±32","0.3%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,479","±318","7,479","(X)"
"        American","260,364","±6,504","3.7%","±0.1","839","±303","11.2%","±4.0"
"        Arab","72,487","±3,641","1.0%","±0.1","9","±14","0.1%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","23","±49","0.3%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","17","±29","0.2%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","842","±273","11.3%","±3.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","427","±150","5.7%","±2.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","599","±337","8.0%","±4.5"
"        German","387,135","±7,027","5.5%","±0.1","603","±188","8.1%","±2.6"
"        Greek","76,566","±3,218","1.1%","±0.1","24","±35","0.3%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±16","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,737","±398","23.2%","±5.2"
"        Italian","815,794","±9,186","11.7%","±0.1","1,040","±281","13.9%","±3.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","60","±67","0.8%","±0.9"
"        Norwegian","35,032","±1,997","0.5%","±0.1","168","±139","2.2%","±1.9"
"        Polish","283,050","±4,814","4.0%","±0.1","368","±199","4.9%","±2.7"
"        Portuguese","270,183","±5,260","3.9%","±0.1","45","±35","0.6%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","28","±26","0.4%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","260","±148","3.5%","±2.0"
"        Scottish","134,503","±3,385","1.9%","±0.1","194","±114","2.6%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","47","±43","0.6%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","41","±36","0.5%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","86","±92","1.1%","±1.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","16","±24","0.2%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,831","±163","2,831","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,703","±164","95.5%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,623","±173","92.7%","±2.9"
