"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01536!!Estimate","ZCTA5 01536!!Margin of Error","ZCTA5 01536!!Percent","ZCTA5 01536!!Percent Margin of Error"
"        Latin America","456,601","±7,328","37.7%","±0.5","267","±157","31.0%","±14.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","19","±22","2.2%","±2.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,777","±741","6,777","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","5,256","±602","77.6%","±5.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,521","±444","22.4%","±5.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","250","±135","3.7%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","658","±348","9.7%","±4.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","95","±72","1.4%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","595","±264","8.8%","±3.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","99","±67","1.5%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","242","±134","3.6%","±2.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","43","±57","0.6%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","26","±59","0.4%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","13","±30","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","7,141","±789","7,141","(X)"
"        American","260,364","±6,504","3.7%","±0.1","322","±169","4.5%","±2.3"
"        Arab","72,487","±3,641","1.0%","±0.1","56","±44","0.8%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","131","±132","1.8%","±1.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","31","±29","0.4%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","764","±225","10.7%","±3.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","652","±242","9.1%","±3.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","371","±174","5.2%","±2.3"
"        German","387,135","±7,027","5.5%","±0.1","549","±187","7.7%","±2.7"
"        Greek","76,566","±3,218","1.1%","±0.1","1","±2","0.0%","±0.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","32","±31","0.4%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,121","±279","15.7%","±3.5"
"        Italian","815,794","±9,186","11.7%","±0.1","797","±256","11.2%","±3.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","194","±91","2.7%","±1.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","30","±47","0.4%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","436","±169","6.1%","±2.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","58","±80","0.8%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","72","±54","1.0%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","91","±61","1.3%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","89","±51","1.2%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","5","±10","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","165","±95","2.3%","±1.3"
"        Swiss","10,126","±912","0.1%","±0.1","41","±48","0.6%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","14","±17","0.2%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","9","±20","0.1%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","261","±216","3.7%","±3.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,914","±326","2,914","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,673","±327","91.7%","±5.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,663","±326","91.4%","±5.6"
