"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01375!!Estimate","ZCTA5 01375!!Margin of Error","ZCTA5 01375!!Percent","ZCTA5 01375!!Percent Margin of Error"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","177","±65","14.7%","±5.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","78","±56","6.5%","±4.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","914","±223","75.9%","±8.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,585","±194","2,585","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","19","±20","0.7%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","60","±73","2.3%","±2.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","536","±161","20.7%","±6.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","379","±151","14.7%","±5.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","299","±139","11.6%","±5.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","619","±174","23.9%","±6.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","673","±201","26.0%","±7.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,506","±215","96.9%","±3.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,292","±242","50.0%","±7.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,310","±104","3,310","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","200","±114","6.0%","±3.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","3,634","±26","3,634","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","305","±139","8.4%","±3.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","357","±99","357","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","10","±17","2.8%","±5.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,767","±133","2,767","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","225","±120","8.1%","±4.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","510","±112","510","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","70","±57","13.7%","±10.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","3,633","±45","3,633","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,855","±259","78.6%","±6.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","778","±252","21.4%","±6.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","747","±255","20.6%","±7.0"
"                Same county","446,141","±8,933","6.4%","±0.1","221","±145","6.1%","±4.0"
"                Different county","354,693","±6,215","5.1%","±0.1","526","±203","14.5%","±5.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","379","±187","10.4%","±5.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","147","±96","4.0%","±2.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","31","±49","0.9%","±1.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,667","±22","3,667","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,169","±197","86.4%","±5.3"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,087","±215","84.2%","±5.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,982","±270","54.0%","±7.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,105","±232","30.1%","±6.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","82","±64","2.2%","±1.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","498","±194","13.6%","±5.3"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","498","±194","498","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","114","±127","22.9%","±22.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","384","±168","77.1%","±22.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","580","±212","580","(X)"
"        Native","209,292","±4,176","209,292","(X)","82","±64","82","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±36.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","82","±64","100.0%","±36.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","498","±194","498","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","335","±182","67.3%","±19.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","163","±100","32.7%","±19.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","498","±194","498","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","114","±127","22.9%","±22.6"
"        Asia","372,717","±3,581","30.8%","±0.3","354","±164","71.1%","±22.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±7.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±7.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","8","±15","1.6%","±3.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","22","±33","4.4%","±6.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,575","±64","3,575","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,003","±222","84.0%","±6.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","572","±215","16.0%","±6.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","278","±136","7.8%","±3.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","42","±48","1.2%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","28","±44","0.8%","±1.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","231","±183","6.5%","±5.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","83","±75","2.3%","±2.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","299","±132","8.4%","±3.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","167","±104","4.7%","±2.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,667","±22","3,667","(X)"
"        American","260,364","±6,504","3.7%","±0.1","129","±102","3.5%","±2.8"
"        Arab","72,487","±3,641","1.0%","±0.1","46","±70","1.3%","±1.9"
"        Czech","12,119","±1,098","0.2%","±0.1","22","±32","0.6%","±0.9"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","36","±79","1.0%","±2.1"
"        English","655,283","±8,406","9.4%","±0.1","389","±160","10.6%","±4.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","157","±105","4.3%","±2.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","125","±113","3.4%","±3.1"
"        German","387,135","±7,027","5.5%","±0.1","356","±174","9.7%","±4.7"
"        Greek","76,566","±3,218","1.1%","±0.1","49","±62","1.3%","±1.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","28","±30","0.8%","±0.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","720","±195","19.6%","±5.3"
"        Italian","815,794","±9,186","11.7%","±0.1","566","±218","15.4%","±5.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","65","±59","1.8%","±1.6"
"        Norwegian","35,032","±1,997","0.5%","±0.1","17","±26","0.5%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","1,129","±247","30.8%","±6.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","39","±29","1.1%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","18","±28","0.5%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","16","±25","0.4%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","69","±54","1.9%","±1.5"
"        Slovak","7,069","±828","0.1%","±0.1","20","±30","0.5%","±0.8"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","54","±85","1.5%","±2.3"
"        Swiss","10,126","±912","0.1%","±0.1","16","±24","0.4%","±0.7"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","60","±54","1.6%","±1.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±42","1.0%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,666","±118","1,666","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,666","±118","100.0%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,526","±137","91.6%","±5.2"
