"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01008!!Estimate","ZCTA5 01008!!Margin of Error","ZCTA5 01008!!Percent","ZCTA5 01008!!Percent Margin of Error"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,084","±164","93.2%","±3.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","79","±37","6.8%","±3.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","79","±37","6.8%","±3.2"
"                Same county","446,141","±8,933","6.4%","±0.1","31","±25","2.7%","±2.3"
"                Different county","354,693","±6,215","5.1%","±0.1","48","±26","4.1%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","48","±26","4.1%","±2.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","0","±13","0.0%","±3.4"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,171","±167","1,171","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,141","±165","97.4%","±1.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,138","±164","97.2%","±1.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","840","±135","71.7%","±5.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","298","±78","25.4%","±5.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","3","±5","0.3%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","30","±17","2.6%","±1.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","30","±17","30","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","24","±16","80.0%","±20.7"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","6","±6","20.0%","±20.7"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","33","±18","33","(X)"
"        Native","209,292","±4,176","209,292","(X)","3","±5","3","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","3","±5","100.0%","±100.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","0.0%","±100.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","30","±17","30","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±60.1"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","30","±17","100.0%","±60.1"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","30","±17","30","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","20","±13","66.7%","±29.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±60.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±60.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±60.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","7","±9","23.3%","±27.8"
"        Northern America","28,855","±1,370","2.4%","±0.1","3","±4","10.0%","±13.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,099","±157","1,099","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,068","±156","97.2%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","31","±32","2.8%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","0","±13","0.0%","±3.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","22","±30","2.0%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","9","±10","0.8%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±3.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±3.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,171","±167","1,171","(X)"
"        American","260,364","±6,504","3.7%","±0.1","175","±91","14.9%","±7.6"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±3.4"
"        Czech","12,119","±1,098","0.2%","±0.1","6","±6","0.5%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","27","±22","2.3%","±1.9"
"        Dutch","34,354","±1,922","0.5%","±0.1","2","±4","0.2%","±0.4"
"        English","655,283","±8,406","9.4%","±0.1","155","±53","13.2%","±4.6"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","103","±43","8.8%","±3.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","121","±85","10.3%","±6.6"
"        German","387,135","±7,027","5.5%","±0.1","81","±34","6.9%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±3.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","260","±129","22.2%","±9.2"
"        Italian","815,794","±9,186","11.7%","±0.1","111","±37","9.5%","±3.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","9","±14","0.8%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±7","0.9%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","174","±81","14.9%","±6.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","5","±6","0.4%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","17","±23","1.5%","±1.9"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","24","±15","2.0%","±1.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","38","±21","3.2%","±1.8"
"        Slovak","7,069","±828","0.1%","±0.1","3","±4","0.3%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","15","±11","1.3%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±3.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","3","±4","0.3%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±3.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","506","±75","506","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","476","±72","94.1%","±4.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","392","±70","77.5%","±9.6"
