"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01109!!Estimate","ZCTA5 01109!!Margin of Error","ZCTA5 01109!!Percent","ZCTA5 01109!!Percent Margin of Error"
"        Never married","1,055,131","±6,774","34.9%","±0.2","7,271","±758","56.4%","±3.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,940","±333","22.8%","±2.4"
"        Separated","55,256","±1,859","1.8%","±0.1","683","±204","5.3%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","714","±154","5.5%","±1.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,289","±290","10.0%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","343","±130","343","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","217","±106","63.3%","±20.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","33","±16","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","40","±16","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","8","±12","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","59","±29","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","35","±27","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","884","±260","884","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","327","±148","37.0%","±13.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","97","±97","11.0%","±10.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","32","±40","3.6%","±4.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","69","±58","7.8%","±7.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","129","±94","14.6%","±9.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","327","±148","327","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","215","±117","65.7%","±16.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","153","±109","46.8%","±24.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","10,882","±907","10,882","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","423","±149","3.9%","±1.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","369","±164","3.4%","±1.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","3,418","±541","31.4%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,976","±376","18.2%","±3.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","4,696","±487","43.2%","±3.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,316","±1,265","17,316","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,378","±341","8.0%","±1.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,731","±739","15.8%","±3.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,685","±623","32.8%","±3.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,493","±514","20.2%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,150","±280","6.6%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,825","±339","10.5%","±1.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,054","±296","6.1%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,207","±979","76.3%","±3.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,879","±402","16.6%","±2.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,935","±1,415","23,935","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","557","±164","2.3%","±0.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","31,172","±1,925","31,172","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","5,689","±743","18.3%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","7,300","±833","7,300","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","684","±263","9.4%","±3.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","20,453","±1,346","20,453","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,279","±534","16.0%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,419","±392","3,419","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,726","±324","50.5%","±6.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","30,868","±1,915","30,868","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","27,299","±1,783","88.4%","±2.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,569","±720","11.6%","±2.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","3,205","±649","10.4%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","2,020","±556","6.5%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","1,185","±299","3.8%","±0.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","680","±166","2.2%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","505","±198","1.6%","±0.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","364","±255","1.2%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,242","±1,929","31,242","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","27,755","±1,846","88.8%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","22,497","±1,574","72.0%","±3.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","16,059","±1,345","51.4%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","6,438","±773","20.6%","±2.4"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","5,258","±906","16.8%","±2.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","3,487","±785","11.2%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","3,487","±785","3,487","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,145","±585","61.5%","±8.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,342","±388","38.5%","±8.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,745","±1,230","8,745","(X)"
"        Native","209,292","±4,176","209,292","(X)","5,258","±906","5,258","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1,647","±593","31.3%","±9.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","3,611","±730","68.7%","±9.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","3,487","±785","3,487","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,065","±344","30.5%","±7.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,422","±614","69.5%","±7.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","3,487","±785","3,487","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","135","±66","3.9%","±1.8"
"        Asia","372,717","±3,581","30.8%","±0.3","409","±157","11.7%","±4.9"
"        Africa","113,823","±3,313","9.4%","±0.3","306","±213","8.8%","±5.5"
"        Oceania","4,098","±490","0.3%","±0.1","7","±14","0.2%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,623","±690","75.2%","±7.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","7","±11","0.2%","±0.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","29,387","±1,774","29,387","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","18,521","±1,343","63.0%","±3.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","10,866","±1,331","37.0%","±3.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,216","±730","14.3%","±2.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","9,389","±1,331","31.9%","±3.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","3,705","±729","12.6%","±2.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","282","±148","1.0%","±0.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","65","±52","0.2%","±0.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","530","±256","1.8%","±0.9"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","272","±122","0.9%","±0.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","665","±416","2.3%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","174","±127","0.6%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,242","±1,929","31,242","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,289","±435","4.1%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","134","±155","0.4%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","6","±11","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","9","±12","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","422","±151","1.4%","±0.5"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","878","±409","2.8%","±1.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","155","±74","0.5%","±0.2"
"        German","387,135","±7,027","5.5%","±0.1","326","±148","1.0%","±0.5"
"        Greek","76,566","±3,218","1.1%","±0.1","52","±49","0.2%","±0.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","6","±11","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,419","±428","4.5%","±1.3"
"        Italian","815,794","±9,186","11.7%","±0.1","775","±255","2.5%","±0.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","11","±20","0.0%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","30","±47","0.1%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","567","±366","1.8%","±1.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","51","±33","0.2%","±0.1"
"        Russian","91,511","±3,161","1.3%","±0.1","51","±42","0.2%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","49","±47","0.2%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","45","±31","0.1%","±0.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","885","±444","2.8%","±1.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","230","±302","0.7%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±28","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","16","±17","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","2,223","±737","7.1%","±2.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,506","±656","9,506","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","7,699","±660","81.0%","±3.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","7,202","±650","75.8%","±4.2"
