"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01436!!Estimate","ZCTA5 01436!!Margin of Error","ZCTA5 01436!!Percent","ZCTA5 01436!!Percent Margin of Error"
"            Abroad","61,536","±2,941","0.9%","±0.1","19","±32","0.5%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,673","±807","3,673","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","3,584","±813","97.6%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","3,539","±818","96.4%","±3.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,062","±834","83.4%","±7.6"
"                Different state","1,398,292","±9,460","20.0%","±0.1","477","±215","13.0%","±6.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","45","±43","1.2%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","89","±89","2.4%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","89","±89","89","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","67","±81","75.3%","±41.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","22","±36","24.7%","±41.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","134","±102","134","(X)"
"        Native","209,292","±4,176","209,292","(X)","45","±43","45","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±49.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","45","±43","100.0%","±49.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","89","±89","89","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","22","±36","24.7%","±41.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","67","±81","75.3%","±41.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","89","±89","89","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","22","±36","24.7%","±41.4"
"        Asia","372,717","±3,581","30.8%","±0.3","46","±75","51.7%","±51.7"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±34.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±34.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","3","±8","3.4%","±9.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","18","±29","20.2%","±34.9"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","3,220","±551","3,220","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","3,141","±554","97.5%","±2.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","79","±82","2.5%","±2.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","27","±45","0.8%","±1.4"
"        Spanish","623,189","±4,858","9.4%","±0.1","9","±16","0.3%","±0.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±1.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","24","±30","0.7%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±1.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","46","±75","1.4%","±2.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","27","±45","0.8%","±1.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±1.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","3,673","±807","3,673","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,162","±1,034","31.6%","±23.2"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±1.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±1.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±1.1"
"        English","655,283","±8,406","9.4%","±0.1","148","±100","4.0%","±2.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","205","±110","5.6%","±3.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","366","±197","10.0%","±6.1"
"        German","387,135","±7,027","5.5%","±0.1","149","±125","4.1%","±3.6"
"        Greek","76,566","±3,218","1.1%","±0.1","18","±29","0.5%","±0.8"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±1.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","478","±262","13.0%","±7.6"
"        Italian","815,794","±9,186","11.7%","±0.1","247","±199","6.7%","±5.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±1.1"
"        Polish","283,050","±4,814","4.0%","±0.1","223","±171","6.1%","±5.0"
"        Portuguese","270,183","±5,260","3.9%","±0.1","63","±62","1.7%","±1.7"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±1.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","53","±88","1.4%","±2.5"
"        Scottish","134,503","±3,385","1.9%","±0.1","53","±83","1.4%","±2.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±1.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±1.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","19","±30","0.5%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±1.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±1.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±1.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,262","±198","1,262","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,154","±197","91.4%","±5.8"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,004","±198","79.6%","±16.4"
