"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02032!!Estimate","ZCTA5 02032!!Margin of Error","ZCTA5 02032!!Percent","ZCTA5 02032!!Percent Margin of Error"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,074","±297","34.5%","±7.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","864","±246","27.7%","±7.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,047","±375","97.8%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,938","±362","62.2%","±8.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,400","±441","3,400","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","204","±105","6.0%","±3.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,878","±696","4,878","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","465","±212","9.5%","±3.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,478","±331","1,478","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","74","±53","5.0%","±3.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,684","±427","2,684","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","192","±154","7.2%","±5.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","716","±218","716","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","199","±155","27.8%","±18.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,851","±691","4,851","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,506","±676","92.9%","±4.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","345","±207","7.1%","±4.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","295","±196","6.1%","±4.0"
"                Same county","446,141","±8,933","6.4%","±0.1","101","±98","2.1%","±2.0"
"                Different county","354,693","±6,215","5.1%","±0.1","194","±145","4.0%","±3.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","158","±131","3.3%","±2.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","36","±39","0.7%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","50","±66","1.0%","±1.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,878","±696","4,878","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,607","±685","94.4%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,487","±640","92.0%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","3,762","±627","77.1%","±5.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","725","±227","14.9%","±4.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","120","±127","2.5%","±2.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","271","±94","5.6%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","271","±94","271","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","216","±118","79.7%","±33.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","55","±95","20.3%","±33.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","391","±157","391","(X)"
"        Native","209,292","±4,176","209,292","(X)","120","±127","120","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","93","±125","77.5%","±49.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","27","±43","22.5%","±49.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","271","±94","271","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","45","±74","16.6%","±25.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","226","±105","83.4%","±25.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","271","±94","271","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","0.0%","±13.7"
"        Asia","372,717","±3,581","30.8%","±0.3","258","±92","95.2%","±7.8"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±13.7"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±13.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","0","±13","0.0%","±13.7"
"        Northern America","28,855","±1,370","2.4%","±0.1","13","±21","4.8%","±7.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,598","±696","4,598","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,131","±658","89.8%","±6.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","467","±291","10.2%","±6.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","140","±124","3.0%","±2.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","21","±34","0.5%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","328","±312","7.1%","±6.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","62","±96","1.3%","±2.1"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","118","±125","2.6%","±2.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","78","±117","1.7%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±0.9"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±0.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","4,878","±696","4,878","(X)"
"        American","260,364","±6,504","3.7%","±0.1","435","±278","8.9%","±5.6"
"        Arab","72,487","±3,641","1.0%","±0.1","65","±55","1.3%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±0.8"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±0.8"
"        English","655,283","±8,406","9.4%","±0.1","619","±279","12.7%","±5.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","190","±117","3.9%","±2.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","263","±268","5.4%","±5.3"
"        German","387,135","±7,027","5.5%","±0.1","222","±140","4.6%","±3.0"
"        Greek","76,566","±3,218","1.1%","±0.1","59","±63","1.2%","±1.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","56","±89","1.1%","±1.8"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,700","±449","34.9%","±9.4"
"        Italian","815,794","±9,186","11.7%","±0.1","688","±341","14.1%","±6.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","0","±13","0.0%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","25","±29","0.5%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","88","±70","1.8%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","25","±41","0.5%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","34","±40","0.7%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","26","±39","0.5%","±0.8"
"        Scottish","134,503","±3,385","1.9%","±0.1","179","±128","3.7%","±2.6"
"        Slovak","7,069","±828","0.1%","±0.1","85","±126","1.7%","±2.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","18","±29","0.4%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","63","±60","1.3%","±1.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±0.8"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±0.8"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,522","±195","1,522","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,480","±190","97.2%","±2.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,514","±195","99.5%","±0.9"
