"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01071!!Estimate","ZCTA5 01071!!Margin of Error","ZCTA5 01071!!Percent","ZCTA5 01071!!Percent Margin of Error"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","22","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","10","±21","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","20","±21","20","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±73.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±73.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±73.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±73.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±73.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","285","±90","285","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","16","±17","5.6%","±5.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","4","±5","1.4%","±1.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","68","±34","23.9%","±12.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","76","±40","26.7%","±11.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","121","±63","42.5%","±15.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","912","±175","912","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","4","±5","0.4%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","34","±24","3.7%","±2.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","371","±121","40.7%","±9.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","104","±40","11.4%","±4.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","137","±57","15.0%","±5.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","184","±77","20.2%","±7.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","78","±27","8.6%","±3.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","874","±171","95.8%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","262","±78","28.7%","±7.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,078","±243","1,078","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","74","±40","6.9%","±3.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,273","±266","1,273","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","153","±67","12.0%","±4.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","195","±60","195","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","31","±26","15.9%","±12.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","904","±235","904","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","96","±58","10.6%","±5.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","174","±61","174","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","26","±11","14.9%","±7.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,273","±267","1,273","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,262","±269","99.1%","±0.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","11","±10","0.9%","±0.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","11","±10","0.9%","±0.8"
"                Same county","446,141","±8,933","6.4%","±0.1","0","±13","0.0%","±3.1"
"                Different county","354,693","±6,215","5.1%","±0.1","11","±10","0.9%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","6","±6","0.5%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","5","±6","0.4%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,280","±266","1,280","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,245","±262","97.3%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,218","±259","95.2%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,012","±253","79.1%","±5.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","206","±56","16.1%","±4.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","27","±19","2.1%","±1.5"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","35","±25","2.7%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","35","±25","35","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","25","±21","71.4%","±23.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","10","±9","28.6%","±23.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","62","±28","62","(X)"
"        Native","209,292","±4,176","209,292","(X)","27","±19","27","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","6","±9","22.2%","±29.3"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","21","±15","77.8%","±29.3"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","35","±25","35","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","0","±13","0.0%","±55.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","35","±25","100.0%","±55.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","35","±25","35","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","31","±24","88.6%","±15.6"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±55.6"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±55.6"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±55.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","4","±5","11.4%","±15.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±55.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,231","±259","1,231","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,156","±250","93.9%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","75","±46","6.1%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","14","±11","1.1%","±0.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","29","±35","2.4%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","8","±10","0.6%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","46","±32","3.7%","±2.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","6","±6","0.5%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±3.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±3.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,280","±266","1,280","(X)"
"        American","260,364","±6,504","3.7%","±0.1","363","±231","28.4%","±13.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±3.1"
"        Czech","12,119","±1,098","0.2%","±0.1","4","±5","0.3%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±3.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","7","±6","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","138","±53","10.8%","±4.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","73","±47","5.7%","±3.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","74","±34","5.8%","±2.9"
"        German","387,135","±7,027","5.5%","±0.1","63","±40","4.9%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.1"
"        Hungarian","19,068","±1,432","0.3%","±0.1","3","±4","0.2%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","234","±92","18.3%","±7.3"
"        Italian","815,794","±9,186","11.7%","±0.1","149","±66","11.6%","±5.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","12","±15","0.9%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±3.1"
"        Polish","283,050","±4,814","4.0%","±0.1","173","±61","13.5%","±4.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","32","±43","2.5%","±3.3"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±3.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±3.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","7","±9","0.5%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","6","±5","0.5%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±3.1"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","20","±19","1.6%","±1.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","0","±13","0.0%","±3.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","4","±5","0.3%","±0.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","518","±102","518","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","497","±100","95.9%","±4.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","419","±90","80.9%","±7.4"
