"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02019!!Estimate","ZCTA5 02019!!Margin of Error","ZCTA5 02019!!Percent","ZCTA5 02019!!Percent Margin of Error"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","10,591","±389","10,591","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","792","±266","7.5%","±2.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,322","±299","2,322","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","846","±255","36.4%","±8.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","16,698","±116","16,698","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","15,505","±483","92.9%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,193","±434","7.1%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","955","±283","5.7%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","328","±192","2.0%","±1.2"
"                Different county","354,693","±6,215","5.1%","±0.1","627","±210","3.8%","±1.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","564","±207","3.4%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","63","±50","0.4%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","238","±248","1.4%","±1.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,934","±42","16,934","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","15,454","±477","91.3%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","15,282","±491","90.2%","±2.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,430","±810","67.5%","±4.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,852","±596","22.7%","±3.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","172","±117","1.0%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,480","±475","8.7%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,480","±475","1,480","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","770","±275","52.0%","±17.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","710","±386","48.0%","±17.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,652","±489","1,652","(X)"
"        Native","209,292","±4,176","209,292","(X)","172","±117","172","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","16","±28","9.3%","±17.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","156","±115","90.7%","±17.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,480","±475","1,480","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","506","±372","34.2%","±19.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","974","±311","65.8%","±19.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,480","±475","1,480","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","313","±153","21.1%","±11.9"
"        Asia","372,717","±3,581","30.8%","±0.3","217","±137","14.7%","±8.4"
"        Africa","113,823","±3,313","9.4%","±0.3","1","±2","0.1%","±0.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±2.7"
"        Latin America","456,601","±7,328","37.7%","±0.5","633","±398","42.8%","±20.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","316","±208","21.4%","±13.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","16,057","±205","16,057","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","14,352","±680","89.4%","±3.6"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,705","±567","10.6%","±3.6"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","622","±397","3.9%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","903","±481","5.6%","±3.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","424","±380","2.6%","±2.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","599","±268","3.7%","±1.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","177","±108","1.1%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","160","±123","1.0%","±0.8"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","21","±37","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","43","±89","0.3%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","16,934","±42","16,934","(X)"
"        American","260,364","±6,504","3.7%","±0.1","586","±276","3.5%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","120","±113","0.7%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","41","±46","0.2%","±0.3"
"        Dutch","34,354","±1,922","0.5%","±0.1","115","±114","0.7%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","2,161","±503","12.8%","±3.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","2,234","±562","13.2%","±3.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","942","±425","5.6%","±2.5"
"        German","387,135","±7,027","5.5%","±0.1","1,278","±490","7.5%","±2.9"
"        Greek","76,566","±3,218","1.1%","±0.1","196","±177","1.2%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","292","±421","1.7%","±2.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,626","±645","21.4%","±3.8"
"        Italian","815,794","±9,186","11.7%","±0.1","2,537","±616","15.0%","±3.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","67","±51","0.4%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","67","±55","0.4%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","532","±231","3.1%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","709","±511","4.2%","±3.0"
"        Russian","91,511","±3,161","1.3%","±0.1","164","±131","1.0%","±0.8"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","62","±49","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","335","±153","2.0%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","20","±34","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","665","±949","3.9%","±5.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","402","±244","2.4%","±1.4"
"        Swiss","10,126","±912","0.1%","±0.1","29","±48","0.2%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","75","±69","0.4%","±0.4"
"        Welsh","23,388","±1,506","0.3%","±0.1","36","±56","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1","±2","0.0%","±0.1"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,250","±409","6,250","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,990","±403","95.8%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","5,924","±402","94.8%","±1.9"
