"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02135!!Estimate","ZCTA5 02135!!Margin of Error","ZCTA5 02135!!Percent","ZCTA5 02135!!Percent Margin of Error"
"        Separated","55,256","±1,859","1.8%","±0.1","241","±114","1.1%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,162","±339","5.4%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,134","±308","5.3%","±1.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","171","±64","171","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","10","±15","5.8%","±8.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","1","±1","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","11","±4","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±38","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","7","±4","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","26","±15","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","84","±53","84","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","22","±26","26.2%","±23.6"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","13","±20","15.5%","±21.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±35.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","9","±14","10.7%","±14.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±28","0.0%","±35.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","22","±26","22","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","22","±26","100.0%","±70.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","22","±26","100.0%","±70.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","10,788","±1,181","10,788","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","234","±96","2.2%","±0.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","82","±62","0.8%","±0.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,308","±217","12.1%","±2.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","914","±196","8.5%","±2.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","8,250","±1,175","76.5%","±3.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","33,750","±1,720","33,750","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,153","±337","3.4%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","913","±324","2.7%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,764","±554","11.2%","±1.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,222","±513","9.5%","±1.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,099","±253","3.3%","±0.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","13,614","±1,345","40.3%","±2.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","9,985","±883","29.6%","±2.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","31,684","±1,687","93.9%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","23,599","±1,630","69.9%","±2.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","41,068","±2,092","41,068","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","533","±165","1.3%","±0.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","44,822","±2,127","44,822","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,474","±625","10.0%","±1.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,956","±614","3,956","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","65","±62","1.6%","±1.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","35,790","±2,059","35,790","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,179","±425","6.1%","±1.1"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,076","±551","5,076","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","2,230","±418","43.9%","±6.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","44,804","±2,130","44,804","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","33,266","±1,910","74.2%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","11,538","±1,156","25.8%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","10,597","±1,108","23.7%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","3,630","±566","8.1%","±1.3"
"                Different county","354,693","±6,215","5.1%","±0.1","6,967","±833","15.5%","±1.6"
"                    Same state","205,752","±5,091","3.0%","±0.1","3,943","±603","8.8%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","3,024","±493","6.7%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","941","±325","2.1%","±0.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","45,024","±2,122","45,024","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","32,093","±1,780","71.3%","±2.2"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","31,215","±1,741","69.3%","±2.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","16,398","±1,342","36.4%","±2.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","14,817","±960","32.9%","±1.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","878","±278","2.0%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","12,931","±1,183","28.7%","±2.2"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","12,931","±1,183","12,931","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","6,337","±724","49.0%","±4.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","6,594","±850","51.0%","±4.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","13,809","±1,195","13,809","(X)"
"        Native","209,292","±4,176","209,292","(X)","878","±278","878","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","168","±94","19.1%","±9.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","710","±241","80.9%","±9.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","12,931","±1,183","12,931","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","4,659","±735","36.0%","±4.3"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","8,272","±890","64.0%","±4.3"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","12,931","±1,183","12,931","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","2,696","±450","20.8%","±3.3"
"        Asia","372,717","±3,581","30.8%","±0.3","6,052","±832","46.8%","±4.5"
"        Africa","113,823","±3,313","9.4%","±0.3","631","±371","4.9%","±2.8"
"        Oceania","4,098","±490","0.3%","±0.1","31","±51","0.2%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","3,359","±632","26.0%","±4.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","162","±66","1.3%","±0.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","43,639","±2,115","43,639","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","27,838","±1,769","63.8%","±2.5"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","15,801","±1,305","36.2%","±2.5"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6,485","±859","14.9%","±1.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,665","±918","10.7%","±2.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,321","±431","3.0%","±1.0"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,929","±725","11.3%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,223","±448","5.1%","±1.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","5,475","±788","12.5%","±1.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","2,621","±519","6.0%","±1.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","732","±494","1.7%","±1.1"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","320","±445","0.7%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","45,024","±2,122","45,024","(X)"
"        American","260,364","±6,504","3.7%","±0.1","681","±167","1.5%","±0.4"
"        Arab","72,487","±3,641","1.0%","±0.1","735","±528","1.6%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","27","±28","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","91","±64","0.2%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","233","±96","0.5%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","2,471","±365","5.5%","±0.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","661","±192","1.5%","±0.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","925","±228","2.1%","±0.5"
"        German","387,135","±7,027","5.5%","±0.1","2,849","±578","6.3%","±1.3"
"        Greek","76,566","±3,218","1.1%","±0.1","419","±158","0.9%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","213","±128","0.5%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,827","±666","12.9%","±1.4"
"        Italian","815,794","±9,186","11.7%","±0.1","3,507","±441","7.8%","±0.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","104","±82","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","207","±91","0.5%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","1,387","±227","3.1%","±0.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","524","±183","1.2%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","942","±206","2.1%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","225","±118","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","621","±192","1.4%","±0.4"
"        Slovak","7,069","±828","0.1%","±0.1","31","±28","0.1%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","515","±251","1.1%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","318","±130","0.7%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","86","±51","0.2%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","291","±139","0.6%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","147","±73","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","706","±373","1.6%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","20,040","±761","20,040","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","18,870","±747","94.2%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","18,026","±774","90.0%","±2.1"
