"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01906!!Estimate","ZCTA5 01906!!Margin of Error","ZCTA5 01906!!Percent","ZCTA5 01906!!Percent Margin of Error"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,907","±723","44.4%","±11.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","4,554","±842","4,554","(X)"
"        Native","209,292","±4,176","209,292","(X)","261","±163","261","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","75","±59","28.7%","±22.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","186","±151","71.3%","±22.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,293","±822","4,293","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,238","±412","28.8%","±7.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,055","±660","71.2%","±7.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,293","±822","4,293","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,177","±485","27.4%","±10.1"
"        Asia","372,717","±3,581","30.8%","±0.3","917","±391","21.4%","±7.9"
"        Africa","113,823","±3,313","9.4%","±0.3","360","±258","8.4%","±6.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","1,710","±604","39.8%","±11.1"
"        Northern America","28,855","±1,370","2.4%","±0.1","129","±119","3.0%","±2.8"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","27,339","±343","27,339","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","21,642","±1,063","79.2%","±4.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,697","±1,109","20.8%","±4.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,823","±560","6.7%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,180","±376","4.3%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","187","±143","0.7%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,253","±827","11.9%","±3.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","848","±359","3.1%","±1.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","883","±371","3.2%","±1.3"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","554","±242","2.0%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","381","±320","1.4%","±1.2"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","234","±265","0.9%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","28,521","±24","28,521","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,314","±724","4.6%","±2.5"
"        Arab","72,487","±3,641","1.0%","±0.1","420","±318","1.5%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","62","±70","0.2%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","102","±73","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,227","±560","7.8%","±2.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,068","±344","3.7%","±1.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","750","±278","2.6%","±1.0"
"        German","387,135","±7,027","5.5%","±0.1","1,192","±353","4.2%","±1.2"
"        Greek","76,566","±3,218","1.1%","±0.1","316","±153","1.1%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±25","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,969","±765","20.9%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","8,444","±1,051","29.6%","±3.7"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","81","±83","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","80","±73","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","910","±366","3.2%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","581","±254","2.0%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","219","±126","0.8%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","114","±97","0.4%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","500","±315","1.8%","±1.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","183","±156","0.6%","±0.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","238","±120","0.8%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","0","±25","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","86","±66","0.3%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","28","±43","0.1%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","512","±361","1.8%","±1.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,581","±385","10,581","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,769","±432","92.3%","±2.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,407","±452","88.9%","±2.7"
