"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01905!!Estimate","ZCTA5 01905!!Margin of Error","ZCTA5 01905!!Percent","ZCTA5 01905!!Percent Margin of Error"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,962","±1,769","26,962","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","17,509","±1,342","64.9%","±3.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,846","±1,335","62.5%","±3.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","15,142","±1,336","56.2%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,704","±283","6.3%","±1.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","663","±319","2.5%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","9,453","±1,233","35.1%","±3.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","9,453","±1,233","9,453","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,600","±799","48.7%","±5.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","4,853","±864","51.3%","±5.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","10,116","±1,239","10,116","(X)"
"        Native","209,292","±4,176","209,292","(X)","663","±319","663","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","227","±216","34.2%","±22.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","436","±202","65.8%","±22.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","9,453","±1,233","9,453","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,383","±580","25.2%","±4.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","7,070","±919","74.8%","±4.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","9,453","±1,233","9,453","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","417","±155","4.4%","±1.5"
"        Asia","372,717","±3,581","30.8%","±0.3","1,399","±398","14.8%","±4.4"
"        Africa","113,823","±3,313","9.4%","±0.3","1,182","±455","12.5%","±4.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±0.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","6,451","±1,122","68.2%","±6.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","4","±8","0.0%","±0.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","25,087","±1,591","25,087","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,369","±1,093","49.3%","±3.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","12,718","±1,378","50.7%","±3.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","6,263","±1,056","25.0%","±3.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","8,673","±1,367","34.6%","±4.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","4,401","±994","17.5%","±3.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,994","±663","7.9%","±2.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","959","±420","3.8%","±1.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,423","±372","5.7%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","811","±277","3.2%","±1.1"
"        Other languages","99,560","±3,943","1.5%","±0.1","628","±263","2.5%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","92","±84","0.4%","±0.3"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,962","±1,769","26,962","(X)"
"        American","260,364","±6,504","3.7%","±0.1","547","±220","2.0%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","101","±79","0.4%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","4","±7","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","6","±12","0.0%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","938","±240","3.5%","±0.9"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","544","±239","2.0%","±0.9"
"        French Canadian","235,524","±4,384","3.4%","±0.1","334","±180","1.2%","±0.7"
"        German","387,135","±7,027","5.5%","±0.1","430","±182","1.6%","±0.7"
"        Greek","76,566","±3,218","1.1%","±0.1","255","±130","0.9%","±0.5"
"        Hungarian","19,068","±1,432","0.3%","±0.1","26","±40","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,019","±648","11.2%","±2.4"
"        Italian","815,794","±9,186","11.7%","±0.1","2,037","±658","7.6%","±2.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","55","±51","0.2%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","46","±42","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","610","±342","2.3%","±1.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","308","±167","1.1%","±0.6"
"        Russian","91,511","±3,161","1.3%","±0.1","40","±37","0.1%","±0.1"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","32","±48","0.1%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","87","±54","0.3%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","31","±47","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,278","±513","4.7%","±1.9"
"        Swedish","102,031","±2,873","1.5%","±0.1","123","±76","0.5%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","9","±14","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","5","±41","0.0%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","62","±72","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","516","±274","1.9%","±1.0"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,339","±543","9,339","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,640","±522","92.5%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","8,290","±524","88.8%","±2.2"
