"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01262!!Estimate","ZCTA5 01262!!Margin of Error","ZCTA5 01262!!Percent","ZCTA5 01262!!Percent Margin of Error"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","31","±57","2.4%","±4.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","283","±192","21.6%","±11.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","287","±115","21.9%","±9.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","131","±71","10.0%","±5.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","205","±60","15.7%","±4.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","365","±127","27.9%","±9.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,271","±252","97.1%","±4.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","570","±143","43.5%","±11.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,453","±263","1,453","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","97","±48","6.7%","±3.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,592","±298","1,592","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","327","±198","20.5%","±10.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","174","±102","174","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±20.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","842","±219","842","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","128","±120","15.2%","±13.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","576","±163","576","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","199","±97","34.5%","±13.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,612","±293","1,612","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,193","±258","74.0%","±11.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","419","±213","26.0%","±11.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","353","±197","21.9%","±10.7"
"                Same county","446,141","±8,933","6.4%","±0.1","183","±123","11.4%","±7.1"
"                Different county","354,693","±6,215","5.1%","±0.1","170","±159","10.5%","±9.3"
"                    Same state","205,752","±5,091","3.0%","±0.1","7","±16","0.4%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","163","±158","10.1%","±9.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","66","±78","4.1%","±4.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,627","±298","1,627","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,391","±297","85.5%","±7.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,370","±298","84.2%","±7.4"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","735","±278","45.2%","±12.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","635","±164","39.0%","±10.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","21","±28","1.3%","±1.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","236","±123","14.5%","±7.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","236","±123","236","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","132","±88","55.9%","±28.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","104","±91","44.1%","±28.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","257","±122","257","(X)"
"        Native","209,292","±4,176","209,292","(X)","21","±28","21","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","9","±20","42.9%","±57.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","12","±19","57.1%","±57.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","236","±123","236","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","70","±89","29.7%","±29.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","166","±92","70.3%","±29.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","236","±123","236","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","122","±85","51.7%","±21.5"
"        Asia","372,717","±3,581","30.8%","±0.3","52","±63","22.0%","±21.3"
"        Africa","113,823","±3,313","9.4%","±0.3","13","±20","5.5%","±9.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±15.5"
"        Latin America","456,601","±7,328","37.7%","±0.5","49","±50","20.8%","±21.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±15.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,595","±293","1,595","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,426","±296","89.4%","±6.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","169","±98","10.6%","±6.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","8","±16","0.5%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","120","±89","7.5%","±5.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±2.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","6","±10","0.4%","±0.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","0","±13","0.0%","±2.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","35","±37","2.2%","±2.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±2.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","8","±16","0.5%","±1.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","8","±16","0.5%","±1.0"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,627","±298","1,627","(X)"
"        American","260,364","±6,504","3.7%","±0.1","115","±103","7.1%","±6.0"
"        Arab","72,487","±3,641","1.0%","±0.1","13","±20","0.8%","±1.2"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.4"
"        Dutch","34,354","±1,922","0.5%","±0.1","37","±39","2.3%","±2.5"
"        English","655,283","±8,406","9.4%","±0.1","236","±173","14.5%","±10.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","64","±88","3.9%","±5.0"
"        French Canadian","235,524","±4,384","3.4%","±0.1","13","±20","0.8%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","165","±78","10.1%","±4.6"
"        Greek","76,566","±3,218","1.1%","±0.1","14","±20","0.9%","±1.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±2.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","276","±205","17.0%","±11.1"
"        Italian","815,794","±9,186","11.7%","±0.1","117","±52","7.2%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","19","±22","1.2%","±1.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±2.4"
"        Polish","283,050","±4,814","4.0%","±0.1","108","±53","6.6%","±3.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","53","±37","3.3%","±2.3"
"        Russian","91,511","±3,161","1.3%","±0.1","76","±42","4.7%","±2.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","0","±13","0.0%","±2.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","20","±23","1.2%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","6","±9","0.4%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±2.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","6","±10","0.4%","±0.6"
"        Welsh","23,388","±1,506","0.3%","±0.1","19","±21","1.2%","±1.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±2.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","688","±92","688","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","593","±92","86.2%","±7.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","572","±99","83.1%","±8.6"
