"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02072!!Estimate","ZCTA5 02072!!Margin of Error","ZCTA5 02072!!Percent","ZCTA5 02072!!Percent Margin of Error"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","331","±135","5.1%","±2.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,176","±303","33.8%","±3.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,689","±317","26.2%","±4.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,951","±323","30.3%","±4.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","21,560","±551","21,560","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","907","±281","4.2%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,016","±255","4.7%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,472","±648","25.4%","±2.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,484","±498","16.2%","±2.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,789","±297","8.3%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,163","±502","23.9%","±2.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,729","±513","17.3%","±2.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","19,637","±644","91.1%","±1.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","8,892","±749","41.2%","±3.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,642","±453","23,642","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,161","±260","4.9%","±1.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","28,800","±76","28,800","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,993","±475","10.4%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,381","±461","5,381","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","235","±119","4.4%","±2.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","17,791","±611","17,791","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,593","±405","9.0%","±2.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,628","±614","5,628","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,165","±205","20.7%","±4.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","28,794","±120","28,794","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","25,773","±597","89.5%","±2.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","3,021","±561","10.5%","±2.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,835","±546","9.8%","±1.9"
"                Same county","446,141","±8,933","6.4%","±0.1","1,168","±284","4.1%","±1.0"
"                Different county","354,693","±6,215","5.1%","±0.1","1,667","±549","5.8%","±1.9"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,339","±489","4.7%","±1.7"
"                    Different state","148,941","±3,990","2.2%","±0.1","328","±196","1.1%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","186","±140","0.6%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,028","±57","29,028","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","22,126","±885","76.2%","±3.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","21,628","±918","74.5%","±3.2"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","18,468","±899","63.6%","±3.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,160","±384","10.9%","±1.3"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","498","±236","1.7%","±0.8"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,902","±885","23.8%","±3.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,902","±885","6,902","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,636","±732","67.2%","±6.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,266","±501","32.8%","±6.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,400","±917","7,400","(X)"
"        Native","209,292","±4,176","209,292","(X)","498","±236","498","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","333","±203","66.9%","±18.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","165","±92","33.1%","±18.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,902","±885","6,902","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,426","±426","20.7%","±5.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,476","±795","79.3%","±5.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,902","±885","6,902","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,582","±358","22.9%","±5.1"
"        Asia","372,717","±3,581","30.8%","±0.3","1,795","±424","26.0%","±5.8"
"        Africa","113,823","±3,313","9.4%","±0.3","1,027","±534","14.9%","±6.8"
"        Oceania","4,098","±490","0.3%","±0.1","8","±14","0.1%","±0.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,421","±551","35.1%","±6.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","69","±44","1.0%","±0.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","27,805","±275","27,805","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","20,229","±959","72.8%","±3.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","7,576","±937","27.2%","±3.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","2,788","±451","10.0%","±1.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","723","±291","2.6%","±1.0"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","125","±68","0.4%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","4,666","±858","16.8%","±3.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,859","±390","6.7%","±1.4"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,205","±394","4.3%","±1.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","570","±252","2.0%","±0.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","982","±360","3.5%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","234","±143","0.8%","±0.5"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,028","±57","29,028","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,520","±463","5.2%","±1.6"
"        Arab","72,487","±3,641","1.0%","±0.1","483","±322","1.7%","±1.1"
"        Czech","12,119","±1,098","0.2%","±0.1","46","±39","0.2%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","139","±154","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","1,570","±398","5.4%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","342","±135","1.2%","±0.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","401","±127","1.4%","±0.4"
"        German","387,135","±7,027","5.5%","±0.1","957","±245","3.3%","±0.8"
"        Greek","76,566","±3,218","1.1%","±0.1","219","±109","0.8%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","30","±34","0.1%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,482","±794","18.9%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","2,997","±630","10.3%","±2.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","280","±115","1.0%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","76","±46","0.3%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","871","±236","3.0%","±0.8"
"        Portuguese","270,183","±5,260","3.9%","±0.1","2,011","±556","6.9%","±1.9"
"        Russian","91,511","±3,161","1.3%","±0.1","963","±292","3.3%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","135","±82","0.5%","±0.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","481","±216","1.7%","±0.7"
"        Slovak","7,069","±828","0.1%","±0.1","32","±47","0.1%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,687","±635","5.8%","±2.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","232","±97","0.8%","±0.3"
"        Swiss","10,126","±912","0.1%","±0.1","56","±64","0.2%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","126","±71","0.4%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","12","±17","0.0%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,850","±523","6.4%","±1.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,277","±459","11,277","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,559","±458","93.6%","±1.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,288","±444","91.2%","±1.9"
