"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02148!!Estimate","ZCTA5 02148!!Margin of Error","ZCTA5 02148!!Percent","ZCTA5 02148!!Percent Margin of Error"
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","46,644","±1,267","46,644","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","3,450","±584","7.4%","±1.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","2,081","±409","4.5%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","11,593","±911","24.9%","±1.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","6,337","±753","13.6%","±1.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","3,123","±627","6.7%","±1.3"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","11,844","±1,029","25.4%","±2.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","8,216","±892","17.6%","±1.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","41,113","±1,411","88.1%","±1.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","20,060","±1,284","43.0%","±2.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","53,012","±1,070","53,012","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,465","±313","2.8%","±0.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","65,235","±246","65,235","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","6,629","±830","10.2%","±1.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","12,334","±1,055","12,334","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","250","±231","2.0%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","44,613","±1,041","44,613","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","3,284","±514","7.4%","±1.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","8,288","±692","8,288","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","3,095","±476","37.3%","±5.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","64,327","±421","64,327","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","53,608","±1,724","83.3%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","10,719","±1,558","16.7%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","9,279","±1,452","14.4%","±2.3"
"                Same county","446,141","±8,933","6.4%","±0.1","5,803","±1,172","9.0%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","3,476","±710","5.4%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","2,495","±653","3.9%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","981","±332","1.5%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","1,440","±498","2.2%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","65,386","±215","65,386","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","37,701","±1,637","57.7%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","36,371","±1,631","55.6%","±2.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","28,518","±1,625","43.6%","±2.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","7,853","±963","12.0%","±1.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,330","±467","2.0%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","27,685","±1,614","42.3%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","27,685","±1,614","27,685","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","12,318","±1,374","44.5%","±4.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","15,367","±1,548","55.5%","±4.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","29,015","±1,613","29,015","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,330","±467","1,330","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","326","±164","24.5%","±12.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,004","±431","75.5%","±12.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","27,685","±1,614","27,685","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","12,339","±1,351","44.6%","±3.8"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","15,346","±1,274","55.4%","±3.8"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","27,685","±1,614","27,685","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,911","±520","6.9%","±1.8"
"        Asia","372,717","±3,581","30.8%","±0.3","14,161","±1,398","51.2%","±4.2"
"        Africa","113,823","±3,313","9.4%","±0.3","2,607","±711","9.4%","±2.5"
"        Oceania","4,098","±490","0.3%","±0.1","0","±31","0.0%","±0.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","8,915","±1,287","32.2%","±4.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","91","±71","0.3%","±0.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","61,106","±815","61,106","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","30,086","±1,840","49.2%","±2.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","31,020","±1,815","50.8%","±2.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","16,423","±1,577","26.9%","±2.5"
"        Spanish","623,189","±4,858","9.4%","±0.1","4,102","±879","6.7%","±1.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,837","±570","3.0%","±0.9"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","12,151","±1,726","19.9%","±2.8"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","5,554","±1,108","9.1%","±1.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","11,837","±1,335","19.4%","±2.2"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","7,722","±1,166","12.6%","±1.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","2,930","±861","4.8%","±1.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","1,310","±519","2.1%","±0.9"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","65,386","±215","65,386","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,863","±511","2.8%","±0.8"
"        Arab","72,487","±3,641","1.0%","±0.1","1,223","±456","1.9%","±0.7"
"        Czech","12,119","±1,098","0.2%","±0.1","29","±38","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","67","±79","0.1%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","104","±79","0.2%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","2,854","±632","4.4%","±1.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","873","±287","1.3%","±0.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,513","±565","2.3%","±0.9"
"        German","387,135","±7,027","5.5%","±0.1","1,752","±387","2.7%","±0.6"
"        Greek","76,566","±3,218","1.1%","±0.1","295","±194","0.5%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","29","±34","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,482","±1,500","13.0%","±2.3"
"        Italian","815,794","±9,186","11.7%","±0.1","7,442","±1,306","11.4%","±2.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","108","±85","0.2%","±0.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","144","±122","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","856","±252","1.3%","±0.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","968","±352","1.5%","±0.5"
"        Russian","91,511","±3,161","1.3%","±0.1","674","±352","1.0%","±0.5"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","86","±58","0.1%","±0.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","472","±152","0.7%","±0.2"
"        Slovak","7,069","±828","0.1%","±0.1","31","±41","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","3,124","±971","4.8%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","273","±115","0.4%","±0.2"
"        Swiss","10,126","±912","0.1%","±0.1","36","±41","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","279","±181","0.4%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","122","±99","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","3,633","±1,238","5.6%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","25,582","±820","25,582","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","24,180","±792","94.5%","±1.3"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","22,758","±763","89.0%","±2.0"
