"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01741!!Estimate","ZCTA5 01741!!Margin of Error","ZCTA5 01741!!Percent","ZCTA5 01741!!Percent Margin of Error"
"        Widowed","239,073","±3,906","7.9%","±0.1","108","±66","5.4%","±3.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","152","±85","7.6%","±4.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","56","±50","56","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","12","±18","21.4%","±35.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","32","±47","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","63","±58","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±251","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","22","±45","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","98","±95","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","78","±69","78","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","31","±50","39.7%","±47.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±37.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±37.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±37.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","31","±50","39.7%","±47.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","31","±50","31","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","31","±50","100.0%","±59.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±19","0.0%","±59.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,434","±274","1,434","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","124","±126","8.6%","±7.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","66","±35","4.6%","±2.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","737","±184","51.4%","±7.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","296","±91","20.6%","±7.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","211","±78","14.7%","±5.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,553","±246","3,553","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1","±2","0.0%","±0.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","14","±24","0.4%","±0.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","136","±86","3.8%","±2.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","296","±98","8.3%","±2.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","267","±98","7.5%","±2.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,042","±178","29.3%","±4.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,797","±255","50.6%","±6.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,538","±245","99.6%","±0.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,839","±252","79.9%","±4.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,876","±246","3,876","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","245","±106","6.3%","±2.7"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","5,215","±27","5,215","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","405","±144","7.8%","±2.8"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,339","±250","1,339","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","31","±51","2.3%","±3.8"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","2,830","±155","2,830","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","158","±98","5.6%","±3.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,046","±147","1,046","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","216","±89","20.7%","±8.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","5,165","±55","5,165","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","4,848","±157","93.9%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","317","±148","6.1%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","310","±151","6.0%","±2.9"
"                Same county","446,141","±8,933","6.4%","±0.1","133","±108","2.6%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","177","±113","3.4%","±2.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","11","±17","0.2%","±0.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","166","±113","3.2%","±2.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","7","±12","0.1%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,215","±27","5,215","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","4,587","±199","88.0%","±3.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","4,505","±202","86.4%","±3.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","2,564","±318","49.2%","±6.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,941","±296","37.2%","±5.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","82","±64","1.6%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","628","±194","12.0%","±3.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","628","±194","628","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","475","±146","75.6%","±10.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","153","±92","24.4%","±10.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","710","±197","710","(X)"
"        Native","209,292","±4,176","209,292","(X)","82","±64","82","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±36.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","82","±64","100.0%","±36.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","628","±194","628","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","73","±72","11.6%","±10.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","555","±168","88.4%","±10.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","628","±194","628","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","232","±115","36.9%","±12.7"
"        Asia","372,717","±3,581","30.8%","±0.3","327","±119","52.1%","±12.2"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±6.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±6.2"
"        Latin America","456,601","±7,328","37.7%","±0.5","21","±22","3.3%","±3.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","48","±31","7.6%","±4.7"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","4,940","±150","4,940","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","4,312","±216","87.3%","±4.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","628","±214","12.7%","±4.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","81","±52","1.6%","±1.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","82","±79","1.7%","±1.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","12","±18","0.2%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","308","±171","6.2%","±3.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","60","±46","1.2%","±0.9"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","231","±119","4.7%","±2.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","9","±16","0.2%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","7","±12","0.1%","±0.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.8"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","5,215","±27","5,215","(X)"
"        American","260,364","±6,504","3.7%","±0.1","86","±53","1.6%","±1.0"
"        Arab","72,487","±3,641","1.0%","±0.1","10","±14","0.2%","±0.3"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.8"
"        Danish","14,346","±1,162","0.2%","±0.1","22","±27","0.4%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","41","±39","0.8%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","658","±192","12.6%","±3.7"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","152","±87","2.9%","±1.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","103","±97","2.0%","±1.9"
"        German","387,135","±7,027","5.5%","±0.1","500","±162","9.6%","±3.1"
"        Greek","76,566","±3,218","1.1%","±0.1","15","±20","0.3%","±0.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","28","±34","0.5%","±0.6"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,046","±453","20.1%","±8.7"
"        Italian","815,794","±9,186","11.7%","±0.1","562","±206","10.8%","±3.9"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","50","±57","1.0%","±1.1"
"        Norwegian","35,032","±1,997","0.5%","±0.1","9","±14","0.2%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","214","±111","4.1%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","9","±15","0.2%","±0.3"
"        Russian","91,511","±3,161","1.3%","±0.1","88","±72","1.7%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","37","±31","0.7%","±0.6"
"        Scottish","134,503","±3,385","1.9%","±0.1","93","±65","1.8%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","9","±14","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.8"
"        Swedish","102,031","±2,873","1.5%","±0.1","73","±50","1.4%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","26","±27","0.5%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","17","±27","0.3%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","13","±15","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.8"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,800","±168","1,800","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","1,771","±160","98.4%","±2.0"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","1,739","±153","96.6%","±2.6"
