"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01746!!Estimate","ZCTA5 01746!!Margin of Error","ZCTA5 01746!!Percent","ZCTA5 01746!!Percent Margin of Error"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±30","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","26","±18","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±75","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","59","±53","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","15","±15","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","90","±74","90","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","44","±57","48.9%","±42.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±34.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±34.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","44","±57","48.9%","±42.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±34.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","44","±57","44","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","26","±30","59.1%","±24.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","44","±57","100.0%","±49.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,835","±359","3,835","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","397","±103","10.4%","±2.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","205","±93","5.3%","±2.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,654","±194","43.1%","±4.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","926","±203","24.1%","±4.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","653","±185","17.0%","±4.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","10,089","±334","10,089","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","136","±88","1.3%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","196","±177","1.9%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,179","±208","11.7%","±2.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,216","±296","12.1%","±2.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","608","±189","6.0%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,808","±364","37.7%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,946","±296","29.2%","±2.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","9,757","±354","96.7%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","6,754","±380","66.9%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","10,999","±310","10,999","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","608","±160","5.5%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","14,359","±268","14,359","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,058","±244","7.4%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,387","±287","3,387","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","69","±54","2.0%","±1.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","8,645","±315","8,645","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","401","±128","4.6%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,327","±277","2,327","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","588","±195","25.3%","±7.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","14,306","±270","14,306","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","13,270","±443","92.8%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,036","±371","7.2%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","994","±365","6.9%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","644","±302","4.5%","±2.1"
"                Different county","354,693","±6,215","5.1%","±0.1","350","±168","2.4%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","187","±147","1.3%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","163","±97","1.1%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","42","±40","0.3%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,386","±268","14,386","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","13,004","±434","90.4%","±2.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","12,860","±448","89.4%","±2.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","9,194","±503","63.9%","±3.2"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,666","±459","25.5%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","144","±80","1.0%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,382","±380","9.6%","±2.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,382","±380","1,382","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","623","±178","45.1%","±14.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","759","±358","54.9%","±14.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","1,526","±390","1,526","(X)"
"        Native","209,292","±4,176","209,292","(X)","144","±80","144","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","36","±45","25.0%","±27.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","108","±65","75.0%","±27.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,382","±380","1,382","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","390","±338","28.2%","±19.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","992","±232","71.8%","±19.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,382","±380","1,382","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","363","±160","26.3%","±8.5"
"        Asia","372,717","±3,581","30.8%","±0.3","611","±254","44.2%","±10.7"
"        Africa","113,823","±3,313","9.4%","±0.3","25","±26","1.8%","±1.9"
"        Oceania","4,098","±490","0.3%","±0.1","34","±41","2.5%","±3.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","228","±134","16.5%","±9.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","121","±83","8.8%","±6.6"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","13,778","±280","13,778","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","12,173","±502","88.4%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","1,605","±456","11.6%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","465","±260","3.4%","±1.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","295","±210","2.1%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","74","±56","0.5%","±0.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,015","±435","7.4%","±3.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","325","±248","2.4%","±1.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","233","±135","1.7%","±1.0"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","35","±36","0.3%","±0.3"
"        Other languages","99,560","±3,943","1.5%","±0.1","62","±66","0.4%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","31","±49","0.2%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","14,386","±268","14,386","(X)"
"        American","260,364","±6,504","3.7%","±0.1","629","±259","4.4%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","105","±125","0.7%","±0.9"
"        Czech","12,119","±1,098","0.2%","±0.1","37","±46","0.3%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","6","±10","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","143","±134","1.0%","±0.9"
"        English","655,283","±8,406","9.4%","±0.1","2,468","±439","17.2%","±3.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","843","±262","5.9%","±1.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","423","±129","2.9%","±0.9"
"        German","387,135","±7,027","5.5%","±0.1","1,178","±336","8.2%","±2.3"
"        Greek","76,566","±3,218","1.1%","±0.1","177","±102","1.2%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","25","±28","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,951","±464","27.5%","±3.2"
"        Italian","815,794","±9,186","11.7%","±0.1","2,400","±428","16.7%","±3.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","77","±54","0.5%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","70","±64","0.5%","±0.4"
"        Polish","283,050","±4,814","4.0%","±0.1","778","±208","5.4%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","266","±129","1.8%","±0.9"
"        Russian","91,511","±3,161","1.3%","±0.1","409","±204","2.8%","±1.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","185","±135","1.3%","±0.9"
"        Scottish","134,503","±3,385","1.9%","±0.1","440","±190","3.1%","±1.3"
"        Slovak","7,069","±828","0.1%","±0.1","34","±42","0.2%","±0.3"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","14","±21","0.1%","±0.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","221","±123","1.5%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","19","±20","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","85","±103","0.6%","±0.7"
"        Welsh","23,388","±1,506","0.3%","±0.1","75","±61","0.5%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","19","±26","0.1%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,354","±220","5,354","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","5,088","±217","95.0%","±2.2"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,953","±210","92.5%","±2.3"
