"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01821!!Estimate","ZCTA5 01821!!Margin of Error","ZCTA5 01821!!Percent","ZCTA5 01821!!Percent Margin of Error"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,247","±263","9.2%","±1.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","295","±111","295","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","133","±95","45.1%","±24.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","38","±26","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","41","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±44","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","60","±31","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","34","±23","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","798","±217","798","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","96","±60","12.0%","±7.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","42","±42","5.3%","±5.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","11","±23","1.4%","±3.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±4.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","43","±39","5.4%","±5.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","96","±60","96","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","58","±39","60.4%","±15.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","80","±58","83.3%","±18.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","7,597","±694","7,597","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","545","±185","7.2%","±2.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","292","±126","3.8%","±1.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,730","±484","35.9%","±5.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,705","±344","22.4%","±4.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,325","±450","30.6%","±4.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","22,954","±918","22,954","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","283","±116","1.2%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","724","±197","3.2%","±0.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,008","±586","26.2%","±2.5"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","4,023","±602","17.5%","±2.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","2,542","±538","11.1%","±2.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,662","±694","24.7%","±2.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,712","±630","16.2%","±2.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","21,947","±897","95.6%","±0.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,374","±884","40.8%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","25,440","±964","25,440","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,674","±322","6.6%","±1.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","31,499","±1,054","31,499","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,992","±525","9.5%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,059","±563","6,059","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","173","±129","2.9%","±2.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","20,442","±936","20,442","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,330","±376","6.5%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,998","±526","4,998","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,489","±251","29.8%","±5.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","31,252","±1,040","31,252","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","28,411","±1,173","90.9%","±2.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,841","±828","9.1%","±2.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,554","±804","8.2%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","1,972","±778","6.3%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","582","±266","1.9%","±0.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","241","±197","0.8%","±0.6"
"                    Different state","148,941","±3,990","2.2%","±0.1","341","±181","1.1%","±0.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","287","±291","0.9%","±0.9"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,499","±1,054","31,499","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","26,479","±1,102","84.1%","±2.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","26,274","±1,116","83.4%","±2.6"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","22,888","±1,129","72.7%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,386","±527","10.7%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","205","±111","0.7%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","5,020","±841","15.9%","±2.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","5,020","±841","5,020","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","2,607","±660","51.9%","±8.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,413","±568","48.1%","±8.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","5,225","±865","5,225","(X)"
"        Native","209,292","±4,176","209,292","(X)","205","±111","205","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","44","±44","21.5%","±21.5"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","161","±107","78.5%","±21.5"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","5,020","±841","5,020","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1,769","±681","35.2%","±10.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,251","±556","64.8%","±10.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","5,020","±841","5,020","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","982","±548","19.6%","±9.4"
"        Asia","372,717","±3,581","30.8%","±0.3","2,475","±540","49.3%","±9.4"
"        Africa","113,823","±3,313","9.4%","±0.3","857","±382","17.1%","±7.2"
"        Oceania","4,098","±490","0.3%","±0.1","9","±16","0.2%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","600","±260","12.0%","±5.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","97","±65","1.9%","±1.4"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","30,114","±1,088","30,114","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","24,594","±1,163","81.7%","±2.8"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,520","±890","18.3%","±2.8"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,729","±514","5.7%","±1.7"
"        Spanish","623,189","±4,858","9.4%","±0.1","640","±353","2.1%","±1.2"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","92","±78","0.3%","±0.3"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","2,553","±676","8.5%","±2.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","983","±468","3.3%","±1.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,412","±443","4.7%","±1.5"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","575","±247","1.9%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","915","±385","3.0%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","79","±70","0.3%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","31,499","±1,054","31,499","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,071","±338","3.4%","±1.1"
"        Arab","72,487","±3,641","1.0%","±0.1","96","±62","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","22","±34","0.1%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","39","±48","0.1%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","26","±34","0.1%","±0.1"
"        English","655,283","±8,406","9.4%","±0.1","2,909","±575","9.2%","±1.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,845","±582","5.9%","±1.8"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,527","±472","4.8%","±1.5"
"        German","387,135","±7,027","5.5%","±0.1","2,018","±649","6.4%","±2.0"
"        Greek","76,566","±3,218","1.1%","±0.1","428","±234","1.4%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","157","±109","0.5%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","8,947","±1,090","28.4%","±3.1"
"        Italian","815,794","±9,186","11.7%","±0.1","6,111","±978","19.4%","±3.1"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","128","±113","0.4%","±0.4"
"        Norwegian","35,032","±1,997","0.5%","±0.1","136","±94","0.4%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,137","±448","3.6%","±1.4"
"        Portuguese","270,183","±5,260","3.9%","±0.1","968","±349","3.1%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","414","±395","1.3%","±1.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","538","±399","1.7%","±1.3"
"        Scottish","134,503","±3,385","1.9%","±0.1","656","±203","2.1%","±0.6"
"        Slovak","7,069","±828","0.1%","±0.1","49","±62","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","1,031","±467","3.3%","±1.5"
"        Swedish","102,031","±2,873","1.5%","±0.1","394","±128","1.3%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","11","±17","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","30","±34","0.1%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","278","±244","0.9%","±0.8"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","232","±204","0.7%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,664","±455","11,664","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","11,203","±461","96.0%","±1.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","11,187","±458","95.9%","±1.4"
