"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02045!!Estimate","ZCTA5 02045!!Margin of Error","ZCTA5 02045!!Percent","ZCTA5 02045!!Percent Margin of Error"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","8","±12","9.5%","±17.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","7","±11","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","46","±38","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±208","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","90","±77","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±52","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","268","±151","268","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","61","±83","22.8%","±28.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±13.8"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±13.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±13.8"
"            5 or more years","13,647","±1,024","10.9%","±0.8","61","±83","22.8%","±28.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","61","±83","61","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","54","±83","88.5%","±33.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","61","±83","100.0%","±42.1"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,648","±174","1,648","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","110","±73","6.7%","±4.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","55","±36","3.3%","±2.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","549","±141","33.3%","±9.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","422","±171","25.6%","±10.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","512","±199","31.1%","±10.5"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","8,182","±252","8,182","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","29","±36","0.4%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","245","±173","3.0%","±2.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,798","±276","22.0%","±3.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,460","±242","17.8%","±2.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","585","±120","7.1%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","2,350","±299","28.7%","±3.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,715","±277","21.0%","±3.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","7,908","±303","96.7%","±2.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,065","±422","49.7%","±4.3"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","8,727","±233","8,727","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","514","±133","5.9%","±1.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","10,120","±27","10,120","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,157","±224","11.4%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,393","±236","1,393","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","113","±69","8.1%","±4.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","6,370","±426","6,370","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","511","±156","8.0%","±2.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,357","±317","2,357","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","533","±125","22.6%","±4.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","10,037","±77","10,037","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","9,152","±278","91.2%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","885","±254","8.8%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","885","±254","8.8%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","391","±164","3.9%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","494","±198","4.9%","±2.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","440","±188","4.4%","±1.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","54","±45","0.5%","±0.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±21","0.0%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,120","±27","10,120","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","9,564","±220","94.5%","±2.1"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","9,502","±216","93.9%","±2.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","7,469","±491","73.8%","±4.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","2,033","±325","20.1%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","62","±40","0.6%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","556","±216","5.5%","±2.1"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","556","±216","556","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","446","±213","80.2%","±12.9"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","110","±65","19.8%","±12.9"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","618","±213","618","(X)"
"        Native","209,292","±4,176","209,292","(X)","62","±40","62","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±21","0.0%","±41.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","62","±40","100.0%","±41.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","556","±216","556","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","33","±34","5.9%","±6.7"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","523","±219","94.1%","±6.7"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","556","±216","556","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","302","±217","54.3%","±24.9"
"        Asia","372,717","±3,581","30.8%","±0.3","112","±97","20.1%","±17.7"
"        Africa","113,823","±3,313","9.4%","±0.3","11","±17","2.0%","±3.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±21","0.0%","±6.9"
"        Latin America","456,601","±7,328","37.7%","±0.5","115","±62","20.7%","±12.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","16","±18","2.9%","±3.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","9,777","±112","9,777","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","9,377","±169","95.9%","±1.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","400","±141","4.1%","±1.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","67","±57","0.7%","±0.6"
"        Spanish","623,189","±4,858","9.4%","±0.1","119","±68","1.2%","±0.7"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","10","±17","0.1%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","243","±115","2.5%","±1.2"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","48","±52","0.5%","±0.5"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","38","±39","0.4%","±0.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","9","±17","0.1%","±0.2"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±21","0.0%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±21","0.0%","±0.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","10,120","±27","10,120","(X)"
"        American","260,364","±6,504","3.7%","±0.1","812","±552","8.0%","±5.5"
"        Arab","72,487","±3,641","1.0%","±0.1","33","±23","0.3%","±0.2"
"        Czech","12,119","±1,098","0.2%","±0.1","42","±51","0.4%","±0.5"
"        Danish","14,346","±1,162","0.2%","±0.1","41","±47","0.4%","±0.5"
"        Dutch","34,354","±1,922","0.5%","±0.1","99","±70","1.0%","±0.7"
"        English","655,283","±8,406","9.4%","±0.1","1,058","±225","10.5%","±2.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","356","±133","3.5%","±1.3"
"        French Canadian","235,524","±4,384","3.4%","±0.1","274","±119","2.7%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","655","±184","6.5%","±1.8"
"        Greek","76,566","±3,218","1.1%","±0.1","311","±239","3.1%","±2.4"
"        Hungarian","19,068","±1,432","0.3%","±0.1","15","±16","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,641","±512","36.0%","±5.0"
"        Italian","815,794","±9,186","11.7%","±0.1","1,501","±325","14.8%","±3.2"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","99","±70","1.0%","±0.7"
"        Norwegian","35,032","±1,997","0.5%","±0.1","32","±30","0.3%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","354","±111","3.5%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","143","±107","1.4%","±1.1"
"        Russian","91,511","±3,161","1.3%","±0.1","138","±74","1.4%","±0.7"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","77","±40","0.8%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","347","±189","3.4%","±1.9"
"        Slovak","7,069","±828","0.1%","±0.1","19","±18","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","14","±22","0.1%","±0.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","212","±89","2.1%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","41","±50","0.4%","±0.5"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","13","±20","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","49","±44","0.5%","±0.4"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","12","±18","0.1%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,380","±239","4,380","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","4,183","±247","95.5%","±1.7"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","4,096","±246","93.5%","±2.1"
