"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01092!!Estimate","ZCTA5 01092!!Margin of Error","ZCTA5 01092!!Percent","ZCTA5 01092!!Percent Margin of Error"
"        Divorced","227,113","±4,005","8.0%","±0.1","146","±181","31.7%","±34.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","585","±195","585","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","192","±154","32.8%","±20.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","235","±122","40.2%","±21.1"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±6.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","54","±66","9.2%","±11.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","104","±100","17.8%","±16.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","51","±61","51","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±46.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±136","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","132","±177","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","-","**","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","155","±267","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","101","±191","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","198","±143","198","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±18.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","28","±45","14.1%","±25.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","49","±60","24.7%","±21.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","17","±27","8.6%","±11.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","104","±95","52.5%","±24.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","899","±257","899","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±4.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","31","±52","3.4%","±5.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","269","±189","29.9%","±19.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","110","±96","12.2%","±10.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","115","±81","12.8%","±9.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","258","±194","28.7%","±20.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","116","±143","12.9%","±15.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","868","±257","96.6%","±5.8"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","374","±228","41.6%","±21.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,028","±300","1,028","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","138","±86","13.4%","±7.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,248","±316","1,248","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","104","±108","8.3%","±8.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","220","±120","220","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±16.6"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","913","±287","913","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","52","±59","5.7%","±6.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","115","±91","115","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","52","±61","45.2%","±40.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,216","±308","1,216","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,110","±329","91.3%","±13.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","106","±166","8.7%","±13.2"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","106","±166","8.7%","±13.2"
"                Same county","446,141","±8,933","6.4%","±0.1","1","±5","0.1%","±0.4"
"                Different county","354,693","±6,215","5.1%","±0.1","105","±166","8.6%","±13.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","104","±166","8.6%","±13.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","1","±4","0.1%","±0.3"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±3.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,248","±316","1,248","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,008","±288","80.8%","±15.7"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,008","±288","80.8%","±15.7"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","706","±295","56.6%","±19.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","302","±155","24.2%","±11.9"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","0","±13","0.0%","±3.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","240","±221","19.2%","±15.7"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","240","±221","240","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","48","±54","20.0%","±27.1"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","192","±214","80.0%","±27.1"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","240","±221","240","(X)"
"        Native","209,292","±4,176","209,292","(X)","0","±13","0","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","-","**"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","-","**"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","240","±221","240","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","107","±165","44.6%","±49.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","133","±140","55.4%","±49.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","240","±221","240","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","49","±54","20.4%","±27.9"
"        Asia","372,717","±3,581","30.8%","±0.3","106","±165","44.2%","±49.9"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±15.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±15.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","85","±129","35.4%","±42.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±13","0.0%","±15.3"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,151","±306","1,151","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","964","±272","83.8%","±16.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","187","±208","16.2%","±16.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","28","±60","2.4%","±4.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","0","±13","0.0%","±3.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±13","0.0%","±3.4"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","81","±123","7.0%","±9.7"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","28","±60","2.4%","±4.8"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","0","±13","0.0%","±3.4"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±13","0.0%","±3.4"
"        Other languages","99,560","±3,943","1.5%","±0.1","106","±165","9.2%","±14.0"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±3.4"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,248","±316","1,248","(X)"
"        American","260,364","±6,504","3.7%","±0.1","592","±250","47.4%","±17.2"
"        Arab","72,487","±3,641","1.0%","±0.1","106","±165","8.5%","±12.9"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±13","0.0%","±3.2"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±3.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","0","±13","0.0%","±3.2"
"        English","655,283","±8,406","9.4%","±0.1","54","±63","4.3%","±5.0"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","87","±57","7.0%","±4.2"
"        French Canadian","235,524","±4,384","3.4%","±0.1","0","±13","0.0%","±3.2"
"        German","387,135","±7,027","5.5%","±0.1","75","±87","6.0%","±6.6"
"        Greek","76,566","±3,218","1.1%","±0.1","0","±13","0.0%","±3.2"
"        Hungarian","19,068","±1,432","0.3%","±0.1","0","±13","0.0%","±3.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","201","±204","16.1%","±15.7"
"        Italian","815,794","±9,186","11.7%","±0.1","2","±6","0.2%","±0.5"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","23","±36","1.8%","±2.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","0","±13","0.0%","±3.2"
"        Polish","283,050","±4,814","4.0%","±0.1","48","±53","3.8%","±4.2"
"        Portuguese","270,183","±5,260","3.9%","±0.1","35","±57","2.8%","±4.4"
"        Russian","91,511","±3,161","1.3%","±0.1","0","±13","0.0%","±3.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","17","±27","1.4%","±2.1"
"        Scottish","134,503","±3,385","1.9%","±0.1","24","±39","1.9%","±3.1"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±3.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±3.2"
"        Swedish","102,031","±2,873","1.5%","±0.1","0","±13","0.0%","±3.2"
"        Swiss","10,126","±912","0.1%","±0.1","0","±13","0.0%","±3.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±13","0.0%","±3.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","1","±4","0.1%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±13","0.0%","±3.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","532","±198","532","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","501","±195","94.2%","±9.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","420","±187","78.9%","±15.1"
