"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01834!!Estimate","ZCTA5 01834!!Margin of Error","ZCTA5 01834!!Percent","ZCTA5 01834!!Percent Margin of Error"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","247","±128","16.8%","±9.9"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","35","±41","2.4%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","705","±272","48.1%","±14.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","187","±107","12.7%","±7.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","293","±167","20.0%","±10.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","4,770","±226","4,770","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","27","±30","0.6%","±0.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","146","±83","3.1%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,104","±297","23.1%","±5.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","655","±218","13.7%","±4.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","496","±170","10.4%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,453","±259","30.5%","±5.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","889","±207","18.6%","±4.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","4,597","±224","96.4%","±1.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,342","±335","49.1%","±7.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","5,290","±217","5,290","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","190","±83","3.6%","±1.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","6,739","±18","6,739","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","415","±132","6.2%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,449","±216","1,449","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","59","±63","4.1%","±4.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,176","±263","4,176","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","173","±105","4.1%","±2.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,114","±233","1,114","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","183","±86","16.4%","±6.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","6,691","±51","6,691","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","6,299","±270","94.1%","±3.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","392","±262","5.9%","±3.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","392","±262","5.9%","±3.9"
"                Same county","446,141","±8,933","6.4%","±0.1","129","±91","1.9%","±1.4"
"                Different county","354,693","±6,215","5.1%","±0.1","263","±250","3.9%","±3.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","170","±216","2.5%","±3.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","93","±139","1.4%","±2.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±19","0.0%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,739","±18","6,739","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","6,527","±133","96.9%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","6,512","±137","96.6%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","5,464","±349","81.1%","±5.1"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,048","±334","15.6%","±5.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","15","±23","0.2%","±0.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","212","±130","3.1%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","212","±130","212","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","117","±110","55.2%","±37.2"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","95","±90","44.8%","±37.2"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","227","±134","227","(X)"
"        Native","209,292","±4,176","209,292","(X)","15","±23","15","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±19","0.0%","±84.9"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","15","±23","100.0%","±84.9"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","212","±130","212","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","53","±63","25.0%","±25.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","159","±107","75.0%","±25.9"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","212","±130","212","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","81","±69","38.2%","±31.2"
"        Asia","372,717","±3,581","30.8%","±0.3","41","±70","19.3%","±29.5"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±19","0.0%","±17.1"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±17.1"
"        Latin America","456,601","±7,328","37.7%","±0.5","90","±100","42.5%","±38.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±17.1"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","6,255","±171","6,255","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","6,073","±218","97.1%","±2.1"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","182","±131","2.9%","±2.1"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","12","±21","0.2%","±0.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","76","±96","1.2%","±1.5"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","0","±19","0.0%","±0.6"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","65","±56","1.0%","±0.9"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","12","±21","0.2%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","41","±70","0.7%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","0","±19","0.0%","±0.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±19","0.0%","±0.6"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±19","0.0%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","6,739","±18","6,739","(X)"
"        American","260,364","±6,504","3.7%","±0.1","200","±123","3.0%","±1.8"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±19","0.0%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±19","0.0%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","57","±90","0.8%","±1.3"
"        English","655,283","±8,406","9.4%","±0.1","900","±393","13.4%","±5.8"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","564","±249","8.4%","±3.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","448","±196","6.6%","±2.9"
"        German","387,135","±7,027","5.5%","±0.1","652","±536","9.7%","±8.0"
"        Greek","76,566","±3,218","1.1%","±0.1","89","±105","1.3%","±1.6"
"        Hungarian","19,068","±1,432","0.3%","±0.1","30","±36","0.4%","±0.5"
"        Irish","1,345,219","±11,619","19.2%","±0.2","1,666","±389","24.7%","±5.8"
"        Italian","815,794","±9,186","11.7%","±0.1","1,834","±540","27.2%","±8.0"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","78","±78","1.2%","±1.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","48","±38","0.7%","±0.6"
"        Polish","283,050","±4,814","4.0%","±0.1","225","±128","3.3%","±1.9"
"        Portuguese","270,183","±5,260","3.9%","±0.1","71","±86","1.1%","±1.3"
"        Russian","91,511","±3,161","1.3%","±0.1","115","±132","1.7%","±2.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","113","±113","1.7%","±1.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","454","±189","6.7%","±2.8"
"        Slovak","7,069","±828","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±19","0.0%","±0.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","17","±27","0.3%","±0.4"
"        Swiss","10,126","±912","0.1%","±0.1","0","±19","0.0%","±0.6"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","14","±22","0.2%","±0.3"
"        Welsh","23,388","±1,506","0.3%","±0.1","13","±20","0.2%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","0","±19","0.0%","±0.6"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,532","±169","2,532","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","2,450","±164","96.8%","±2.5"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","2,394","±186","94.5%","±3.4"
